"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
34.92,-38.8435423976707,-38.5236639107722,-38.2831306755094,-38.128762898948,-37.9491159248402,-37.8913376064049,-37.6761674635628,-37.7286333049676,-37.6404082354731,-37.6474164733243,-37.6939003522259,226.931317671879,226.796923983587,226.617737146975,226.387214572184,226.215025719899,225.941913327468,225.860693172246,225.533980695654,225.381906971062,225.17160461422,224.985457894195,-171.391733705012,-171.582256441549,-171.806907786035,-172.077002937601,-172.277603324977,-172.579620304139,-172.695391000818,-173.044506907544,-173.211882793131,-173.431719638067,-173.628755151206
34.93,-39.9247906830824,-39.5770708600196,-39.326924243932,-39.1734778533437,-38.975110956202,-38.7982546519894,-38.7028401347911,-38.7823268378329,-38.9923765446665,-38.7250208717382,-38.7059983896709,227.76718341639,227.663139274498,227.495978269478,227.266320017734,227.114347609804,226.962945354522,226.762356031253,226.409114329369,225.955119787281,226.023973767508,225.903914412498,-170.06469535118,-170.229040639142,-170.445334732244,-170.717815828353,-170.900670421606,-171.085738771218,-171.321536346222,-171.698934931175,-172.165640574362,-172.111151165494,-172.243178116324
34.94,-41.2936645037165,-41.0281279831615,-40.7597810825777,-40.604780618958,-40.3623010405696,-40.1510336525357,-40.0905657255812,-40.1619856464586,-40.2514096270956,-40.0770952021734,-40.0833631915676,228.306977992071,228.121836678712,227.97463918038,227.7483875272,227.642986441487,227.530155294724,227.29323957916,226.948718731662,226.617492856344,226.593087311343,226.448875101867,-169.015109466486,-169.263412492154,-169.463267042297,-169.735779882269,-169.875801075653,-170.027136394596,-170.298915091294,-170.669005390159,-171.015612381936,-171.054617534094,-171.211963646786
34.95,-42.9095414673453,-42.7691419126297,-42.5107257214619,-42.607770424069,-42.1148237896629,-41.9336078921806,-41.8365173851742,-42.1033850748764,-41.9155535972382,-41.8071101148554,-41.8357569053451,228.591087708768,228.281778284055,228.126203870942,227.646083079558,227.797508862994,227.658290847431,227.457085521729,226.914572117615,226.86562856158,226.775967963476,226.61070108468,-168.202630511288,-168.577963621802,-168.789819104881,-169.316108308404,-169.20701229825,-169.388351356814,-169.624878146241,-170.191072496484,-170.260769954816,-170.367017702289,-170.546152534384
34.96,-44.47999960146,-44.394075373988,-44.1631188537905,-44.1167688506439,-43.8113649884275,-43.5412421751991,-43.5240677687243,-43.6634529704549,-43.5478188435534,-43.5120172021075,-43.4804212745277,228.910131065616,228.548311711083,228.367080208183,228.034048407549,227.998149427858,227.949774938113,227.669620803686,227.256753771825,227.135966687869,226.973990045044,226.870013318595,-167.340698805918,-167.772445996883,-168.01365028915,-168.397564986955,-168.477570638093,-168.568610316422,-168.888107528853,-169.327423898374,-169.470055956211,-169.650514259589,-169.768275278392
34.97,-45.9953423432913,-45.8954571182668,-45.6951096658997,-45.635817019074,-45.275326177846,-45.1949877062208,-45.0940227531837,-45.1689302546354,-45.0412847708137,-45.0941938440807,-45.0596196521935,229.272768984802,228.927468065193,228.717622256434,228.399607572986,228.420255016704,228.183224116252,227.988757677819,227.641546289516,227.533899720171,227.283615012029,227.183387165854,-166.421658483018,-166.841128308171,-167.11462380038,-167.486628444907,-167.510699391232,-167.795550368133,-168.031252940515,-168.406374360225,-168.537422843107,-168.808666756448,-168.923781139901
34.98,-47.3012665480388,-47.0623843478513,-46.8813423672887,-46.7623994079291,-46.5177649618564,-46.4063547649995,-46.7811978830113,-46.427960244444,-46.3233053571765,-46.2910856958543,-46.2613055707217,229.832277905968,229.628002315672,229.40111801992,229.14364032204,229.050966393154,228.845420945242,228.169489497686,228.258655812064,228.128901206998,227.96502535869,227.859983422414,-165.291721774297,-165.574896895621,-165.869168901661,-166.181171296348,-166.32429708256,-166.579204005157,-167.291143523035,-167.239533270686,-167.394492529455,-167.580295317155,-167.701089483058
34.99,-47.7719208859362,-47.4805709432147,-47.1478650780122,-47.1979883148621,-46.8116202041013,-46.692383459207,-47.0087178610912,-46.8778405286085,-46.7917391856087,-46.546276912679,-46.5852216059881,231.209784520743,231.06310062249,230.990403261017,230.561918905799,230.615256254955,230.417462493397,229.801825312301,229.666711945882,229.518714780037,229.571044723419,229.396303801083,-163.329534537415,-163.560182005268,-163.70239447428,-164.188674361915,-164.189585692853,-164.440413097172,-165.093837388208,-165.265389088426,-165.439620781432,-165.410489670875,-165.60190382448
35,-49.1615164798564,-48.8643400785305,-48.9533520898089,-48.6731807430474,-48.2008981012472,-48.2426332049424,-48.4183939280791,-48.3086127057719,-48.1713369590298,-47.9840886963845,-48.0159029831506,231.663973650986,231.524875160149,231.026507229624,230.93736545486,231.077651890561,230.721305173705,230.246632423917,230.092027798898,229.995966467507,229.991043409282,229.824208264853,-162.272117520124,-162.499118159948,-163.065060462397,-163.219871041126,-163.13733176731,-163.550189393302,-164.063209382281,-164.256558408771,-164.380424002392,-164.409665515836,-164.594323542899
35.01,-50.6781487674468,-50.2958553102562,-50.374843857226,-50.1733987363973,-49.786315210476,-50.6452204133923,-49.9376623901482,-49.8102291332514,-49.6831829416566,-49.5639717113139,-49.6000785015938,231.981171529425,231.928909587374,231.443663584246,231.275817000418,231.333472423809,230.148797637593,230.570675651121,230.434900588168,230.330417403017,230.257509539293,230.086717036891,-161.33385802774,-161.474996677574,-162.034998949662,-162.270375324008,-162.273697772286,-163.506941063823,-163.13560372892,-163.312358654039,-163.446693559605,-163.545615021271,-163.734101165031
35.0200000000001,-52.2485416536933,-52.1363967356414,-52.1112987349304,-51.9300330918904,-51.5866012673782,-52.0338277408883,-51.6975253464891,-51.5402243353336,-51.4170130239855,-51.3685499629213,-51.3566226962026,232.234566804776,231.91372160289,231.534209679621,231.347950018003,231.364115507436,230.597180341555,230.644118576755,230.539647701132,230.432938512425,230.289794451721,230.168546851679,-160.440523859667,-160.856551225808,-161.313463911139,-161.570264178101,-161.618767532679,-162.440134610636,-162.442084171516,-162.589332980773,-162.728399984358,-162.899214382289,-163.03937940072
35.0300000000001,-54.1096022135978,-54.2391609333892,-53.9928165069092,-53.8290408008568,-53.5220048553831,-53.8090244377065,-53.6070712014836,-53.4483246996176,-53.3143295747385,-53.3039494246768,-53.2735008345886,232.187134431706,231.622882801591,231.469490228199,231.267513362764,231.24937108822,230.645163812129,230.557876669987,230.456498655826,230.362005078695,230.181376686468,230.080020907587,-159.836574758421,-160.495811634431,-160.733220550124,-161.008920492456,-161.09525335134,-161.754398757397,-161.894672604501,-162.041364763876,-162.170155553132,-162.379753338127,-162.501409387877
35.0400000000001,-55.4558168436414,-55.8173282425412,-55.6590664315015,-55.5071557136133,-55.7979825142663,-55.3048710628112,-55.3155172526132,-55.1188229505506,-55.0204294812451,-54.9563545240772,-54.9137178850301,232.645252625854,231.846048608637,231.606262343928,231.394451459599,230.771750115764,230.956324476622,230.659273463267,230.597888597733,230.468435244238,230.342466879827,230.253969410439,-158.720967232773,-159.612843227791,-159.939828402988,-160.228850248523,-160.914668006684,-160.793499483719,-161.148713056358,-161.258250479818,-161.423405328931,-161.57908793531,-161.689902652673
35.0500000000001,-56.996664985981,-56.8225932277733,-56.7895087143833,-56.8982644783389,-56.9875613554704,-56.6376975950356,-56.7271533351732,-56.5120101083505,-56.4226834896597,-56.3617407144001,-56.311420283256,232.894795776359,232.641652290129,232.276537144975,231.801697507793,231.384008827008,231.423850247528,231.050075563401,231.009162260369,230.871696619959,230.742843242129,230.663452544451,-157.79056025596,-158.149615874253,-158.602980236394,-159.153458892119,-159.638780447469,-159.661130671263,-160.097017526917,-160.188975105013,-160.363860110052,-160.52323908578,-160.626573540301
35.0600000000001,-58.207146813749,-58.1792936456105,-58.0053577142359,-57.7393689950967,-57.8943208514315,-57.8355905747119,-57.858079815909,-57.6722622620596,-57.5977498703806,-57.5035997323225,-57.4753779447101,233.467306017343,233.067705383135,232.847357813913,232.755601380738,232.271592091442,232.016812625202,231.712400689818,231.643772513471,231.492420878016,231.397406350971,231.297085541422,-156.524830117138,-157.031266083818,-157.345337084536,-157.52359706892,-158.075335197327,-158.38989086347,-158.758624884398,-158.880986109516,-159.071266203692,-159.198051810583,-159.323115210191
35.0700000000001,-59.3177408118095,-59.2773897015342,-59.1037534276584,-58.9632883295665,-58.9807214921079,-58.6365792335508,-58.5924293693474,-58.5398730149456,-58.6626962341463,-58.4889762110186,-58.5821027824673,234.127117675206,233.742208696229,233.523753219085,233.305956808746,232.961954354034,232.99936956177,232.763629353458,232.561479573928,232.210327620291,232.19654076176,231.973719117967,-155.157155456093,-155.652405289258,-155.967969848719,-156.272942158181,-156.687947545303,-156.722853818536,-157.021738268509,-157.278221141,-157.665873284357,-157.712986635555,-157.959622012738
35.0800000000001,-60.458038964184,-60.42216935358,-60.2646893432812,-60.0891463553188,-59.9711118500823,-60.0105931733097,-59.7248795877581,-59.6499662326611,-59.5036366694723,-59.3220070542522,-59.3951509961443,234.744123229691,234.356755764606,234.124395560324,233.942763627547,233.736991918937,233.386499979191,233.397898162876,233.220085815677,233.143268132716,233.138692904507,232.935224513571,-153.817579225479,-154.318415872734,-154.651118875254,-154.922784889172,-155.20262532866,-155.627556910443,-155.680396450464,-155.915559187114,-156.035070786992,-156.073029600717,-156.300748894178
35.0900000000001,-61.8292180304236,-61.8368273936465,-61.7097505388353,-61.5387992067395,-61.4483568601276,-61.4876885642213,-61.2078702314112,-61.1467344442729,-61.0755276191588,-60.8267108639204,-60.9274319976871,235.112987541822,234.683313745036,234.422491001428,234.237568008677,234.005991722169,233.657155603209,233.663691738092,233.47185167088,233.319571034106,233.386429270552,233.15305040195,-152.70218628371,-153.248160150882,-153.612714319884,-153.890337023083,-154.199377402053,-154.625661494667,-154.684928424248,-154.933522434642,-155.128535110194,-155.100566688354,-155.356136949003
35.1000000000001,-63.5095250408391,-63.6251932472853,-63.5246456804184,-63.5021438601224,-63.8123014710279,-63.3202006460942,-63.3922786077656,-63.4068223301754,-63.2147083526602,-63.0940493183019,-63.3564827877686,235.152702523479,234.614299238188,234.328026875356,233.997639431299,233.363016096692,233.557368421203,233.203810024971,232.934876527195,232.906070431396,232.845572266081,232.449614668681,-151.88285693904,-152.540313381722,-152.934252656584,-153.360408370673,-154.074665865717,-153.955120247773,-154.381569575435,-154.706444536751,-154.781892178119,-154.887518273583,-155.304200678796
35.1100000000001,-64.6109930974859,-64.7250452447456,-64.633194140612,-65.1499011252943,-64.7274027382183,-64.4232148592327,-64.4303467471241,-64.4396746664777,-64.4712540640802,-64.0528090407155,-64.3013208052767,235.774892219723,235.239789980947,234.946926076271,234.069553341855,234.178708175931,234.184310439349,233.898708792371,233.63614923945,233.381546191443,233.624304308329,233.241126876436,-150.495696102587,-151.152822997619,-151.5566937417,-152.523830847529,-152.505408833825,-152.577164573164,-152.938090003568,-153.258596007549,-153.558418502181,-153.364450125193,-153.768810593768
35.1200000000001,-65.6370649333438,-65.7245465952139,-65.5991421502522,-65.8296136650749,-65.6018244497403,-65.4779026889041,-65.3486564371586,-65.3454253400576,-65.3991649913144,-64.9617451360829,-65.1738340706975,236.461713511585,235.955203917226,235.698002197582,235.110056561558,235.02392904384,234.848921156509,234.70285062239,234.454553530705,234.178115675208,234.441843081835,234.094977783941,-149.027520057754,-149.659322093004,-150.030588993455,-150.712348640558,-150.889599733056,-151.145608302361,-151.368367531113,-151.677514179882,-152.000044832967,-151.786288342459,-152.154864014653
35.1300000000001,-66.7435074657496,-66.779510654702,-67.2594217922096,-66.8395205489281,-66.6185173968325,-66.6098794485648,-66.3434676436203,-66.5716901358304,-66.3634890730735,-65.9708796757641,-66.1287434075231,237.056563415505,236.603697496889,235.733715878116,235.806898469916,235.714771195065,235.425222985748,235.419041422733,234.937401452517,234.927451039793,235.147292202474,234.855738310229,-147.633197840547,-148.214578480088,-149.192617145294,-149.225581764056,-149.409819279628,-149.784479884202,-149.868430281735,-150.410265520495,-150.471247109529,-150.30251402649,-150.616533210574
35.1400000000001,-68.1904096663799,-68.2424940862847,-68.2574278383308,-68.1828246473448,-68.025704459046,-68.062616871728,-67.6207658067474,-67.7010039619674,-67.5850887331686,-67.4562183981375,-67.5918231325123,237.300213288988,236.833161805344,236.43132678179,236.159387942468,236.003809718596,235.671203073072,235.840061081143,235.509260965693,235.40720402246,235.36095375616,235.093003802037,-146.571122180933,-147.170055464657,-147.686176368356,-148.064334530373,-148.313451810889,-148.734764516384,-148.644868846126,-149.039546657997,-149.193347815452,-149.289415951609,-149.580373128744
35.1500000000001,-69.8599187680393,-70.3133534194433,-69.967850841024,-69.7398815570516,-69.5834247443294,-69.5636425021073,-69.3246700149697,-69.3487270056969,-69.2349036306605,-69.6259065879445,-69.1351809566865,237.301866083284,236.428197235743,236.398543263863,236.279467587756,236.12444339913,235.848711219114,235.820422095115,235.546845287997,235.443557074592,234.868577498667,235.23872900089,-145.735352589982,-146.736675189041,-146.891602574933,-147.120039580539,-147.371047222583,-147.739010510373,-147.848901560765,-148.18867916091,-148.345408353184,-148.961719643254,-148.626664677148
35.1600000000001,-71.7301996385144,-71.9867471711599,-71.7981658358513,-71.6320434364592,-71.4606542914164,-71.3766780229441,-71.1560908772668,-71.1795425347828,-71.054822063582,-71.2430736258485,-70.9795650658818,237.092922927538,236.420183407243,236.231750618641,236.05326899926,235.915151307989,235.705795497819,235.658777822335,235.387164028303,235.29648080413,234.927896020808,235.069040983657,-145.092189035223,-145.898593831428,-146.212770674858,-146.503825925881,-146.741320798732,-147.044515290873,-147.176054580778,-147.515684022675,-147.662051682362,-148.076048718959,-147.968671985588
35.1700000000001,-73.6911311764121,-73.705357938314,-73.5365679778721,-73.4087312036613,-73.251973960009,-73.1460046975052,-72.9858240498593,-72.9793976403881,-72.9659847597874,-73.0561467360669,-72.8119441714803,236.787372278282,236.355308057956,236.148718905434,235.933642630128,235.782827599948,235.598052396078,235.49063601849,235.250077330963,235.04804173214,234.779946356406,234.903347434662,-144.528852752568,-145.098479657579,-145.434094232394,-145.764712405771,-146.017872210302,-146.298105484527,-146.492826900629,-146.803100875265,-147.061390872499,-147.378553869415,-147.289898561109
35.1800000000001,-75.6344917429541,-75.4563551774778,-75.2277864801643,-74.9275664040094,-74.8580298400192,-74.720692888286,-74.5917831906029,-74.5654488777114,-74.4980642227167,-74.6508728842188,-74.4065778642111,236.478165245499,236.251419139512,236.105332809935,236.06169900974,235.8253608953,235.673969863647,235.536096040395,235.316760641145,235.170604018253,234.83993539018,234.96481503904,-143.949795227732,-144.323220572107,-144.602050878972,-144.764278589782,-145.106313525001,-145.354776477408,-145.582769564212,-145.873851012612,-146.078810877082,-146.459743180949,-146.37061932265
35.1900000000001,-76.876187388486,-76.6970545294288,-76.5371007431792,-76.5673228001695,-76.4603923604668,-76.1281058177521,-75.9982747401688,-76.039624900559,-75.9177762140017,-76.0471732712653,-76.0242116984666,236.866911620281,236.640859831388,236.429197907153,236.060502633384,235.862890696495,235.904905937451,235.769419873896,235.482697374744,235.392919386387,235.086382275727,234.98797605947,-142.66735676684,-143.042369838764,-143.389720922793,-143.879717735734,-144.18575333352,-144.243871151883,-144.471992518935,-144.831696269193,-144.982864404458,-145.341085790462,-145.473350419195
