"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
39.4100000000014,-21.2334625795437,-20.0607970991057,-18.9749151981455,-17.9888807589122,-17.0930073545479,-16.2654208287245,-15.492638221546,-14.8062725430159,-14.2168741500061,-13.7095561704883,-13.378595354357,-7.50612576958333,-8.39634613342193,-9.22258052798843,-9.9790743573471,-10.6747713180375,-11.3214978561466,-11.9329764237316,-12.4697895321941,-12.9426913325864,-13.3607179984358,-13.6150585316991,28.7395883491271,28.4571432325276,28.1974957261339,27.9679551162593,27.7677786725854,27.5869186848711,27.4256146452776,27.27606207521,27.1595654825925,27.0702741689241,26.9936538860561
39.4200000000014,-21.0935044664068,-19.9185748101821,-18.8300511169045,-17.8427300455787,-16.9453097765716,-16.11974004162,-15.3439966300946,-14.6570838622615,-14.0672523175641,-13.5602597229772,-13.2291625457321,-7.68659250445337,-8.57153055132873,-9.39314269047362,-10.1448655111435,-10.8359337726075,-11.4791465878277,-12.0868256038343,-12.6202617542031,-13.0901466129515,-13.504747067701,-13.7558007939181,28.7800969708602,28.4901053615108,28.2231938073781,27.9875955567222,27.7812435491791,27.5988866294476,27.4308222339289,27.2773456164646,27.1573989305156,27.0650067906782,26.9849633396502
39.4300000000014,-20.9505384819376,-19.7727036056497,-18.683342874859,-17.6930041307054,-16.7949590154783,-15.9693143179534,-15.1923467426941,-14.5052475202729,-13.9147327673516,-13.4083132790315,-13.0773159402895,-7.86675271406274,-8.74684953778932,-9.56307842936799,-10.3108486242801,-10.9981036914779,-11.6382315720409,-12.2409818272757,-12.771267459254,-13.2377837504484,-13.6483312045333,-13.8975447336484,28.8172911960003,28.519553143439,28.246421304227,28.0038527549854,27.7930627069562,27.6075458899943,27.4333285699698,27.276514979527,27.1525165178,27.0566444835648,26.9748606739379
39.4400000000014,-20.8064813870863,-19.6275760845174,-18.5359049980359,-17.5446488963676,-16.6461775192627,-15.8183652610368,-15.0403173548075,-14.3529003664904,-13.7623513368047,-13.2558242836153,-12.9252061909208,-8.04577123763045,-8.92013016070003,-9.73158366715115,-10.474269236735,-11.1614300134953,-11.7954204110367,-12.3930993619783,-12.9198379437713,-13.3819123076057,-13.7897679030612,-14.0365175121702,28.8522526247167,28.5477062452174,28.2674886651871,28.0189181331027,27.807607532758,27.6137856720735,27.4334167167858,27.2727383102616,27.1442636444104,27.0455921866765,26.961723703091
39.4500000000014,-20.6605707697604,-19.4805177737952,-18.3872172538866,-17.3949633910738,-16.49771591257,-15.6667409101738,-14.8887911319594,-14.200197486786,-13.6089621797752,-13.102613741583,-12.7726877976097,-8.22430337664733,-9.09287229040163,-9.89916926663109,-10.6370054928167,-11.3202245055972,-11.9517789395822,-12.5432375492348,-13.0652083705866,-13.5243943552012,-13.9291401162088,-14.1734160590387,28.8848741464077,28.5733900641968,28.2863865205177,28.0319688838906,27.8179404181672,27.618519849756,27.4320286811942,27.2654058573726,27.1333565349763,27.0317538577918,26.9461038566484
39.4600000000014,-20.5124615357141,-19.331494696563,-18.2368909332486,-17.243638594907,-16.3475124637349,-15.5125177248563,-14.7376522537801,-14.0475809835432,-13.4540883071831,-12.9483862654302,-12.6191398672634,-8.40300199888052,-9.26596713799667,-10.0669879571291,-10.8000241500973,-11.4786063821697,-12.1069607824625,-12.6916803648028,-13.2093564824245,-13.6658270185305,-14.0673487669672,-14.3091872326746,28.9154635345947,28.5974618345597,28.3038788903777,28.0436627450043,27.8261188459046,27.6194785073188,27.429332618583,27.2569374659676,27.1199153257136,27.0157350323975,26.928327099938
39.4700000000014,-20.3614150995324,-19.1794370218205,-18.0851691017118,-17.0912511176418,-16.1943809399751,-15.3554674473173,-14.5830023452343,-13.8922507070935,-13.2998114088647,-12.7950338009658,-12.4639940327121,-8.58300633028342,-9.43977431354201,-10.2345444610992,-10.9648629831668,-11.6372690431707,-12.263399511053,-12.840947979004,-13.3538281456569,-13.8059553180777,-14.2041612532917,-14.4446629691068,28.9444214298158,28.6192113353625,28.319713562811,28.0561141008086,27.8316499831458,27.6188669583703,27.4239503242383,27.2460788527505,27.1057667269423,26.9991950542574,26.9086570018189
39.4800000000014,-20.21331257338,-19.0299820165776,-17.9346650135952,-16.9422101119461,-16.043561137696,-15.2048656168707,-14.4297608009385,-13.7388865500844,-13.1461743876459,-12.6404305519793,-12.3105265572856,-8.76495938586412,-9.61574675011231,-10.4046747257198,-11.1322331589166,-11.8006795216226,-12.4213477904559,-12.995423805384,-13.50385665307,-13.9522190719537,-14.3480093590792,-14.5849378410933,28.9782719592441,28.6457287666899,28.339339739315,28.0744432708627,27.8442406593186,27.6262134073266,27.4251846063225,27.2427432031545,27.0983934595996,26.9884399110585,26.8954643983789
39.4900000000014,-20.0642146656309,-18.879591352931,-17.7831378560308,-16.7913187627091,-15.8910698417445,-15.0556289561909,-14.2753437863983,-13.5845820474053,-12.9915576196232,-12.4840732831356,-12.1560583519385,-8.94699110191907,-9.79115038279208,-10.5759874365826,-11.3006279535849,-11.9654045704938,-12.5786204755436,-13.1508521127305,-13.6547096752832,-14.0993096595343,-14.4934912585889,-14.7259988050496,29.01120576755,28.6707417357231,28.3591252926134,28.091946716294,27.8564744122383,27.6342494317346,27.4261958991288,27.2392917226885,27.0908672791575,26.9775645417245,26.8820571569881
39.5000000000014,-19.9110032162162,-18.7253061473952,-17.6308708949172,-16.6368815996265,-15.7356854386938,-14.9020292916197,-14.1190200522684,-13.4273266595488,-12.834065603054,-12.3257870349277,-11.9990779784652,-9.12791436397586,-9.96562136260984,-10.7496050445808,-11.4672625900342,-12.1282216757177,-12.7351074282567,-13.3037145516447,-13.8028997303927,-14.2436954808172,-14.6362177938831,-14.8646187175798,29.038917580192,28.690927510005,28.3804759394979,28.1041441896606,27.8639071144114,27.6371367198764,27.4227346039131,27.2302263899415,27.0777610838712,26.9620048288108,26.863696696045
39.5100000000014,-19.75490454718,-18.5685795641832,-17.4750916730682,-16.4803150630236,-15.5786570284543,-14.745626529498,-13.9606708746812,-13.2692045152184,-12.6748532563781,-12.1662558600328,-11.840785418304,-9.30830751952511,-10.1391851195426,-10.9199432585784,-11.6322591550985,-12.2894041635807,-12.890802070211,-13.4548640852048,-13.9482988425398,-14.3856828954998,-14.7764929291512,-15.0009694786866,29.0632120667051,28.7077646837258,28.3950349316467,28.112574218122,27.8680611920349,27.6364285997089,27.415534959886,27.2175033577582,27.0605361518779,26.942748789184,26.8417548969906
39.5200000000014,-19.5975893195101,-18.4137288384093,-17.3184722545441,-16.3229863189634,-15.4211831200532,-14.5882136825678,-13.8020342051777,-13.1101650207568,-12.5159409729937,-12.0064195468233,-11.6821219126107,-9.48826477345347,-10.3161186274863,-11.089313801529,-11.7961633559548,-12.4492825217923,-13.0456170747083,-13.6045194600048,-14.0923886264217,-14.5257890490607,-14.9149480139785,-15.1358875667132,29.0858540929636,28.7298474658957,28.4077860560731,28.1191496749182,27.8704656418455,27.6338307572761,27.4065536651825,27.2025536471785,27.0417300220544,26.9213675608018,26.8180094793239
39.5300000000014,-19.4400270348706,-18.2571787250137,-17.1615205216412,-16.1653896797033,-15.2634652667862,-14.430373428679,-13.6433485007225,-12.9512595299651,-12.3567819245722,-11.8479646187295,-11.5232757495551,-9.66826914489175,-10.4918089179971,-11.2588921034745,-11.960244357903,-12.6086267787234,-13.2000713949981,-13.7536702538908,-14.23686911321,-14.6665441210401,-15.0527354676265,-15.2714391357143,29.1082961797623,28.7489876430108,28.4204126251157,28.1256340376064,27.8720920455096,27.6304448236771,27.3970187546133,27.1881286431751,27.0233260456123,26.900700086356,26.7947148852695
39.5400000000014,-19.2789972178417,-18.0972983471081,-17.0015235470542,-16.0049070767299,-15.1029106990339,-14.2680133744677,-13.482005658133,-12.7892703553118,-12.1944421398104,-11.6863432879853,-11.3613256698339,-9.84950609436309,-10.6694052373839,-11.4303095521725,-12.1263568707031,-12.7695095258859,-13.3570167588186,-13.9045498644013,-14.3835506249454,-14.8095730385629,-15.1923333531949,-15.4097474776418,29.1285033122048,28.766703584492,28.4318330992268,28.131263947433,27.8724202249198,27.6250301332863,27.3865555225343,27.1728209802572,27.0040151783733,26.8786766411802,26.7710731474757
39.5500000000014,-19.1222400606126,-17.9383250087695,-16.8421155212055,-15.8447287168298,-14.942851904999,-14.1068182916827,-13.3211793540689,-12.6278460391627,-12.0328416609479,-11.52547550555,-11.199488930819,-10.0348693802428,-10.8466597685402,-11.6015885919034,-12.2921793823079,-12.9297443571233,-13.5128625753927,-14.0548927817006,-14.5303855132001,-14.953094100127,-15.3313425121236,-15.5478822367296,29.1571094408554,28.7849847773097,28.4437041131089,28.1369080991377,27.8725962621224,27.6196808670754,27.3760721357695,27.1582315523628,26.9859357610749,26.8568180176737,26.7473711675485
39.5600000000014,-18.9645520785753,-17.779672691245,-16.6831351187085,-15.6852609411269,-14.7833421623505,-13.9466476123808,-13.1611211015979,-12.467328803948,-11.8725170402077,-11.3652292623233,-11.0385780471842,-10.2169258206107,-11.0226830586569,-11.7715901704425,-12.4567782544553,-13.088656344087,-13.6670787769159,-14.2040650372862,-14.6761551536736,-15.0960554241261,-15.4691747039686,-15.684948743439,29.181477899186,28.8023557499019,28.454725289151,28.1420391955822,27.8719985064375,27.6137263892967,27.365186138884,27.1434839576216,26.9685724643338,26.8344039662918,26.7235267906232
39.5700000000014,-18.8065882713944,-17.6207956475699,-16.5240557719388,-15.5258714745997,-14.6239294765171,-13.7867290071468,-13.0012040275308,-12.3076189854599,-11.7123065108066,-11.2048482851758,-10.8783232775315,-10.3977172606034,-11.1972740684817,-11.9401886164296,-12.6197088644709,-13.2461151404572,-13.8196973851592,-14.3516984999073,-14.8208301019312,-15.2368514215462,-15.6056924744781,-15.8199596662228,29.2043055319978,28.8180697160516,28.4642443883684,28.1455803390706,27.8700446169744,27.606426392306,27.352902527438,27.1284490873911,26.9491579323528,26.8105407596539,26.6982829437544
39.5800000000014,-18.6473303893218,-17.4607730415673,-16.3636812908968,-15.3656572339067,-14.4636812438204,-13.6262990070373,-12.840801826505,-12.1471762334839,-11.5521319498619,-11.0444740083825,-10.716913576169,-10.5778004014012,-11.3709541713966,-12.1076689603639,-12.7813443029339,-13.4023283111607,-13.9708885506974,-14.4984244732626,-14.9636104398446,-15.3756716080377,-15.7406134255095,-15.9535852374809,29.2251307907231,28.8317272129639,28.4713502512607,28.1470015368406,27.8660095549811,27.5971875577347,27.3392262997676,27.1107866733285,26.9278035578996,26.785087433892,26.6704988136499
39.5900000000015,-18.4829678592728,-17.2961415162074,-16.1989893149779,-15.2007555093073,-14.2989511532033,-13.4612395346311,-12.6758970239376,-11.9830857718704,-11.3875399301028,-10.8798592032783,-10.5522676452416,-10.7602384137904,-11.5464510842329,-12.2768497472168,-12.9448040199935,-13.5608321086143,-14.1245722274153,-14.646949654968,-15.1074544760882,-15.5158457744805,-15.8773751382301,-16.0881672852779,29.2432062730632,28.8425926004403,28.4758390621947,28.1455595293008,27.8597832618176,27.5858117620464,27.3228466789056,27.0905402479586,26.9033857045834,26.7572343415084,26.6404349305195
39.6000000000015,-18.3148897490217,-17.1280284952911,-16.0310115160955,-15.0325647898811,-14.1311521526417,-13.2928220765339,-12.509154878763,-11.8156444824564,-11.21986616748,-10.7124762339265,-10.3849001042078,-10.9439958826943,-11.7230815514233,-12.4470446776215,-13.1093268204074,-13.7204901300145,-14.2798426183744,-14.7965978335148,-15.2522154443729,-15.6568403971394,-16.0150442556058,-16.2235161341107,29.258885631716,28.8511100467144,28.4780561937169,28.1418916102886,27.8516422826562,27.5726646949084,27.3057527122778,27.0678599268293,26.8767065646194,26.7275204895323,26.6084162383185
39.6100000000015,-18.145933819162,-16.9589644406634,-15.8621397750963,-14.8637639160316,-13.9627464621741,-13.1245602069629,-12.3413667169791,-11.6477304086963,-11.0517247157684,-10.5444016034155,-10.2165158963086,-11.1277103691147,-11.899728675686,-12.6172127684606,-13.2735714729946,-13.8796041044103,-14.4343713930081,-14.9456564076038,-15.3965288083084,-15.7974086187003,-16.152418229988,-16.358787419163,29.2736441882767,28.8586931163495,28.4793525435568,28.1373353890262,27.8423505665844,27.5589315999711,27.2870231245829,27.0442592170046,26.8491333344687,26.6968198334035,26.5753033154716
39.6200000000015,-17.977138342917,-16.7899529306003,-15.6933514653628,-14.6953108145913,-13.7956813903468,-12.956668947283,-12.1741025626072,-11.4803165157018,-10.8840751507467,-10.3765521801644,-10.0484715784912,-11.3107333345969,-12.0758878570511,-12.786892182113,-13.4370522956664,-14.0373316101276,-14.5876698236133,-15.0937117285351,-15.5400035343118,-15.9371419346317,-16.288853912181,-16.4936612039984,29.287871677514,28.8658407876514,28.4802436474757,28.1323631102577,27.8330130004744,27.5443387708962,27.2678142911423,27.0203200500136,26.8212170853784,26.6654060923454,26.5421327824896
39.6300000000015,-17.8111731508293,-16.6219451404567,-15.5255517101192,-14.5286902715983,-13.6292516189115,-12.7907461899447,-12.0079545088569,-11.3140904586378,-10.7176211648731,-10.2099104601146,-9.88113477221269,-11.4918421380345,-12.2511178717545,-12.955571182868,-13.5989260082416,-14.1935366888056,-14.7386170438747,-15.2401998925647,-15.6822251424078,-16.0756092494459,-16.4236301374108,-16.6273619460285,29.3030152888637,28.8730630122112,28.4811228929871,28.1276162798399,27.8227883077171,27.5293632338193,27.2481544014216,26.9963156010456,26.793230414319,26.6335405975254,26.5084967182412
39.6400000000015,-17.6452222665609,-16.4543639300415,-15.359093756506,-14.3623048913772,-13.463209212319,-12.6256783019515,-11.8423486971496,-11.1486031989529,-10.5519081780167,-10.0441912794876,-9.71445023822151,-11.6712802121869,-12.4245082842269,-13.1219467907568,-13.7589756533315,-14.3475832849733,-14.8865573902494,-15.3845395662545,-15.822461237947,-16.2120429026773,-16.5561426425026,-16.7586688259156,29.3165024787478,28.8788722142684,28.4810405472628,28.1212805447088,27.8107924972923,27.5122356922009,27.2268882634042,26.9710644368999,26.763951080694,26.6003339219902,26.4731190641371
39.6500000000015,-17.4776891812508,-16.288729676272,-15.1912719237463,-14.1948325473295,-13.296133855073,-12.4585405843558,-11.6758338176119,-10.9824094050637,-10.3855606647632,-9.87765054754656,-9.54744344794059,-11.8493715957085,-12.5945097495145,-13.2863850451255,-13.9170605772064,-14.5000996556775,-15.0338262828473,-15.5269272606335,-15.9603277030152,-16.3461595003228,-16.6865955186757,-16.887455607892,29.3270607769593,28.8832394257865,28.4776569688718,28.1118931245359,27.7962335107505,27.4923668672031,27.2027610782454,26.9427371080789,26.731720165086,26.5642460662223,26.4348990558326
39.6600000000015,-17.3094478638363,-16.1205683473333,-15.022309998308,-14.0262885133521,-13.1279234099817,-12.290237595011,-11.5082106384619,-10.8151166946306,-10.2180859554537,-9.70995175155671,-9.37944152725493,-12.0255907588818,-12.7636179405255,-13.4492746340696,-14.0738582500859,-14.6512189804534,-15.179770537157,-15.6678088932936,-16.0968279159402,-16.4788994347273,-16.8158506076401,-17.0147230640155,29.3350386227182,28.8841862878589,28.4715846323776,28.1001467634381,27.7791423904351,27.470008132168,27.1760195317554,26.9119446105707,26.6969853901809,26.5258023591968,26.3941645912704
39.6700000000015,-17.1385196023725,-15.9497654883136,-14.8507040857215,-13.8549645598347,-12.9573713075697,-12.1185537253946,-11.3381925806442,-10.6450959267674,-10.0478868173988,-9.53969620618231,-9.20937906535645,-12.2015776612376,-12.9320075153307,-13.6113886686607,-14.2298781038167,-14.8018932389655,-15.3264289731218,-15.8081729774498,-16.2325920256551,-16.6109221321143,-16.9446571147533,-17.141376325505,29.3400972636101,28.8817730036443,28.4620927543822,28.0848426636514,27.7592645465352,27.4449826985163,27.146365558094,26.8776879524225,26.6588089495131,26.4843533209356,26.3507553908615
39.6800000000015,-16.9636781687007,-15.7754917705153,-14.679524872656,-13.6801651240732,-12.7836719174065,-11.9420135674804,-11.1649273045203,-10.4717003216942,-9.87432497203358,-9.36665731078051,-9.03647822520189,-12.3781177332729,-13.1008208491684,-13.7720602544113,-14.3861380804233,-14.9529267698049,-15.4753950939341,-15.9490636953988,-16.3687076326144,-16.7433002777484,-17.0738139649117,-17.268167126769,29.3417959019735,28.8763126196837,28.4515851270673,28.0663032044965,27.7365986872113,27.4174086614145,27.1139909999192,26.8404079543086,26.6176252497819,26.4404712756922,26.3046453519708
39.6900000000015,-16.7847294024997,-15.5973976188096,-14.5031150963184,-13.5054519700484,-12.6065683855045,-11.7623360493363,-10.9880526594544,-10.2947819506927,-9.69728154883583,-9.19120407830629,-8.86062521053447,-12.556040496048,-13.2707947213745,-13.9344863616514,-14.5417362695341,-15.1046874172367,-15.6263062344181,-16.0910842990198,-16.5058606136525,-16.8767139769702,-17.2035410035816,-17.3956885661456,29.3407698985477,28.868192340184,28.4376014579698,28.0471882395825,27.7112558027411,27.3886422837544,27.0791369584742,26.8006425643453,26.573995525806,26.3947450818879,26.2563137766801
39.7000000000015,-16.6118896761099,-15.4249088335252,-14.3314221841117,-13.3347636970192,-12.4372833042174,-11.5938112479459,-10.81673635208,-10.1243038018163,-9.5266622621222,-9.01891528547348,-8.68897262297375,-12.7370779296937,-13.4440893989961,-14.1007264562687,-14.7019283528678,-15.2586318939655,-15.7729432634345,-16.2360509927155,-16.6460392585452,-17.0133166462209,-17.3371144429083,-17.5270932267061,29.3489676058036,28.8689982325213,28.4321486403804,28.036692049887,27.6959151981829,27.3667545113804,27.0527873447955,26.7703430603615,26.5399789083431,26.3560297283817,26.2160658496799
39.7100000000015,-16.4385892148043,-15.2519532513326,-14.1593528729555,-13.1637111780459,-12.2655908442764,-11.4266840651321,-10.645200654651,-9.95391635114355,-9.35599848177231,-8.84796690629816,-8.51927057718274,-12.9181883083068,-13.6173838161092,-14.2672879055989,-14.8618645265002,-15.4130678927808,-15.9171211808562,-16.3802986696321,-16.7856180358129,-17.1492687155323,-17.4692223307083,-17.6567253575358,29.3567775231111,28.8693370674418,28.4266407785544,28.0255757045461,27.6786587370572,27.3438052459883,27.0254993242831,26.7395343869564,26.5052671973046,26.3171892370064,26.1759959347186
