"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
18.0299999999994,-28.7919235998673,-28.54233089154,-28.3229586757071,-28.1188343092717,-27.9310427173806,-27.7551523388605,-27.6000891761584,-27.4495046425675,-27.3369397015454,-27.2295748230329,-27.1507059079332,22.096627109913,20.9693065765652,19.9464331107787,19.0131460320474,18.1606621741632,17.3702069014394,16.6389036520642,15.9908341098159,15.434082630385,14.9475871105086,14.6262757886124,6.69529648995424,7.57302431497471,8.37652556492844,9.10568827722432,9.7703805432174,10.384945437421,10.9611855240943,11.4586705327516,11.9028570711603,12.2819877125243,12.5244301193208
18.0399999999994,-28.7932253136711,-28.5359887695388,-28.3118509852954,-28.1017481512557,-27.9081696031334,-27.727065341571,-27.5673329654819,-27.4122345861814,-27.2957812108278,-27.1852219919787,-27.103800572555,21.9110409830708,20.7832254001805,19.7633964108016,18.8306093124775,17.9775264663636,17.1875383269374,16.4567961429273,15.8087120829098,15.2520328735017,14.7652951630086,14.443816133729,6.88218433060027,7.75276336935838,8.54845457449381,9.27113883877828,9.93064313676985,10.5395270146336,11.1105368225546,11.6035225032716,12.0437483373261,12.4199268289701,12.659984438826
18.0499999999994,-28.7928394321172,-28.5288440993155,-28.2986185902174,-28.0826821436904,-27.8836529827509,-27.69720298924,-27.5327934001636,-27.3730875204171,-27.2527708609975,-27.139092613788,-27.055297471954,21.722863556197,20.5967887990408,19.5778481540245,18.6457840451864,17.7926417684817,17.0023713386437,16.2728205159044,15.6249216971977,15.0682186316199,14.5813025708829,14.2595732150932,7.06997587592017,7.93205530027472,8.7207704361929,9.43689809850402,10.0910112142692,10.6948316505963,11.2599728842591,11.7481658232194,12.1845522293776,12.5577900429051,12.7957242568608
18.0599999999994,-28.7933153772631,-28.5232422803395,-28.2859307052539,-28.0641103952798,-27.8592329655551,-27.6679524536348,-27.4984516360739,-27.3343581607956,-27.2100446651674,-27.0934133068267,-27.0071234187423,21.5354734743062,20.4115286231467,19.3929365109423,18.4614854513324,17.608298004712,16.8186074535656,16.089447384923,15.441420786222,14.8843105480107,14.3976712592423,14.0758274683342,7.25784190295686,8.11171365719288,8.8929941943116,9.60262494394737,10.2509349608431,10.8493450000692,11.4090042511509,11.8929373745736,12.3257341171568,12.6957420475843,12.9312959504081
18.0699999999994,-28.7948913425881,-28.5172584766653,-28.273095375366,-28.0454174864702,-27.8344877849626,-27.6385565461266,-27.4637583805951,-27.2953936382355,-27.1669747444535,-27.0474407829784,-26.9585749308194,21.3514859857077,20.2266140786993,19.2085256558018,18.2777384617193,17.4244174164029,16.6357436012166,15.9064883477764,15.2581432159364,14.7004641700105,14.2143842789238,13.8924045249691,7.44340535688039,8.29064439796602,9.0645697195642,9.76767902475083,10.4100703685597,11.00281294491,11.5572700328187,12.0372504222991,12.466510574443,12.8330565040546,13.0661704058504
18.0799999999994,-28.7943556920564,-28.5097183405052,-28.2588463460848,-28.0253446917962,-27.8101645742412,-27.60766985395,-27.4276455593778,-27.2550193451881,-27.1224582320219,-26.9999905428302,-26.9089040968787,21.165660938484,20.0411975340772,19.0237011440448,18.0937215601262,17.2434814870885,16.4524594237832,15.7230726887554,15.074395318729,14.5162229715394,14.0306617278586,13.7086330318335,7.62869475357245,8.46852080642795,9.23514520204008,9.93162313167009,10.5666830871527,11.1552104301669,11.7045728706224,12.1806240264592,12.6062352604826,12.9693288149716,13.2002710650452
18.0899999999994,-28.7912548834236,-28.4996049769804,-28.2422145082008,-28.0028701372846,-27.7828135444323,-27.576110435202,-27.3892140186763,-27.2135836607531,-27.076455019064,-26.9507545473008,-26.8569172641918,20.9782328962031,19.8541367660296,18.837384245956,17.9083692197058,17.0597997776053,16.2709095905199,15.5382013338887,14.8916940375837,14.3322979811143,13.8458601507569,13.5234309117867,7.81302198722052,8.64546821095078,9.40483026224481,10.0945009175789,10.723013766827,11.3052008446821,11.8510126847877,12.3218896231694,12.7441570379496,13.1048943965439,13.3334863524051
18.0999999999994,-28.7857603960107,-28.4867948944534,-28.2227839326158,-27.9775383766491,-27.7524422158666,-27.5408515163128,-27.3498952630638,-27.1686955813898,-27.0284637820242,-26.8990424418931,-26.8034042597018,20.7861572043478,19.6626081970238,18.6467147837541,17.7184579845548,16.8709194429388,16.0826992658293,15.3522521195071,14.7038868942186,14.1444991584665,13.6573584349594,13.3354056216875,7.9996031916629,8.82418669742961,9.57606914886169,10.2590803920943,10.8815227729278,11.4581522504835,11.9976431435567,12.4648086871712,12.8839646235577,13.2416840069337,13.4679986380143
18.1099999999994,-28.7777549054722,-28.4715631795022,-28.2010139965478,-27.9498485285592,-27.7196983298004,-27.5031339750719,-27.3072568888047,-27.1215241336238,-26.9778926143489,-26.8452449056296,-26.7476061950653,20.5911926410165,19.4682946916958,18.453366249557,17.5259112721716,16.6793869516524,15.8916646193751,15.1619386623659,14.5135621746336,13.9540836512337,13.4664924645697,13.1447110567373,8.18656226445571,9.00326848780643,9.74764774699082,10.4239372563876,11.040311378148,11.6114693556967,12.1453182264388,12.6079619589901,13.0238089631152,13.3787524410599,13.602895138328
18.1199999999994,-28.7683652365957,-28.4550176080359,-28.1780138796778,-27.9209521838451,-27.6858217983739,-27.4646693998924,-27.264357337651,-27.0744348599506,-26.9262475617074,-26.7908770582314,-26.6907151647448,20.3953393353851,19.2731166285077,18.2591759405315,17.3327069084986,16.4873885074842,15.7007723795053,14.9719562686543,14.3234927399889,13.762934132137,13.2755679900289,12.9533140739813,8.37302590121062,9.18190097952819,9.91883793914626,10.5882452753465,11.1984332908897,11.763897020387,12.2924010689968,12.7509421199617,13.1633134295704,13.5153090682025,13.7374010907636
18.1299999999994,-28.7586305819918,-28.438990505084,-28.1554925821464,-27.8924872907888,-27.6524590299526,-27.4260342959922,-27.2211541167889,-27.026865065792,-26.8743760901519,-26.737037987525,-26.6336453505867,20.1999927080652,19.0797641698549,18.0667505689011,17.1413436241656,16.2975446564295,15.5109003467404,14.7826106314207,14.1337390486638,13.5721548230714,13.0866348346316,12.7624701482268,8.5586378739266,9.35922633522912,10.0887420132453,10.7511436666232,11.3549143735231,11.9151339492518,12.4385434853682,12.8931260171282,13.3022212670805,13.6504031528935,13.8711752023599
18.1399999999994,-28.7489332844059,-28.4227189311799,-28.132546257498,-27.863556401682,-27.6185771251204,-27.3874719578146,-27.1778876979774,-26.9791877835969,-26.8223591982635,-26.683217080705,-26.5764194420537,20.0059556582897,18.8872348611712,17.8749699272543,16.9506331207695,16.1085980772919,15.3230655864476,14.594729859104,13.9450455986528,13.382351817496,12.897917949965,12.5728982854596,8.74297762611613,9.53548407000872,10.2575763302437,10.9129232809125,11.5099790478285,12.064406371367,12.5831578388734,13.0341421849442,13.4400073807676,13.78529913074,14.0035211565941
18.1499999999994,-28.7389282295199,-28.4059463106108,-28.1091359664216,-27.834240700506,-27.5842577744739,-27.3488771140494,-27.1341279575395,-26.9309281840072,-26.7698097719919,-26.6288607623794,-26.5187550068765,19.8127880459112,18.6954225362333,17.6839994229441,16.7607860768457,15.9205476075129,15.1364461844595,14.4077978802707,13.757270407081,13.1935691781852,12.7104867851883,12.384764833362,8.92614018360868,9.71052377437752,10.4251365434775,11.0734546236603,11.6637101669611,12.2124309295898,12.7263300772688,13.1736577769262,13.5762405938067,13.9183739771912,14.1339901735145
18.1599999999994,-28.7289107467748,-28.3892449075098,-28.0850747823732,-27.8042414386461,-27.5493909769608,-27.3088138702137,-27.0897448790135,-26.8818663228337,-26.7173519794098,-26.5739337428479,-26.4615424345773,19.6204344897509,18.504939987928,17.4929210333766,16.5707595647584,15.7322676805734,14.9488090397783,14.2208366565984,13.5695656513614,13.0062487894697,12.5230186536458,12.1974753533343,9.10847625702392,9.88430491958173,10.5921537489967,11.2334818738877,11.8171232963874,12.3600048304354,12.8689082224151,13.3123006714723,13.7111031899402,14.0509150892022,14.264067081243
18.1699999999994,-28.7157855720205,-28.3691565454101,-28.0588881189933,-27.7713799850049,-27.5123016160475,-27.2655292381283,-27.0423911184956,-26.829883147679,-26.6627014497171,-26.5170991870854,-26.4010403703766,19.4260721291804,18.3119825169583,17.3015102888444,16.378840005917,15.5423557001637,14.7589431138937,14.031899440462,13.3798183948757,12.8168865887345,12.3342922005345,12.0081822240155,9.28971344284016,10.0571740284518,10.7573778301489,11.3925399790878,11.9699459158838,12.5065861242345,13.0104916780337,13.4500647528033,13.8458148609826,14.1828069865509,14.3928581463612
18.1799999999994,-28.6984007222456,-28.344691725609,-28.0283125775132,-27.7359374810958,-27.4705607819367,-27.2175651168545,-26.9907450877301,-26.7736667901724,-26.6041209525779,-26.4558148595162,-26.336422338343,19.2284331086455,18.1156019485099,17.1064453726578,16.1852841614724,15.3487621902968,14.5647766588552,13.8394591974611,13.1866344768469,12.6239605676606,12.1422733161066,11.8155063151533,9.46996761360009,10.2290897770991,10.9218672048554,11.5506533196234,12.1217985916399,12.6527884579993,13.151285890269,13.5870323133255,13.9801603849173,14.3135415434097,14.5209160231898
18.1899999999994,-28.6764672728302,-28.3154176270487,-27.9935097525235,-27.6949591002581,-27.4239208655923,-27.1642093269447,-26.9349077950716,-26.7135597582644,-26.5405694952486,-26.3901926854193,-26.2673357647096,19.0270120997104,17.9150326643401,16.907529516932,15.9866605081689,15.1507863825157,14.3651207425325,13.6429524380955,12.9896370740527,12.4267334223706,11.9464914064361,11.6188573267248,9.64945517311989,10.4003849627086,11.0859802355915,11.7082985920892,12.2731344830765,12.7990885844122,13.2919553569761,13.7239226842117,14.113836072878,14.4437012789832,14.6484784379848
18.1999999999994,-28.6499095235156,-28.281554998766,-27.9540943903086,-27.6489916039503,-27.3723747032324,-27.1054028246838,-26.8741135942176,-26.6482699031408,-26.4722601799704,-26.3205690031427,-26.1940664609565,18.8211942360375,17.7101610360593,16.7043753650547,15.7832271995987,14.9482632993394,14.1596885788412,13.4418169836659,12.7880519934488,12.2249666683372,11.747054121431,11.4181023699284,9.82871528747804,10.5713939627067,11.2497190252539,11.8657644043516,12.424111403893,12.9457142458426,13.4322966105518,13.860217909692,14.2472935116332,14.5735148817116,14.7759640910282
18.2099999999994,-28.6390005494982,-28.2638918417094,-27.92884714389,-27.6181669781344,-27.3368551151858,-27.0662844825899,-26.8297718761421,-26.5994091881397,-26.4205414530305,-26.2654581810955,-26.1373528006032,18.6272106018708,17.5172717023836,16.5118604734352,15.5925130542232,14.7581404872738,13.9724363004338,13.2533030535321,12.5997247855366,12.0354652641905,11.5567586157947,11.2293745158497,10.0117899476274,10.7466201393258,11.4169866704548,12.0256539239112,12.5787146279121,13.0938481821561,13.57646882261,13.9996844026031,14.38507618884,14.7086995653007,14.9079782847535
18.2199999999994,-28.6258679275259,-28.2437628472912,-27.9011136514224,-27.5845827264187,-27.2987201170033,-27.0262551091995,-26.7828942399225,-26.549529396268,-26.3665331918018,-26.2081926126143,-26.0785316196203,18.4318525867033,17.3227385029083,16.3176991744042,15.3998778097096,14.566493998768,13.784323801939,13.0633187267151,12.407849245119,11.8446147518517,11.3651391662382,11.0395002480358,10.1940153408225,10.9210243443829,11.5834144770182,12.184704916709,12.7322261182354,13.2419313072605,13.7195755132073,14.141680151149,14.5219184399501,14.8430534463761,15.0390313715845
18.2299999999994,-28.6068008398622,-28.2174542016904,-27.8675304850144,-27.5448608750938,-27.2543741927657,-26.9792152935008,-26.7297495005555,-26.492702482116,-26.3063744527646,-26.1452155050089,-26.0134622028399,18.2319988839714,17.1234126845771,16.1189812673164,15.2020446750599,14.3699700743224,13.5898916280449,12.8684826529528,12.2119388587361,11.6491903898839,11.169503291076,10.8452593293227,10.3748019558908,11.0940415171133,11.748549217698,12.3428162000338,12.8844041184433,13.3893236654559,13.8612668476027,14.2807636233799,14.6571840628807,14.9757122139329,15.1682028735173
18.2399999999994,-28.5840565764082,-28.1865195944976,-27.8296414489971,-27.5018010843618,-27.2069500805809,-26.9272691019495,-26.6720595230763,-26.4311931525937,-26.2416709856161,-26.0778802463519,-25.9437394549329,18.0289848385942,16.9203736668203,15.9167262353586,15.0007763990062,14.1702424159088,13.3907063825168,12.6698103591365,12.012236504266,11.4501591175227,10.9705707116641,10.6472456954956,10.555071737814,11.2661459276773,11.9129152136385,12.5010246853556,13.0367076646721,13.5365627194328,14.0022491639398,14.4189566483276,14.7915118680934,15.1073095346878,15.2964937594373
18.2499999999994,-28.5587310207445,-28.1533748872889,-27.7896837659202,-27.4564950890472,-27.1564846884562,-26.8727112796407,-26.6120672936832,-26.3673685069406,-26.1746410311575,-26.0083084968575,-25.8716283421273,17.8240103695,16.7156235059725,15.7127957429059,14.7976227373652,13.9681961598729,13.1892355139492,12.469084810644,11.8105337074303,11.2491824733779,10.7699381395834,10.447235334501,10.7347206512445,11.4377513813164,12.0768880230144,12.658872351682,13.1882885285832,13.6834757656915,14.1429824830392,14.5568347995103,14.9254585577796,15.2383703572741,15.4243930076263
18.2599999999994,-28.53272281224,-28.1197637140614,-27.7506523663198,-27.4108986312087,-27.1054828999618,-26.8172858635244,-26.5516065583864,-26.3031719664822,-26.1072511922596,-25.9384420374806,-25.8003848226239,17.6189663796797,16.5111721358197,15.5098166182932,14.5949396224685,13.7662089032289,12.9878145332178,12.2683830392785,11.6089245572394,11.0482428816344,10.5695765361661,10.2456576396677,10.9137564325603,11.6085915782416,12.2408357480265,12.8159590087403,13.3392739967329,13.8294713303066,14.2832235191079,14.6942474092428,15.0590083106252,15.3688655013145,15.5547271829562
18.2699999999994,-28.5070234233319,-28.0867237730314,-27.7118760769865,-27.3660572675926,-27.0551224475674,-26.7618458982676,-26.491803838572,-26.2404603739601,-26.040721183753,-25.8695099756384,-25.729972628624,17.4148941256406,16.3081390847141,15.3082330884592,14.3939498682701,13.5656397181803,12.7876710464078,12.0690934061877,11.4100346410657,10.848728970797,10.3709428621917,10.0457674882924,11.0921292976912,11.7785846883173,12.4036429885273,12.9721073993225,13.4894827293872,13.9741748518597,14.4227104323842,14.8304257328944,15.191992212956,15.4985671134467,15.6842051403316
18.2799999999994,-28.4832443148254,-28.0572395900419,-27.6750003502033,-27.3230237952606,-27.0062765345455,-26.7080208356043,-26.4336339715121,-26.1793295999778,-25.9766467456662,-25.8022720754334,-25.6612387682794,17.21256413303,16.1077875405944,15.108507995768,14.1948029831639,13.3670448116611,12.5901349771071,11.8716521647325,11.2128974030034,10.6525517197047,10.1743632651041,9.84799267220216,11.2706801817954,11.9494520494475,12.5664923544353,13.1282208120967,13.6392317228844,14.1178858584973,14.5619818067796,14.9664321969744,15.3240950259615,15.6279088103294,15.8132460960773
18.2899999999994,-28.4602191070236,-28.0278705101702,-27.6387068188538,-27.280600699865,-26.9580125380225,-26.6548412067705,-26.3761461666326,-26.1187924671328,-25.9128348080557,-25.7361176735579,-25.5938162423085,17.0116326126278,15.9085351399122,14.9099824112263,13.9969422199076,13.1698297442239,12.3942006323493,11.675552703369,11.0171235867799,10.4571515847363,9.97827313604491,9.65322478123178,11.4485864943958,12.119335370258,12.7287244076275,13.2836584799574,13.7881827937987,14.2606405744212,14.7005934632637,15.1016688803529,15.4556832233194,15.757844537513,15.9405914610767
18.2999999999994,-28.4371050891316,-27.9974561135508,-27.6013749416341,-27.2372597417173,-26.9089509561805,-26.6008380033281,-26.3179266318643,-26.0573555167701,-25.8480956586818,-25.6687004553798,-25.5250146019753,16.8114429371555,15.7094578690185,14.7115479142953,13.7992964095762,12.9728525708049,12.1983412753105,11.4797031380891,10.8215609917696,10.261987519957,9.78264357295437,9.45813101876013,11.6256621519761,12.2879982445323,12.8898270273387,13.437963332141,13.9360983853756,14.4024967280177,14.8382234937752,15.2357945250005,15.5861081387248,15.8860568824254,16.0668835832152
18.3099999999994,-28.4118508193179,-27.9648175307483,-27.5619029149901,-27.191872705254,-26.8579836791651,-26.5448445802305,-26.2578385260084,-25.9939040309276,-25.781361010002,-25.5993295694673,-25.4539527307018,16.6104993049186,15.5094267173789,14.5121304431868,13.6007167345433,12.775005643978,12.0012432269254,11.2829546314599,10.6250517890192,10.0659382115358,9.58609855025883,9.26223212919462,11.8013515143993,12.4553908133694,13.0497724718033,13.5911559707107,14.0829780351871,14.5436013533051,14.9748838945486,15.3688522419084,15.7154227984662,16.0132310192084,16.1917206015071
18.3199999999994,-28.3831092651238,-27.9289230657847,-27.5190564564864,-27.1425274755506,-26.8035232015115,-26.4847813604438,-26.194188022733,-25.9270483916831,-25.712233934019,-25.5276872352027,-25.3806314879344,16.4054673249906,15.3056887706807,14.3089160985832,13.3975660258598,12.5725425737176,11.7989667277316,11.081882825686,10.4236788076504,9.86443687385594,9.38499751768179,9.06163825162531,11.9776419401332,12.6232342951039,13.2101403579032,13.7449614496908,14.2309806277938,14.6858146327121,15.112305197047,15.5033695840327,15.8477970601631,16.1426897175209,16.318993236309
18.3299999999994,-28.3528627889177,-27.8914400294747,-27.4748488628725,-27.0923430642146,-26.748120823311,-26.4225046559408,-26.1293212708619,-25.8590255265833,-25.6420465008317,-25.4550185109677,-25.306211203488,16.1991112521029,15.1004002657359,14.1043514183747,13.1938573983177,12.3693865291727,11.5947200183456,10.879500217799,10.221025987706,9.66175033461937,9.18258828719621,8.85982105293492,12.1537515368148,12.7910397637388,13.3704974444978,13.8984856658968,14.3787342941383,14.8277846375952,15.2498210530629,15.6379995388773,15.9802961662123,16.2724302237715,16.4463901505531
18.3399999999994,-28.3225690704286,-27.85398936558,-27.4307611632248,-27.0435467548463,-26.6928574221515,-26.3603394303828,-26.0651999480651,-25.7928492960603,-25.5724728253066,-25.3823194895347,-25.2323724998881,15.993085083589,14.8954421343286,13.9000664083829,12.9887966677256,12.1666536524437,11.3914056810393,10.6781476703987,10.0193449429124,9.46070243207847,8.98062985402489,8.65975906802358,12.3294839868396,12.9585472312514,13.530694754842,14.0547500871207,14.5262037697078,14.9689337493435,15.3870522776664,15.7735043531479,16.1117703932281,16.4016896355098,16.5726134318646
18.3499999999994,-28.2933205279127,-27.8174165366899,-27.3875217506137,-26.995020641781,-26.6382719880328,-26.2987900666721,-26.0022672911897,-25.7271093810912,-25.5033995075685,-25.3112614097717,-25.15896322891,15.7890661394641,14.6920902019815,13.6972394112928,12.7860251616524,11.9653498634691,11.1891949982545,10.478984546908,9.81933585060342,9.26093787319321,8.78264397048664,8.4608653385279,12.5042543884486,13.1253263347085,13.6902823393209,14.2089954801286,14.6729221245638,15.1095950684176,15.5232827442817,15.9077735304878,16.2424616343753,16.5286174392851,16.6980978903821
18.3599999999994,-28.264370031653,-27.781393770871,-27.3446177853817,-26.9471562673575,-26.5842444529078,-26.2393635365005,-25.9409971510053,-25.6612385318379,-25.4341759187522,-25.2394173189704,-25.0855153073275,15.5870640427145,14.4911415341831,13.4964606460085,12.5865775702456,11.7669598254676,10.9912466832107,10.2788156177902,9.62134054347561,9.06316833760818,8.58571942778824,8.26408808748626,12.6773059889385,13.2902522366879,13.8481571393732,14.3605786971119,14.8172846274402,15.2481168532898,15.662181533215,16.0398979883623,16.371007581144,16.6536978911822,16.8214272198412
18.3699999999994,-28.2336966165171,-27.7435925066423,-27.3005983380759,-26.8974949172761,-26.5284105984399,-26.1800278823771,-25.876991483976,-25.5934719794496,-25.3628856955521,-25.1656707524397,-25.009985792006,15.3861661767722,14.2913930648784,13.2984037724016,12.3882986297854,11.5695047306955,10.794972739095,10.0810465175288,9.42477067927726,8.86656245292797,8.39012810998533,8.06846442174926,12.8475304397449,13.4521994417639,14.0021945656743,14.5091962874906,14.9589058677444,15.3850551432821,15.7959449664472,16.1687013001724,16.4963232426241,16.7755426424544,16.9415213702568
18.3799999999994,-28.2010194425621,-27.7041565029316,-27.2547480930558,-26.8456179595227,-26.470366629575,-26.1202074038377,-25.81083974156,-25.5236240676591,-25.2898519054268,-25.0898871452855,-24.9322829700411,15.1851215232993,14.0925431112174,13.0988409966394,12.1895913619145,11.3716793699614,10.5990688165709,9.88310953682791,9.22795557081962,8.67023997780988,8.19412073476843,7.87269348268753,13.0158979192627,13.6116133917142,14.1559070964165,14.6560265976082,15.0986872596135,15.5211385872668,15.9277302047321,16.2956684968395,16.6196119276169,16.8957664105171,17.0595894873536
18.3899999999994,-28.1671558354719,-27.6629556887764,-27.2073977233109,-26.792170059069,-26.4110241838399,-26.0601703184661,-25.7434173835615,-25.4524405509066,-25.2155079167221,-25.0128262601426,-24.8535820381135,14.984307345066,13.8924893802296,12.8989126186026,11.9903238866153,11.1731662919338,10.4010137062081,9.68488149649115,9.03080317913404,8.47355958357583,7.99781195422709,7.67726208413588,13.1828484904059,13.7704663085468,14.3084851047083,14.8018461724537,15.2378578919062,15.6591566122581,16.0585358870703,16.4216373717726,16.7419483331463,17.0150143059155,17.1763199539777
18.3999999999994,-28.1308265664728,-27.6199487499863,-27.158334758528,-26.7365384985286,-26.3498418335047,-25.9962040513913,-25.6741899319115,-25.3794427444273,-25.1391946155394,-24.9343012787244,-24.7728062118931,14.7815173729276,13.6914915926379,12.6979614371317,11.7893335456738,10.9729050463036,10.2004251795093,9.48530776003452,8.83218226770236,8.27570907620279,7.80029971982506,7.4800020732834,13.3493091935452,13.9284571573484,14.4603733213963,14.9472049528548,15.3769367872011,15.795778871882,16.188882171877,16.5472604767249,16.8634855393366,17.1340015588994,17.2928041386097
18.4099999999994,-28.0914634732315,-27.5738441439601,-27.1065985083832,-26.6787300409495,-26.2867076952126,-25.9272146818912,-25.602484252098,-25.3037464433433,-25.0606219106404,-24.8540717339638,-24.6897583868219,14.5763161934913,13.4877788193462,12.4946898220891,11.5866892895309,10.7709352710799,9.99629949115068,9.28354403631806,8.63156140826093,8.07537006467577,7.60115620356835,7.28055848512512,13.5151472797402,14.0860653246139,14.611908686294,15.0920407514186,15.5157724241327,15.9309151907405,16.3189402157799,16.6721850350824,16.9852518459646,17.2529155303955,17.4091999016968
18.4199999999994,-28.0486015916029,-27.5244403314275,-27.0517174478586,-26.617438407837,-26.2205731522009,-25.8526682176121,-25.5278091842462,-25.2255172276559,-24.9790845340985,-24.7721313451273,-24.6040660653426,14.3684867377366,13.2815017735771,12.2888752449222,11.3806191721627,10.5661644963419,9.7874445106888,9.08025521426882,8.42861003719162,7.87215078106753,7.40084594481308,7.07871045705584,13.6801148538663,14.2429385578504,14.7628422029363,15.2368192356743,15.654408655859,16.0652237069233,16.4475539699773,16.7969071904642,17.106933753031,17.3712854003142,17.5253556082868
18.4299999999994,-28.0204722678069,-27.4903530436013,-27.009761008517,-26.5701881864895,-26.1666578452883,-25.7995490300451,-25.4665069934733,-25.160590703096,-24.9103970331263,-24.7001250187054,-24.5308320127079,14.1731504865021,13.0851708441126,12.092526626991,11.1853785860331,10.372761112603,9.59636176917573,8.88624598989998,8.23435781440486,7.67816298041711,7.20694076288641,6.88627740530248,13.8473217813048,14.4051821994887,14.917234381526,15.3848096004565,15.7938967326853,16.2031872608694,16.5802610035733,16.9262328886911,17.2322340527092,17.493184255819,17.6445546074055
18.4399999999994,-27.9885776526808,-27.4522081519673,-26.9641910456801,-26.5190334660531,-26.1122189241098,-25.7421450724176,-25.4013063410775,-25.0916387344939,-24.8378783639818,-24.6250733433795,-24.4540756640925,13.9761027526648,12.8871687602534,11.8943028255989,10.9880337068201,10.1733831881184,9.40255243417027,8.69004561304261,8.0379214143739,7.48217946351641,7.01135661576109,6.69204052767125,14.012474900016,14.5650393917139,15.0698882200811,15.530999759233,15.9388357359914,16.3395926382473,16.7112607280349,17.05371732012,17.3556989004654,17.6137167276184,17.7620351364212
18.4499999999994,-27.9529952118284,-27.4092563515063,-26.9141257589303,-26.4638960370432,-26.0526795631849,-25.6790211879023,-25.3325138423499,-25.0188613661547,-24.7618845041189,-24.5468918679455,-24.3735899897468,13.7746214920056,12.6860876883732,11.6935136710993,10.7888461360669,9.97448114256756,9.20572206901765,8.49278802360939,7.84032530805949,7.28490690199087,6.81529061457941,6.49619019571308,14.1783737198228,14.7231686631331,15.220612087831,15.6750499009763,16.0781984206173,16.4732991188847,16.8397258187406,17.1785360580952,17.4769776021281,17.7316012533661,17.8773997940337
18.4599999999994,-27.9151882977343,-27.3639696428708,-26.8624959785182,-26.40621478937,-25.9906106015951,-25.6112055915169,-25.2610792629081,-24.9436061873154,-24.6834344797227,-24.4662925569603,-24.2906342252429,13.573149959969,12.4851145214713,11.4932404183976,10.5881329795577,9.77352783567153,9.0050233170623,8.29319275235399,7.64080605166088,7.08594935216081,6.61733659657387,6.2985325300612,14.3420383377654,14.8788551213995,15.3692555601206,15.8180818098122,16.2170827659236,16.6061822744546,16.9678865105541,17.3028001356545,17.5974851275619,17.8489559603864,17.9921016951817
18.4699999999994,-27.8738814273834,-27.3177685490159,-26.8100022868803,-26.348917119192,-25.9279554588683,-25.5417282513636,-25.189277631257,-24.8680699510165,-24.604687202794,-24.3852905139776,-24.2072451322493,13.3724241715565,12.2836776972286,11.2923860082505,10.3865013622703,9.57257660121764,8.80362298451201,8.09371549972487,7.441754712309,6.88736484724043,6.41958890816398,6.10095871179084,14.5014572558269,15.0340908517873,15.5176162786298,15.9624157569217,16.3553788576506,16.7381052668516,17.0955621315322,17.4263152387075,17.7173223555535,17.9657016058136,18.1062864204585
18.4799999999994,-27.8323966204237,-27.2690035255185,-26.7568941107297,-26.2906421012201,-25.8644984579791,-25.4714987759356,-25.1169093605452,-24.7922017986184,-24.5255844428746,-24.3037747827504,-24.1233543038225,13.1716148193148,12.0844850904739,11.0927035776076,10.1863701348394,9.37251765396094,8.60292153499221,7.89529101987466,7.24410027533203,6.69012072746642,6.22287353606415,5.90475337059417,14.6607818011089,15.1845184350446,15.6641905331221,16.1042719663806,16.4919808040182,16.8685772409434,17.2216183406706,17.5481015232864,17.8354637154082,18.0809012466862,18.2186009332284
18.4899999999994,-27.7896484722878,-27.2203782522816,-26.7014040595767,-26.2313695778806,-25.7999067910268,-25.4010551526114,-25.0434763423192,-24.7154682903088,-24.4455598528378,-24.2219020062572,-24.0385135805024,12.9718721107226,11.8869317080244,10.8961383112429,9.98765883374407,9.1737521036632,8.40383271997212,7.69823007254009,7.04806783598164,6.49445030661066,6.02682386493027,5.71028796876221,14.8177763615652,15.3334465442572,15.8052657483338,16.2437107441365,16.6261546873636,16.9972224326393,17.3452462697791,17.6674004543272,17.9511095462272,18.1950781413269,18.3282256117402
