"Time [ms]","Current(PhaseA) [A] - a='15mm'","Current(PhaseA) [A] - a='20mm'","Current(PhaseA) [A] - a='25mm'","Current(PhaseA) [A] - a='30mm'","Current(PhaseA) [A] - a='35mm'","Current(PhaseA) [A] - a='40mm'","Current(PhaseA) [A] - a='45mm'","Current(PhaseA) [A] - a='50mm'","Current(PhaseA) [A] - a='55mm'","Current(PhaseA) [A] - a='60mm'","Current(PhaseA) [A] - a='65mm'","Current(PhaseA) [A] - a='70mm'","Current(PhaseA) [A] - a='75mm'","Current(PhaseB) [A] - a='15mm'","Current(PhaseB) [A] - a='20mm'","Current(PhaseB) [A] - a='25mm'","Current(PhaseB) [A] - a='30mm'","Current(PhaseB) [A] - a='35mm'","Current(PhaseB) [A] - a='40mm'","Current(PhaseB) [A] - a='45mm'","Current(PhaseB) [A] - a='50mm'","Current(PhaseB) [A] - a='55mm'","Current(PhaseB) [A] - a='60mm'","Current(PhaseB) [A] - a='65mm'","Current(PhaseB) [A] - a='70mm'","Current(PhaseB) [A] - a='75mm'","Current(PhaseC) [A] - a='15mm'","Current(PhaseC) [A] - a='20mm'","Current(PhaseC) [A] - a='25mm'","Current(PhaseC) [A] - a='30mm'","Current(PhaseC) [A] - a='35mm'","Current(PhaseC) [A] - a='40mm'","Current(PhaseC) [A] - a='45mm'","Current(PhaseC) [A] - a='50mm'","Current(PhaseC) [A] - a='55mm'","Current(PhaseC) [A] - a='60mm'","Current(PhaseC) [A] - a='65mm'","Current(PhaseC) [A] - a='70mm'","Current(PhaseC) [A] - a='75mm'"
34.4899999999999,7.97952356062922,8.40957730002236,8.89452760878846,9.45478855100334,10.122539532647,10.9313123692505,11.9030253869647,12.5659842844419,14.0534699193669,16.0542646096871,18.3868282136426,22.2003658242731,29.2236288240145,19.4358134110294,19.1416441057957,18.8148509553255,18.4446494004652,17.9903372627707,17.4439423578651,16.7922216608582,16.3324493474762,15.3291909051534,13.9910904507519,12.4222245267838,9.89213357164809,5.26477753082114,-27.4153369716587,-27.5512214058181,-27.709378564114,-27.8994379514685,-28.1128767954177,-28.3752547271156,-28.6952470478228,-28.8984336319181,-29.3826608245204,-30.045355060439,-30.8090527404264,-32.0924993959212,-34.4884063548356
34.4999999999999,7.8116994603244,8.24285805907644,8.72906006108348,9.28891365795256,9.95669123543197,10.7669145713799,11.7397347437231,12.4047176801254,13.8951371711301,15.8993686716365,18.2338331062558,22.0505833711723,29.0825347973542,19.5599002103649,19.2672752158273,18.9421605958178,18.5745532111281,18.1232811275725,17.5797548253027,16.932748559478,16.4744300854171,15.4765090672793,14.1470431254996,12.5892721156098,10.0757337588698,5.47925095606547,-27.3715996706893,-27.5101332749037,-27.6712206569013,-27.8634668690806,-28.0799723630045,-28.3466693966826,-28.6724833032011,-28.8791477655425,-29.3716462384095,-30.0464117971361,-30.8231052218655,-32.1263171300421,-34.5617857534197
34.5099999999999,7.6454307470975,8.07733227501392,8.5647177374546,9.12688401652977,9.79244143201065,10.6033414189109,11.5774774075498,12.245770647028,13.7383802567144,15.7454677566516,18.0820927683365,21.9029133752701,28.9448642036735,19.6824490968612,19.3916098381908,19.0682549527836,18.7014682326639,18.2549616925418,17.7142231893464,17.0715437774285,16.6145696683347,15.6229358538866,14.3016937421715,12.7552823516807,10.2586368419026,5.69530407467821,-27.3278798439587,-27.4689421132047,-27.6329726902382,-27.8283522491936,-28.0474031245524,-28.3175646082573,-28.6490211849783,-28.8603403153627,-29.361316110601,-30.0471614988231,-30.8373751200172,-32.1615502171727,-34.6401682783517
34.5199999999999,7.48008617798025,7.91249459280807,8.40096903836038,8.96466195169162,9.62943617643955,10.4401212644774,11.4156226183212,12.0875125480468,13.5823981660254,15.5922328617452,17.9315729880497,21.7558389615523,28.8073617831825,19.8037543558845,19.5147312693001,19.1932092747529,18.8276787533323,18.3847203435706,17.8474922129872,17.2089989451545,16.7534659712036,15.7684001155098,14.4550815503623,12.9206691928784,10.4403424523143,5.90890206601338,-27.2838405338648,-27.4272258621081,-27.5941783131133,-27.792340705024,-28.0141565200102,-28.2876134774647,-28.6246215634757,-28.8409785192504,-29.3507982815352,-30.0473144121075,-30.8522421809281,-32.1961814138666,-34.7162638491959
34.5299999999999,7.31470967447917,7.74753883568634,8.23698439030645,8.80279103160635,9.46716829434657,10.2764311209887,11.2531872542763,11.9287086933273,13.4256846210186,15.4384046354067,17.7803371984998,21.6079834049999,28.6691716786819,19.9239588429414,19.6366984930873,19.3170742946963,18.953847750076,18.5126138649405,17.9797620240987,17.3455338891213,16.8913249233901,15.912828049955,14.6076071126279,13.0849303919097,10.6213423483505,6.12182363401355,-27.2386685174206,-27.3842373287736,-27.5540586850027,-27.7566387816824,-27.9797821592871,-28.2561931450875,-28.5987211433976,-28.8200336167174,-29.3385126709736,-30.0460117480346,-30.8652675904095,-32.2293257533505,-34.7909953126955
34.5399999999999,7.14846790580982,7.58173844052482,8.07202089308343,8.6393234128846,9.30287532299143,10.1122454172509,11.0892157858967,11.7681831350561,13.2686942488483,15.2825452659941,17.6268201503189,21.4575098754186,28.5281051119098,20.0432691481191,19.757695722433,19.4400456500614,19.0789773514074,18.6403239809619,18.1111120593308,17.4817184275632,17.0287953541781,16.0562294897957,14.7600905253926,13.2489586818482,10.802503337019,6.33518743408045,-27.1917370539289,-27.3394341629579,-27.5120665431448,-27.718300764292,-27.9431993039534,-28.2233574765817,-28.5709342134599,-28.7969784892342,-29.3249237386441,-30.0426357913867,-30.8757788321671,-32.2600132124376,-34.8632925459903
34.5499999999999,6.97934892669666,7.41350196422946,7.9046086233034,8.47226279999543,9.13603254048387,9.945195216327,10.9240262987381,11.6033585024101,13.1060224189727,15.121277810254,17.4671746848694,21.3002296983915,28.3776979873228,20.1639360864614,19.8795871369328,19.5639523236469,19.2057592625119,18.7700953429479,18.2447302048885,17.6195003467547,17.1691498484724,16.2031100890089,14.9159454489122,13.4163571934404,10.987402265267,6.5536633821183,-27.1432850131581,-27.2930891011622,-27.4685609469503,-27.6780220625073,-27.9061278834318,-28.1899254212155,-28.5435266454928,-28.7725083508825,-29.3091325079816,-30.0372232591662,-30.8835318783097,-32.2876319636584,-34.9313613694411
34.5599999999999,6.81008829202606,7.24494578024155,7.73677159812498,8.3048027044299,8.96846968190539,9.7809447174848,10.756889133319,11.4383464780516,12.9422228755869,14.9587231992182,17.3060348706188,21.1410026316226,28.2253949268019,20.2831311335304,20.000171344329,19.6865968899746,19.3313139599259,18.8986792288955,18.375187550511,17.756791762072,17.3081732897421,16.3490879745337,15.0711558462896,13.5831451484386,11.1718118493392,6.77210901472206,-27.0932194255565,-27.2451171245705,-27.4233684880995,-27.6361166643558,-27.8671489108009,-28.1561322679958,-28.513680895391,-28.7465197677937,-29.2913108501206,-30.0298790455078,-30.8891800190574,-32.3128144809618,-34.9975039415239
34.5699999999999,6.6413634143252,7.0771117646964,7.5690897204029,8.13751000293764,8.80151772642773,9.61522849223884,10.5906644831511,11.2741087676395,12.7783836007885,14.7960113400958,17.1448973586266,20.9816456475885,28.0729312259781,20.4013438674977,20.1204951811877,19.8084396235554,19.4557744977181,19.0271858618735,18.5056582437547,17.8927555575827,17.4459213282258,16.4942246727392,15.2256141811953,13.7493265538013,11.355687178789,6.9899415640531,-27.0427072818229,-27.1976069458841,-27.3775293439583,-27.5932845006558,-27.8287035883012,-28.1208867359936,-28.4834200407337,-28.7200300958653,-29.2726082735277,-30.0216255212912,-30.8942239124279,-32.3373328263776,-35.0628727900312
34.5799999999999,6.47361476233316,6.90967273127846,7.40191813084008,7.97084731594652,8.63617252494922,9.44982035837183,10.4263959067076,11.110110396188,12.6151979086245,14.6342118628236,16.9842861481019,20.8236204643337,27.9214979318372,20.5187178717853,20.2398689996403,19.9296490298907,19.5791555952287,19.153556414579,18.6353898823335,18.0267310223326,17.5829826721911,16.6385720253766,15.379762234035,13.914765098942,11.5395080121686,7.20670027088301,-26.9923326341184,-27.1495417309188,-27.3315671607308,-27.5500029111753,-27.7897289395282,-28.0852102407053,-28.4531269290403,-28.6930930683791,-29.2537699340011,-30.0139740968587,-30.8990512470438,-32.3631284765023,-35.1281982027202
34.5899999999999,6.3066315367282,6.74265703962141,7.2351025156032,7.80463690336434,8.47087793817984,9.28459530013498,10.2618167052901,10.9466523099518,12.4531863293763,14.4727910060647,16.8241265309699,20.6706033017767,27.7711990037897,20.6349322483285,20.3582688561975,20.0499797150584,19.7012096933328,19.2787833810577,18.7641417941503,18.1598263113613,17.7188915429272,16.7816291550732,15.532821998521,14.0795272158152,11.7230029819136,7.42237097067362,-26.9415637850567,-27.1009258958189,-27.2850822306616,-27.5058465966972,-27.7496613192375,-28.0487370942853,-28.4216430166515,-28.6655438528789,-29.2348154844495,-30.0056130045857,-30.9036537467851,-32.3936062836903,-35.1935699744634
34.5999999999999,6.13862199455821,6.57453097396761,7.06891835372181,7.63855099457338,8.30433236551791,9.11795847436556,10.0969699192151,10.7815286691821,12.2891773105283,14.3096427430421,16.6619752992385,20.5145924130887,27.6183432003394,20.7509369113306,20.4767853934042,20.1701918819495,19.822674499115,19.4040856558642,18.8931543838304,18.2929045462073,17.8551202079224,16.9250338411917,15.6864300700728,14.2449902395835,11.9063859459703,7.63853433681582,-26.8895589058888,-27.0513163673718,-27.2391102356713,-27.4612254936883,-27.7084180213821,-28.0111128581959,-28.3898744654225,-28.6366488771045,-29.21421115172,-29.9960728131149,-30.906965538822,-32.420978359059,-35.2568775371552
34.6099999999999,5.97033978612085,6.40770969678409,6.90207251783772,7.47175247833695,8.13727117448649,8.9512886042519,9.93138571076451,10.6153978746701,12.1240353629112,14.1452347704549,16.4982716666846,20.3564838262859,27.4632590552049,20.8655126271614,20.5932131158397,20.2890861722061,19.9430291761863,19.5282051103654,19.0216865185414,18.4249464954002,17.9903497670508,17.0675146653518,15.8391596857692,14.4096383339105,12.0893351775985,7.85468861745329,-26.8358524132823,-27.0009228126238,-27.1911586900438,-27.4147816545232,-27.6654762848519,-27.9729751227933,-28.3563322061647,-28.6057476417208,-29.1915500282629,-29.9843944562241,-30.9079100005951,-32.4458190038844,-35.3179476726582
34.6199999999999,5.80435872045296,6.2409683802402,6.73563371986054,7.30507026399949,7.97025386649939,8.7858477747385,9.76579129170949,10.4489279662089,11.958355104909,13.9802332763441,16.3336152266827,20.1970648353041,27.3077422132621,20.9756602958963,20.7061294072107,20.4043887713007,20.0599875826411,19.6489999729,19.1461371233498,18.5539765995589,18.1226391377083,17.207245285802,15.9895012542259,14.5719016352654,12.270409919334,8.07100788228764,-26.7800190163493,-26.9470977874509,-27.1400224911613,-27.3650578466406,-27.6192538393994,-27.9319848980883,-28.3197678912684,-28.5715671039172,-29.1656003907111,-29.96973453057,-30.9055168619481,-32.4674747546381,-35.3787500955497
34.6299999999999,5.63749560733002,6.07417240097985,6.56903260763018,7.13793655949362,7.80264028633411,8.61959931251947,9.59935007608833,10.2811350423149,11.7910293171005,13.8141904552338,16.1666210073138,20.0345877339887,27.1485975759821,21.08211057354,20.8150269565248,20.5158248526397,20.1733739452441,19.7663798416396,19.2673619156118,18.6800881312147,18.2522610188243,17.3446358772818,16.1377104901029,14.7325912641778,12.4506278819964,8.28748243952617,-26.71960618087,-26.8891993575047,-27.0848574602699,-27.3113105047377,-27.5690201279738,-27.8869612281313,-28.2794382073031,-28.5333960611392,-29.1356651943822,-29.9519009453368,-30.8992122714916,-32.4852156159851,-35.4360800155083
34.6399999999999,5.47004628735512,5.90685944339988,6.40100401314124,6.97046611904491,7.63588554465894,8.45208620838385,9.43126570648459,10.1111065375698,11.6210816010489,13.6447164463675,15.996000329709,19.8675308161739,26.9840611618559,21.1846064933747,20.9200406035689,20.6230204515815,20.2839536200352,19.8797640632138,19.3856601005961,18.8037728560325,18.380005080184,17.4806752665252,16.2852587999772,14.8929239535107,12.6312628769085,8.50493653010767,-26.6546527807298,-26.8269000469688,-27.0240244647228,-27.2544197390802,-27.5156496078727,-27.83774630898,-28.235038562517,-28.4911116177538,-29.1017568675741,-29.9299752463447,-30.8889242832197,-32.4987936930824,-35.4889976919636
34.6499999999999,5.30196689951446,5.73892016302301,6.2322393509444,6.8019096890436,7.46707151477623,8.28317963752573,9.2614631831054,9.94023318410954,11.4487587289705,13.4722708385875,15.8255758814646,19.6968542785994,26.8150386932605,21.2857330224793,21.0236286029614,20.7289320031162,20.3933903945785,19.9928636574895,19.5032058002719,18.9271422977638,18.5073559109497,17.6174326307217,16.4337512976809,15.052643571214,12.8137211705165,8.72398248048075,-26.5876999219938,-26.7625487659844,-26.9611713540606,-27.1953000836221,-27.4599351722658,-27.7863854377977,-28.1886054808692,-28.4475890950593,-29.0661913596922,-29.9060221362684,-30.8782194526786,-32.5105754491159,-35.5390211737413
34.6599999999999,5.13400630244659,5.57195718957519,6.06580159120602,6.63421855258376,7.29899968419545,8.11566856594726,9.09416211991369,9.77403684037348,11.28238394876,13.3065561039296,15.6632908756362,19.5375563466203,26.6580706728297,21.4067791202688,21.1448791685711,20.8513903065706,20.5197467453858,20.1227260025166,19.6350905271594,19.065165256897,18.6476825349446,17.7654570976495,16.5906682768685,15.2206931745829,13.0001860561594,8.94376213707573,-26.5407854227154,-26.7168363581463,-26.9171918977766,-27.1539652979695,-27.421725686712,-27.7507590931067,-28.1593273768107,-28.421719375318,-29.0478410464094,-29.8972243807982,-30.8839840502191,-32.5377424027797,-35.6018328099054
34.6699999999999,4.96664837459113,5.40452951422725,5.89778093527495,6.46529942832354,7.1295825780345,7.94682461063663,8.9246637575217,9.60480573262681,11.1124790828371,13.1367736803162,15.4957982312074,19.3727237344478,26.4949805797557,21.5198992122577,21.2590684082766,20.9672621695778,20.6399448751663,20.2467231364052,19.7613699838629,19.1981091018378,18.783815830988,17.9099398188084,16.7450820049831,15.3861281743937,13.1860161781877,9.16248519568039,-26.4865475868488,-26.6635979225038,-26.8650431048528,-27.1052443034898,-27.3763057144397,-27.7081945944996,-28.1227728593595,-28.3886215636148,-29.0224189016456,-29.8818556852993,-30.8819264056011,-32.5587399126356,-35.6574657754361
34.6799999999999,4.79873191609563,5.23757991631537,5.72929293934935,6.29552831219824,6.95947449142427,7.77716391407677,8.75392798858587,9.43347528569329,10.9401224842989,12.9642629776541,15.3249775322373,19.2038455575812,26.3268892632508,21.6267927791628,21.3668353966676,21.0771478768655,20.754684938843,20.365734912628,19.8826212711855,19.3266272577584,18.9158179038235,18.0506923966022,16.8966382536112,15.5487120231349,13.3703827742649,9.38071990832179,-26.4255246952584,-26.6044153129829,-26.8064408162149,-27.0502132510413,-27.3252094040523,-27.6597851852623,-28.0805552463443,-28.3492931895168,-28.9908148809011,-29.8609012312653,-30.8736895553722,-32.574228331846,-35.7076091715726
34.69,4.63080029665027,5.07024761184179,5.56142434425718,6.12593586133476,6.78893038787432,7.60711103039132,8.58268307456932,9.26139641440289,10.7682281485701,12.7906605842962,15.1530919231663,19.0328197955678,26.15581976085,21.7291657746517,21.4704959315452,21.1825245649482,20.8650991889135,20.4806767102884,20.0002168802015,19.451627052132,19.0449094744942,18.1871854962454,17.0458124153414,15.7093328253172,13.5528646058899,9.59820372426496,-26.359966071302,-26.5407435433869,-26.7439489092053,-26.9910350502482,-27.2696070981627,-27.6073279105928,-28.0343101267014,-28.3063058888971,-28.9554136448155,-29.8364729996376,-30.8624247484835,-32.5856844014577,-35.754023485115
34.7,4.46348004265551,4.90293853427309,5.39289238385421,5.95623682904322,6.61910230786835,7.43680889180003,8.41145159006867,9.08906068571124,10.5955356386847,12.6166736815691,14.9817729337002,18.8610247367075,25.983582115141,21.8290803998808,21.5722882065111,21.2862639327313,20.9732770539348,20.5930448377825,20.1161882830027,19.5745357479178,19.1720656181205,18.3221388411472,17.1931797064332,15.867732513208,13.7337961863751,9.81527557912637,-26.2925604425363,-26.4752267407842,-26.6791563165855,-26.929513882978,-27.2121471456508,-27.5529971748027,-27.9859873379865,-28.2611263038317,-28.9176744798318,-29.8098533880023,-30.8495054469082,-32.5948209230826,-35.7988576942674
34.71,4.29432727307634,4.73181871764099,5.22209365827769,5.78469947225732,6.44718257845664,7.26477057330732,8.23812837030844,8.91448056280271,10.4205046320783,12.4401676356669,14.8064607029228,18.6862312019779,25.8087888987641,21.9294752175159,21.6740217725209,21.3914064211366,21.0820422331965,20.7061406584977,20.2333579622124,19.698162005015,19.3000212436178,18.4579067944571,17.3414562464278,16.0282961412516,13.91581863758,10.0336177384112,-26.2238024905922,-26.4058404901619,-26.6135000794143,-26.8667417054538,-27.1533232369543,-27.4981285355197,-27.9362903753234,-28.2145018064205,-28.8784114265355,-29.7816238820947,-30.8347568441744,-32.6020498395578,-35.8424066371753
34.72,4.12436725402808,4.56004385446557,5.05023663673599,5.61235492790026,6.27421153126972,7.09082838429272,8.06440512232159,8.73871343050854,10.2441876799762,12.2646575874523,14.6293199599985,18.5098962190999,25.6323638455603,22.0311455089055,21.778262672599,21.4983674508518,21.1919412934665,20.8203956904586,20.3525789766448,19.8225928128861,19.4293154255916,18.5951698044866,17.4899742132987,16.1912221524925,14.0993276429281,10.2534027806504,-26.1555127629336,-26.3383065270646,-26.5486040875878,-26.8042962213668,-27.0946072217283,-27.4434073609375,-27.8869979352077,-28.1680288561001,-28.8393574844628,-29.754631800751,-30.820542112491,-32.609223862028,-35.8857666262106
34.73,3.95563607828814,4.38897787810029,4.87871392114998,5.44095114338762,6.10263425768061,6.91803095774973,7.89128903549308,8.56460396045567,10.068885795028,12.0893757084408,14.4536833341374,18.335044412266,25.457472551654,22.1329892175354,21.8827212118312,21.605882414344,21.301867450157,20.9343665066537,20.4724530520376,19.9469468162967,19.5585288073045,18.7327599881485,17.638876375247,16.3544111272999,14.2827052092648,10.472967090388,-26.0886252958235,-26.2716990899315,-26.484596335494,-26.7428185935446,-27.0370007643343,-27.3904840097873,-27.8382358517897,-28.1231327677601,-28.8016457831765,-29.7282520836878,-30.8080944614373,-32.6177496215308,-35.9304396420421
34.74,3.78640916972299,4.2186918328333,4.70787973975292,5.27011696358779,5.93160224001647,6.74581888405321,7.7193099436344,8.39128935453454,9.8943948008741,11.9172853723574,14.2794919502419,18.1622913579427,25.2837391620395,22.2329379119125,21.986144301712,21.7124995608527,21.4109797946814,21.0474375621395,20.5912808564984,20.0701886040804,19.6871086072227,18.8695529592097,17.7855953750606,16.5162748857542,14.4645664639097,10.6915514425342,-26.0193470816355,-26.2048361345453,-26.4203793006056,-26.6810967582692,-26.9790398021559,-27.3370997405517,-27.7894985477148,-28.0783979617573,-28.7639477600838,-29.702880747418,-30.7957668359961,-32.6268578218524,-35.9752906045737
34.75,3.61746152147171,4.04803454881603,4.53731949809039,5.09935423630377,5.76062939640373,6.57386944854142,7.54730716049192,8.2179223051431,9.72056377951867,11.7444669489037,14.1056175395792,17.9893808536673,25.1102045319003,22.3312120113917,22.0887791632701,21.8172476714212,21.5184760034946,21.158896502524,20.70832376378,20.1919930854665,19.8141558889558,19.0046097379546,17.931357842744,16.67625466011,14.6450541038656,10.9096278648209,-25.9486735328634,-26.1368137120861,-26.3545671695116,-26.6178302397984,-26.9195258989277,-27.2821932123214,-27.7393002459585,-28.0320781940989,-28.7251735174733,-29.6758247916477,-30.7818721996892,-32.6344349575329,-36.0198323967212
34.76,3.44774653701655,3.87674726410695,4.36551580517283,4.92779586176484,5.58872471345354,6.40124457707414,7.37428418994707,8.04352079762648,9.54896797343403,11.5700854663835,13.9300640919627,17.8142805650419,24.9355867390249,22.427399774954,22.189243386406,21.9208684093343,21.6241039084337,21.2686432094559,20.8233694776301,20.3123420238434,19.9396873446556,19.1377799343802,18.0761787814028,16.8349858364625,14.8249655037988,11.1294476204579,-25.8751463119705,-26.0659906505129,-26.2863842145072,-26.5518997701985,-26.8573679229095,-27.2246140547043,-27.6866262137905,-27.9832081422821,-28.6867479078142,-29.6462642477864,-30.7650499284252,-32.6392460688407,-36.0650343594828
34.77,3.27485726232395,3.70213094046859,4.19055204579354,4.75340488367141,5.41361387262599,6.22575432297559,7.19772589843328,7.86510030371252,9.37103771971217,11.3907978555148,13.7507370569348,17.6322653723188,24.7526484149068,22.5222762159355,22.2893347001806,22.0239354988253,21.7286878679963,21.3778270443869,20.9371262981779,20.4324686690109,20.0652994489437,19.2719274806561,18.2220135412228,16.9936382804036,15.0073443153635,11.3513492204268,-25.7971334782595,-25.9914656406492,-26.2144875446188,-26.4820927516677,-26.7914409170129,-27.1628806211535,-27.6301945674441,-27.9303997526562,-28.6429652003682,-29.6128113967376,-30.7443753373383,-32.6396096876823,-36.1039976353335
34.78,3.10123194589672,3.52673481948419,4.01470225149299,4.5781177879171,5.23767029998287,6.0493280271499,7.02033126779871,7.68571087576569,9.19217659891422,11.2105199368122,13.5698363101017,17.4490145929389,24.5697936708919,22.6161788513989,22.3885700264279,22.1262958242368,21.8325280790396,21.4862089271554,21.0504056875007,20.5519225422774,20.1902523828326,19.4054753172482,18.3673396152801,17.1524182060678,15.1893504760455,11.572395520865,-25.7174107972956,-25.9153048459121,-26.1409980757298,-26.4106458669567,-26.7238792271383,-27.0997337146506,-27.5722538100761,-27.8759632585983,-28.5976519161624,-29.5778595520923,-30.7222545161695,-32.6383650689844,-36.142189191757
34.79,2.92764042442965,3.35134550599516,3.83874370497462,4.40267869300868,5.06171920632862,5.87165308057944,6.84341955469001,7.5081945572612,9.01363791714238,11.0311533310286,13.3904537297987,17.2661109184343,24.3864968147535,22.7096480293831,22.4872514730948,22.2282776092304,21.9360564935803,21.5941192664955,21.1654278854533,20.6714620444387,20.3139686660198,19.5386450256572,18.5119372166851,17.3102925565864,15.3708043946647,11.7932345499738,-25.6372884538128,-25.83859697909,-26.067021314205,-26.338735186589,-26.6558384728241,-27.0370809660327,-27.5148815991287,-27.822163223281,-28.5522829427996,-29.5430905477137,-30.7007462863851,-32.6369153130991,-36.1797313647273
34.8,2.7548431384244,3.1767012770912,3.66340223828558,4.22780141473753,4.88654287150075,5.69467621096868,6.66911045267861,7.33146073556909,8.83630250879064,10.8527627398197,13.2123552050957,17.084769685247,24.2048381019455,22.8026376646354,22.5851824683122,22.3297219092512,22.039168366519,21.701386942578,21.2798705114018,20.7891542539825,20.4372754346767,19.6712670529879,18.6559403556862,17.4677232346387,15.5514754648507,12.0129075873228,-25.5574808030598,-25.7618837454034,-25.9931241475368,-26.2669697812566,-26.5879298140788,-26.9745467223705,-27.4582647066611,-27.7687361702458,-28.5075695617785,-29.5087030955059,-30.6800784397344,-32.6362451500978,-36.2177456892683
34.81,2.5831082238714,3.00315356045279,3.48908278942261,4.0537870665877,4.71242631188038,5.51877543315574,6.49579997132451,7.15624046100067,8.66044086358968,10.6758811111991,13.0352322898103,16.9061308869229,24.0264105112773,22.8943942830995,22.6815289627983,22.4297330216344,22.1411058162465,21.807303289957,21.3929169855952,20.9055540707173,20.5593111585127,19.8027385314468,18.798627539059,17.6242660401844,15.7302883043559,12.2303422427084,-25.4775025069709,-25.6846825232511,-25.918815811057,-26.1948928828342,-26.5197296018374,-26.9116924187509,-27.4013540420419,-27.7155516195133,-28.4631793950365,-29.4745086502581,-30.6594983299947,-32.6364191912788,-36.2567527539856
34.82,2.41152654787789,2.82979678310135,3.31501530863052,3.88001150350041,4.53848729152568,5.34533137150473,6.32253349155333,6.9808985935375,8.48447970221897,10.4988528293259,12.8578085474747,16.7267891822611,23.8463355599147,22.9843975418631,22.7762289592331,22.5280121185687,22.2412884706742,21.9115354928256,21.503320253288,21.0204737428773,20.6797736261377,19.9327070936864,18.9399269183771,17.779191482759,15.908073644623,12.4468431228299,-25.395924089741,-25.6060257423345,-25.8430274271993,-26.1212999741746,-26.4500227843512,-26.8486516247927,-27.3430072344307,-27.6606722196752,-28.4171867959054,-29.438779747703,-30.6370000302337,-32.6348628268841,-36.2931786827446
34.83,2.23976481178555,2.6563329543442,3.14090641187054,3.70747722084169,4.36438369890182,5.17139004245488,6.14913935626423,6.80543671624306,8.30824532556695,10.3220422009493,12.6800298569106,16.5467789329324,23.6672451360805,23.0728328947886,22.8693593275571,22.6246424205929,22.3392784811583,22.0142898947115,21.6124492876685,21.1340470751883,20.7989529575706,20.0612404813964,19.0806016116528,17.9328139740309,16.084696627632,12.6579139773099,-25.3125977065742,-25.5256922819013,-25.7655488324634,-26.046755702,-26.3786735936133,-26.7838393301233,-27.2831864314525,-27.6043896738137,-28.3694858069633,-29.4026438126021,-30.6128438309415,-32.6314755605644,-36.3251591133904
34.84,2.06404568303207,2.48225247408826,2.96622439477097,3.53406126930556,4.19221138914612,4.99702548912959,5.9751296952005,6.62924257344002,8.13125460233642,10.1443967159325,12.5011843482441,16.3654690074909,23.4854994046616,23.1648016958136,22.9602321975413,22.7189920024388,22.4353370300254,22.1138913108774,21.7194987093352,21.2458720375844,20.9163680439693,20.1880716031229,19.2198151271988,18.0849145596044,16.2601397031334,12.8705870920832,-25.2288473788457,-25.4424846716296,-25.6852163972097,-25.9693982993309,-26.3061027000235,-26.7165241984648,-27.2210017327849,-27.5456106174093,-28.3193262054593,-29.3642118431312,-30.5860989078485,-32.6256087106243,-36.3560864967447
34.85,1.88780937793511,2.30554733264309,2.7901295003371,3.35918253366454,4.01760640118898,4.82122307392008,5.79946803802764,6.4511992938718,7.95230238822276,9.96472969517659,12.3199248529465,16.1833985973083,23.3000880237565,23.2524775059485,23.0508941353794,22.8109442651026,22.5292184646558,22.2118700673164,21.8244901524221,21.355970019477,21.0320993115909,20.313378936946,19.3580880319529,18.2358879629236,16.4337436429239,13.083607124581,-25.1402868838836,-25.3564414680225,-25.6010737654397,-25.8884009983204,-26.2294764685054,-26.6457132263422,-27.1554380575047,-27.4832986054627,-28.2656813251688,-29.3228177271295,-30.5558128158701,-32.6171422402322,-36.3836951483375
34.86,1.70984950871691,2.12726003502598,2.6111044275645,3.18251435373576,3.84099467367056,4.64333163318828,5.62149420593913,6.27060224135283,7.77057767273702,9.78184060761303,12.1352089284182,15.9964178444981,23.1096215178494,23.3375727858209,23.1386260055404,22.9024769056121,22.6210536724889,22.3078378429395,21.9275741705768,21.464451357612,21.146404499787,20.4375094165785,19.4955801782703,18.3862417787018,16.6079351749594,13.2973992806102,-25.0474222945379,-25.2658860405664,-25.5135813331766,-25.8035680262247,-26.1488325166101,-26.5709058037651,-27.0859455635511,-27.4170067411398,-28.2080870893155,-29.2774207858834,-30.52145070712,-32.6043530194574,-36.4070207984597
34.87,1.53073182048772,1.94982212062821,2.43495700569298,3.0020313583087,3.66330190245735,4.46405025962959,5.44217708696254,6.08886559962277,7.58752176583544,9.59727327571442,11.9491755692272,15.8076300388534,22.9166439382705,23.4232105508615,23.2263407797272,22.9927953857859,22.7182992660868,22.404370756881,22.0313388319222,21.5735036889442,21.2616728948201,20.5625851023527,19.6339905028346,18.5376590251291,16.7833107372775,13.5123704613278,-24.9539423713492,-25.1761629003555,-25.4277523914789,-25.7203306243955,-26.0676726593384,-26.4953890915518,-27.0156807759067,-27.3505384944428,-28.1501068681881,-29.231263778549,-30.4868345943563,-32.5909407761309,-36.4290143995983
34.88,1.35444143406269,1.77232113964312,2.25726451675157,2.82421729235887,3.48851548781085,4.28717440794472,5.26645900802925,5.9121061099327,7.41052469583563,9.4195209682245,11.7724570205011,15.6298263981833,22.7351370209324,23.5211462694697,23.327700182417,23.0972474837883,22.8259674198957,22.5110063626409,22.1449613085248,21.6908902572531,21.3852239449279,20.6951106865064,19.7778938515175,18.6941168797003,16.9620185697131,13.7287467608677,-24.8755877035324,-25.1000213220601,-25.3545120005399,-25.6501847122546,-25.9995218504518,-26.4321357164695,-26.9573492652824,-27.2973300548606,-28.105635382342,-29.197414819742,-30.4665739002014,-32.5918449678965,-36.4638837818002
