"Time [ms]","Current(PhaseA) [A] - a='15mm'","Current(PhaseA) [A] - a='20mm'","Current(PhaseA) [A] - a='25mm'","Current(PhaseA) [A] - a='30mm'","Current(PhaseA) [A] - a='35mm'","Current(PhaseA) [A] - a='40mm'","Current(PhaseA) [A] - a='45mm'","Current(PhaseA) [A] - a='50mm'","Current(PhaseA) [A] - a='55mm'","Current(PhaseA) [A] - a='60mm'","Current(PhaseA) [A] - a='65mm'","Current(PhaseA) [A] - a='70mm'","Current(PhaseA) [A] - a='75mm'","Current(PhaseB) [A] - a='15mm'","Current(PhaseB) [A] - a='20mm'","Current(PhaseB) [A] - a='25mm'","Current(PhaseB) [A] - a='30mm'","Current(PhaseB) [A] - a='35mm'","Current(PhaseB) [A] - a='40mm'","Current(PhaseB) [A] - a='45mm'","Current(PhaseB) [A] - a='50mm'","Current(PhaseB) [A] - a='55mm'","Current(PhaseB) [A] - a='60mm'","Current(PhaseB) [A] - a='65mm'","Current(PhaseB) [A] - a='70mm'","Current(PhaseB) [A] - a='75mm'","Current(PhaseC) [A] - a='15mm'","Current(PhaseC) [A] - a='20mm'","Current(PhaseC) [A] - a='25mm'","Current(PhaseC) [A] - a='30mm'","Current(PhaseC) [A] - a='35mm'","Current(PhaseC) [A] - a='40mm'","Current(PhaseC) [A] - a='45mm'","Current(PhaseC) [A] - a='50mm'","Current(PhaseC) [A] - a='55mm'","Current(PhaseC) [A] - a='60mm'","Current(PhaseC) [A] - a='65mm'","Current(PhaseC) [A] - a='70mm'","Current(PhaseC) [A] - a='75mm'"
15.1999999999995,-4.1896455735584,-3.67509195485586,-3.08795578305578,-2.42070765861009,-1.61601571366169,-0.638028967184882,0.536347565744076,1.31290253392313,3.1302642429341,5.56331662867767,8.4123681115671,13.1145184889151,21.7520955628136,31.5390416310168,31.3876128697553,31.2123454823188,31.0275142885319,30.7973504817376,30.4984737833744,30.1689928430224,29.9444490784876,29.4013722062925,28.6843206629488,27.8496144572061,26.4711827101379,23.9274786083504,-27.3493960574584,-27.7125209148994,-28.124389699263,-28.6068066299218,-29.1813347680759,-29.8604448161895,-30.7053404087665,-31.2573516124107,-32.5316364492266,-34.2476372916265,-36.2619825687732,-39.5857011990529,-45.679574171164
15.2099999999995,-4.35329359858519,-3.83919046366654,-3.25295563854315,-2.58530845565207,-1.78273323940463,-0.806465876063209,0.367009180384244,1.14417384897676,2.95814381937094,5.38931405306109,8.23679756115388,12.9290363123504,21.5509967575887,31.6077762909443,31.4588039833006,31.2872100653335,31.1047470239496,30.8791627178313,30.5864854209911,30.2621738750988,30.0414068680536,29.5083933371111,28.8009035693845,27.9803067425643,26.6257394042941,24.1257727854375,-27.2544826923592,-27.6196135196341,-28.0342544267904,-28.5194385682975,-29.0964294784266,-29.7800195449279,-30.6291830554831,-31.1855807170303,-32.466537156482,-34.1902176224456,-36.2171043037181,-39.5547757166446,-45.6767695430262
15.2199999999995,-4.51463147849802,-4.00268729792658,-3.41576025569477,-2.74785593572424,-1.94691409235554,-0.972476644193486,0.200160228149718,0.977821491029326,2.78866800789887,5.21451307654117,8.06227445068718,12.7460686659887,21.3519033976944,31.675298023841,31.5320539581898,31.3609610838471,31.1806798344506,30.9594455134082,30.6730756950715,30.3537511169268,30.1368052381397,29.613937018075,28.9222990426382,28.1103697196201,26.7791643475285,24.3231911293207,-27.160666545343,-27.5293666602632,-27.9452008281524,-28.4328238987264,-29.0125314210527,-29.7005990508781,-30.5539113450765,-31.1146267291691,-32.4026050259739,-34.1368121191794,-36.1726441703073,-39.5252330135173,-45.6750945270151
15.2299999999995,-4.67597348865505,-4.16390611919591,-3.57657776374442,-2.90862491190953,-2.1092202526334,-1.13651910908403,0.0348841780824478,0.813138304800822,2.62092743554635,5.04557806176993,7.89016581649701,12.5643838406711,21.153709396432,31.7443660215972,31.602391002701,31.4321515965066,31.2545364008853,31.0377067036131,30.7574516468828,30.4437414784562,30.2300863507096,29.7171095511691,29.0374035093092,28.2389094807395,26.9305713591614,24.5191396285776,-27.0683925329421,-27.4384848835051,-27.8555738327622,-28.3459114889758,-28.9284864509797,-29.6209325377988,-30.4786256565387,-31.0432246555104,-32.3380369867155,-34.0829815710791,-36.1290752972366,-39.4949551998325,-45.6728490250096
15.2399999999995,-4.8353068119138,-4.32426637714843,-3.73720839350608,-3.06881766223881,-2.26992398776713,-1.29943620845671,-0.129460889538724,0.649100357223145,2.45548369602371,4.87693793384498,7.71800769874425,12.3826069852092,20.954942640361,31.8092915402959,31.6710007414649,31.5029656046297,31.3269047386273,31.1134561962626,30.8393199782182,30.5313475817339,30.3209855989077,29.817113837342,29.1502139077775,28.3648048392237,27.079874890836,24.7134007231255,-26.9739847283821,-27.3467343643165,-27.7657572111236,-28.2580870763884,-28.8435322084955,-29.5398837697615,-30.4018866921952,-30.9700859561309,-32.2725975333657,-34.0271518416225,-36.0828125379679,-39.4624818760452,-45.6683433634865
15.2499999999995,-4.99873655703747,-4.48834110844322,-3.90172053492279,-3.23342225581616,-2.43538297253501,-1.46774831581088,-0.299614183212591,0.479790529317889,2.2840930726214,4.70156609138533,7.53988348446777,12.1961417849871,20.7504558704,31.875794484738,31.7402650095892,31.5749129223288,31.4009839914265,31.1912417368791,30.9230126587225,30.6212908225758,30.4135535223033,29.9188533872247,29.2648026339412,28.4912007650738,27.2304809733469,24.9065841209515,-26.8770579277006,-27.251923901146,-27.673192387406,-28.1675617356103,-28.7558587643441,-29.4552643429116,-30.3216766393633,-30.8933440516212,-32.2029464598461,-33.9663687253266,-36.0310842495415,-39.426622758334,-45.6570399913515
15.2599999999995,-5.1618733522971,-4.65213727049415,-4.06624208254058,-3.39791473471256,-2.60087329599643,-1.63615923225744,-0.469989928220093,0.311246636873442,2.11239400339647,4.52573977096538,7.36095255297905,12.0082921974728,20.544664555715,31.9411156491432,31.8084201862896,31.6462389568477,31.474065635476,31.268090314752,31.0056961256128,30.7102675624271,30.5046066443626,30.0196371426291,29.3784284297222,28.6163785132849,27.3795256426708,25.0986440750495,-26.7792422968461,-27.1562829157955,-27.5799968743071,-28.0761509007634,-28.6672170187556,-29.3695368933553,-30.240277634207,-30.815853281236,-32.1320311460256,-33.9041682006876,-35.977331066264,-39.3878178401436,-45.6433086307645
15.2699999999995,-5.3233036418278,-4.8144753831713,-4.22929262023361,-3.56097573562041,-2.76504469638397,-1.80043613118508,-0.638135915118555,0.143425330241224,1.94305057895263,4.35223909967382,7.18306532135854,11.8217156470107,20.3394701460686,32.0052969305426,31.8755140803446,31.7163452874775,31.5460070979826,31.3438016068016,31.085995156869,30.7975107392261,30.5951080577575,30.1186307525982,29.4899528056617,28.740466198369,27.5281435934711,25.2898946580716,-26.6819932887148,-27.0610386971733,-27.4870526672439,-27.9850313623622,-28.5787569104176,-29.2855590256839,-30.1593748241076,-30.7385333879987,-32.0616813315509,-33.8421919053356,-35.9235315197275,-39.3498592404818,-45.6293648041402
15.2799999999995,-5.48250785618557,-4.97483569582984,-4.39046306070682,-3.72200656057349,-2.92796026920444,-1.96429305615002,-0.804621563356593,-0.0220836840713478,1.77530984498972,4.1801932939798,7.00717504863004,11.6367651345708,20.1375508120744,32.068243725053,31.941544087096,31.785432636992,31.6166880168149,31.4196461123451,31.1658036692488,30.8835189253083,30.6840905857037,30.2165004754075,29.6006776828314,28.8636245470807,27.6755986174435,25.479788107011,-26.5857358688675,-26.9667083912661,-27.3949695762851,-27.8946814562414,-28.4916858431407,-29.2015106130987,-30.0788973619517,-30.6620069016323,-31.9918103203972,-33.7808709768112,-35.8707995957107,-39.3123637520143,-45.6173389190855
15.2899999999995,-5.64003531079233,-5.13265250782365,-4.54949242817901,-3.88170011665321,-3.08825939597182,-2.12588121351486,-0.966725555215801,-0.184071806337345,1.60995718303734,4.01035271543516,6.83345407125039,11.4537783474731,19.9377223188272,32.1309468655366,32.0059682876875,31.8526584741585,31.6871936396359,31.49258386982,31.2435569351103,30.9663525819182,30.7704316417144,30.3123010856798,29.7092346172565,28.9849318221451,27.8213809978411,25.6683253956518,-26.4909115547442,-26.8733157798639,-27.3031660459795,-27.8054935229827,-28.4043244738481,-29.1176757215954,-29.9996270267024,-30.5863598353771,-31.9222582687171,-33.7195873326917,-35.8183858933955,-39.2751593453142,-45.606047714479
15.2999999999995,-5.79673319789755,-5.28991587930751,-4.70751244061816,-4.04048399461737,-3.24814109806379,-2.28682452838678,-1.12805936521625,-0.345224663103665,1.44476585228779,3.84061268307657,6.65923322094276,11.2704739112449,19.737430160956,32.1905466018224,32.0676678112164,31.9172965097106,31.7547478380221,31.5630221053087,31.3190346267546,31.0466983514383,30.8538808678095,30.4054442938828,29.8152428656602,29.1044238513842,27.9647317037977,25.8546039973543,-26.3938134039248,-26.7777519319089,-27.2097840690924,-27.7142638434048,-28.3148810072449,-29.0322100983679,-29.9186389862221,-30.5086562047058,-31.8502101461706,-33.6558555487368,-35.763657072327,-39.2352056150426,-45.5920341583102
15.3099999999995,-5.95391257230251,-5.44748490168698,-4.86587808444753,-4.19973511463541,-3.40856117527193,-2.44710983176553,-1.29064574331796,-0.50742398283599,1.27852800310876,3.66982229313869,6.48369469704824,11.08566699419,19.5352974529136,32.2486904662968,32.1277690316526,31.9798762168666,31.8206041562742,31.6320634529673,31.3922563883332,31.1258085992734,30.9359235454572,30.4969524027306,29.9199571918138,29.2225105020885,28.1064613509923,26.0393534637835,-26.2947778939943,-26.6802841299656,-27.1139981324191,-27.6208690416388,-28.2235022776953,-28.9451465565676,-29.8351628559555,-30.4284995626212,-31.7754804058394,-33.5897794849525,-35.7062051991367,-39.1921283451822,-45.5746509166971
15.3199999999995,-6.10925711037421,-5.60341128076637,-5.02259083003755,-4.3573887356569,-3.56703611235139,-2.60619750239842,-1.45179035458797,-0.668415592785507,1.11353897043649,3.49999975752726,6.30908481735518,10.9013053736806,19.3333673695253,32.3049217499365,32.1859311549966,32.0405174567227,31.8846159669034,31.7001262658846,31.4636149303938,31.2030930213487,31.0158306961323,30.586283841001,30.022507417009,29.3385579667328,28.2463477910206,26.2223445136783,-26.1956646395623,-26.5825198742302,-27.0179266266852,-27.5272272312465,-28.1330901535332,-28.8574174279954,-29.7513026667607,-30.3474151033468,-31.6998228114375,-33.5225071745362,-35.647642784088,-39.1476531647013,-45.5557118832036
15.3299999999995,-6.26329221168788,-5.75800397330309,-5.17806451328691,-4.51254660836053,-3.72439423868714,-2.76435141558935,-1.61056468620271,-0.828858982816429,0.949110011143258,3.33034871319803,6.13371079161841,10.7162575766991,19.1314115286097,32.3589901524398,32.2420543228514,32.099065589732,31.9461054138215,31.7659898774884,31.5329646990443,31.2778525973079,31.0935968278242,30.6734155349956,30.1229181877854,29.4532661347267,28.3842812232549,26.4047917705572,-26.0956979407519,-26.4840503495484,-26.9210010764451,-27.433558805461,-28.0415956388013,-28.7686132834549,-29.6672879111052,-30.2647378450078,-31.6225255461388,-33.4532669009835,-35.5869769263452,-39.100538799954,-45.5362032991669
15.3399999999995,-6.41627315064882,-5.91115933949471,-5.33078518548333,-4.66711353627566,-3.88103605362935,-2.9204566784689,-1.76991590189144,-0.989488029703386,0.784106560823438,3.15992743144298,5.95698385776574,10.5292380891325,18.9275189833163,32.4107219728338,32.2954811502752,32.1546578499439,32.0053856361499,31.8296761614963,31.5994758817261,31.3506817672708,31.1690302551641,30.7585516411578,30.2210561718714,29.5655036864706,28.5200675010982,26.5859622347668,-25.9944488221849,-26.3843218107805,-26.8238726644605,-27.3382720998743,-27.9486401078669,-28.6790192032572,-29.5807658653794,-30.1795422254607,-31.5426582019813,-33.3809836033144,-35.5224875442364,-39.0493055902307,-45.513481218083
15.3499999999995,-6.56639932766436,-6.06171559140177,-5.4831183895263,-4.82003539186554,-4.0353772816551,-3.07817109798935,-1.92948320846569,-1.15083083468789,0.618131787056236,2.98796377915257,5.77781527666214,10.3391672751162,18.7196436777199,32.4591140468405,32.3465094256352,32.2078895630201,32.0614061358822,31.8898985298105,31.6657518838954,31.4207870950014,31.2417678174869,30.8408021414832,30.3166646182245,29.6753732013933,28.6534618582623,26.7644792083505,-25.8927147191761,-26.2847938342334,-26.7247711734938,-27.2413707440166,-27.8545212481554,-28.5875807859061,-29.4913038865357,-30.090936982799,-31.4589339285395,-33.304628397377,-35.4531884780554,-38.9926291333785,-45.4841228860703
15.3599999999995,-6.72324802327306,-6.22028272834438,-5.64132363498204,-4.9794618976785,-4.19631713949559,-3.24058497092985,-2.09369200972338,-1.31407796091841,0.450519002079366,2.81578148660319,5.60145456069835,10.1559347390084,18.5189255544563,32.5203657993267,32.4105973684377,32.273841023269,32.1298461552972,31.9628628394517,31.7434248823257,31.503833737961,31.3274644399515,30.9356721306544,30.4236534013163,29.7963772340703,28.7948754809982,26.9503762529827,-25.7971177760536,-26.1903146400934,-26.6325173882869,-27.1503842576187,-27.7665456999561,-28.5028399113959,-29.4101417282377,-30.0133864790331,-31.3861911327338,-33.2394348879195,-35.3978317947687,-38.9508102200066,-45.469301807439
15.3699999999995,-6.87926256795178,-6.3770517687116,-5.79916300965,-5.13751671735026,-4.35686251582959,-3.40266982284934,-2.25780254547413,-1.47797455086831,0.284451049421063,2.64214910444654,5.4234804026343,9.96973887323312,18.3154110589133,32.5776447185163,32.4702693234878,32.3358721415464,32.1943215679261,32.0320243042901,31.8171451340312,31.5829068464067,31.4094117882841,31.0257727262895,30.5273475639049,29.9144532189034,28.9334328816866,27.1334100080179,-25.6983821505645,-26.0932175547762,-26.5367091318964,-27.0568048505758,-27.6751617884605,-28.4144753111818,-29.3251043009326,-29.9314372374158,-31.3102237757105,-33.1694966683515,-35.3379336215377,-38.9031717549197,-45.4488210669312
15.3799999999995,-7.03287479940623,-6.53244700732919,-5.95538370653966,-5.2949776558046,-4.51603593861214,-3.56373011799552,-2.42123819257718,-1.64188524965483,0.117028386783408,2.46776363280853,5.24418924277101,9.78150281835819,18.1068282241642,32.6304199134419,32.5257188415432,32.3936227090436,32.2557856515156,32.0973015584579,31.8867462484786,31.6580342678508,31.4871995046003,31.1123199388207,30.6272137386926,30.0286550719991,29.0685647419503,27.3180122809394,-25.5975451140357,-25.993271834214,-26.4382390025039,-26.960807995711,-27.5812656198458,-28.3230161304831,-29.2367960752736,-29.8453142549455,-31.2293483256041,-33.0949773715011,-35.2728443147701,-38.8500675603085,-45.4248405051036
15.3899999999995,-7.18521557544269,-6.68596467903994,-6.10991518945575,-5.45065711416042,-4.67385355400401,-3.72358805171486,-2.5836210827466,-1.80514147655557,-0.0501376643821131,2.29354079240114,5.06448825231908,9.59254470454437,17.8977903366356,32.6806492555129,32.5783987193733,32.448748706197,32.3143106941297,32.1598839679322,31.9538233824483,31.7305999601423,31.5623181990388,31.1962571422278,30.7244212979822,30.1400364720462,29.2013672982157,27.4984234753795,-25.4954336800703,-25.8924340403334,-26.3388335167412,-26.8636535799693,-27.4860304139282,-28.2302353307334,-29.1469788773957,-29.7571767224832,-31.1461194778457,-33.0179620903833,-35.2045247243653,-38.7939120027601,-45.396213812015
15.3999999999995,-7.33572503486319,-6.83776868453142,-6.26275631048381,-5.60470656470323,-4.82999982887286,-3.88214992277763,-2.74464875974854,-1.96785947527577,-0.216484387159879,2.12241264489395,4.88524053555081,9.40390070627452,17.6886316606263,32.7294093121802,32.6299905266825,32.5026084593572,32.3715442070879,32.2209329415559,32.0196483389551,31.8016294530922,31.637029258678,31.2788266522755,30.8198051705507,30.2499019615738,29.3329859316657,27.6774531444803,-25.393684277317,-25.7922218421511,-26.2398521488733,-26.7668376423847,-27.3909331126831,-28.1374984161774,-29.0569806933436,-29.6691697834022,-31.0623422651156,-32.9422178154446,-35.1351424971246,-38.7368866379402,-45.3660848051066
15.4099999999995,-7.48623223738526,-6.98917010439463,-6.41524474938962,-5.75853478198618,-4.98600255913578,-4.04055229266153,-2.90566956385974,-2.13049241101741,-0.383170457120752,1.95027619428156,4.70536600163297,9.21447556572791,17.4785017769648,32.7771526109009,32.6796244759569,32.5544761277971,32.426942488665,32.2800902356414,32.0835645957603,31.870864521639,31.7094344352421,31.3597249204856,30.9135269268421,30.3579864315802,29.4629753522127,27.8548559712093,-25.2909203735156,-25.6904543715623,-26.1392313784075,-26.6684077066788,-27.2940876765057,-28.0430123030988,-28.9651949577792,-29.5789420242247,-30.9765544633649,-32.8638031211236,-35.0633524332132,-38.6774509179407,-45.333357748174
15.4199999999995,-7.63719443217292,-7.14122173027268,-6.5683721850121,-5.91313938966004,-5.14328242087417,-4.19968012408334,-3.06857388257848,-2.29419172254652,-0.551152998461852,1.77666256212279,4.52391356095743,9.0200453987678,17.2667266594841,32.8228705945865,32.7274125261937,32.6043016760531,32.4804616907034,32.3382742001146,32.1455018342314,31.9403753413989,31.779987361651,31.4389902746112,31.0062047612025,30.464406762273,29.5988053206279,28.030611157832,-25.1856761624136,-25.586190795921,-26.035929491041,-26.5673223010434,-27.1949917792404,-27.945821710148,-28.8718014588204,-29.4857956391044,-30.8878372761494,-32.7828673233253,-34.9883203232304,-38.6188507193957,-45.2973378173161
15.4299999999995,-7.78633285449982,-7.29170206466503,-6.72007627471451,-6.06650093045149,-5.2988793018637,-4.35788859507432,-3.22961166066199,-2.45618741701699,-0.718041372600774,1.60428913298882,4.34464678131672,8.82832821550601,17.0563445471162,32.8682739683242,32.774977743986,32.6542320461729,32.5337749291109,32.3956057211402,32.2074696093906,32.0080441354495,31.8503781498021,31.5183113521413,31.0982409891798,30.5708773056153,29.7316614795853,28.2062487329015,-25.0819411138244,-25.483275679321,-25.9341557714584,-26.4672739986594,-27.0967264192765,-27.8495810143163,-28.7784324747876,-29.3941907327851,-30.8002699795406,-32.7025301221687,-34.915524086932,-38.5599896950913,-45.2625932800176
15.4399999999995,-7.93333419965062,-7.44037004249322,-6.870751175016,-6.21833183389952,-5.45281282766467,-4.51483614777855,-3.38922024955328,-2.61664937512634,-0.883605046143491,1.43307540591248,4.16693200962215,8.63836423951998,16.8475107844578,32.9130557587433,32.8217706064757,32.7045514374312,32.5863046359113,32.4519969392289,32.2688225984171,32.0747241087351,31.9200868771511,31.5970203320835,31.1895984005357,30.6768857342592,29.8635722506201,28.3815012119849,-24.9797215590927,-25.3814005639825,-25.8338002624152,-26.3679728020118,-26.9991841115642,-27.7539864506386,-28.6855038591818,-29.3034375020248,-30.71341528594,-32.6226738064482,-34.8438177438814,-38.5019364901401,-45.2290119964427
15.4499999999995,-8.07876045992383,-7.58725219894818,-7.01991421981394,-6.36882398833109,-5.60546596296668,-4.67062378524409,-3.54777972036674,-2.77688102586135,-1.04797101254998,1.26249459200265,3.99027562909104,8.44957513357514,16.639422690244,32.9561671139994,32.866952631482,32.7531211396934,32.6371938685595,32.5068168931086,32.3286075258409,32.1399065999102,31.9897154954053,31.6744429445942,31.2796352107363,30.7813574619901,29.9939363310231,28.5557165042345,-24.8774066540756,-25.2797004325338,-25.7332069198794,-26.2683698802284,-26.9013509301419,-27.6579837405968,-28.5921268795435,-29.2128344695439,-30.6264719320443,-32.542129802739,-34.7716330910812,-38.4435114645982,-45.1951391944785
15.4599999999995,-8.22304946632515,-7.7329718582518,-7.16778130062314,-6.51842774104894,-5.75740192871666,-4.82569953128893,-3.7058969366163,-2.93673008012534,-1.21241969707603,1.09173387533116,3.81319638188944,8.26063206196548,16.4329205340207,32.9970168524196,32.9096834600198,32.7992044611657,32.6858064327494,32.5595390794288,32.3861590299687,32.2031367129767,32.0570237535049,31.7507424091785,31.3678874382841,30.8846939155147,30.1223292689467,28.7243297929105,-24.7739673860945,-25.176711601768,-25.6314231605425,-26.1673786917005,-26.8021371507121,-27.5604594986798,-28.4972397763604,-29.1202936733795,-30.5383227121025,-32.4596213136153,-34.6978902974042,-38.3829613309121,-45.1572503269312
15.4699999999995,-8.37159365353356,-7.88334639165228,-7.31967515212845,-6.67199368238875,-5.91395709826775,-4.9846064980076,-3.8685070938806,-3.10151658844312,-1.38163410178538,0.916323485003597,3.62928333319246,8.06421397712419,16.2176625811318,33.0366680643099,32.9524334065337,32.844564855044,32.7340606478925,32.6125283859347,32.4431328992842,32.2667389087432,32.1247881072576,31.826936230415,31.4563333905723,30.9878713104218,30.2514848900898,28.8945567953149,-24.6650744107764,-25.0690870148814,-25.5248897029156,-26.0620669655038,-26.698571287667,-27.4585264012766,-28.3982318148626,-29.0232715188144,-30.4453021286296,-32.3726568755759,-34.6171546436143,-38.315698867214,-45.1122193764467
15.4799999999995,-8.52029057859634,-8.03376020963286,-7.47129736256594,-6.8255520892405,-6.07077960469362,-5.14359910309411,-4.03161343712192,-3.26705198346778,-1.5518670787725,0.739883440703363,3.44627809951178,7.86641957351327,16.0008163574065,33.0758283130662,32.9942075925637,32.888597148826,32.7815652001784,32.664472719501,32.4999439862663,32.3293548014929,32.1915649718605,31.9021862023999,31.5440023811954,31.0892441086145,30.3798611074317,29.0641147838475,-24.5555377344699,-24.9604473829309,-25.41729978626,-25.9560131109379,-26.5936931148074,-27.3563448831722,-28.297741364371,-28.9245129883927,-30.3503191236274,-32.2838858218988,-34.5355222081263,-38.246280680945,-45.064931141254
15.4899999999995,-8.66798435721999,-8.18323565460813,-7.62254503063532,-6.97896550603997,-6.22676141131424,-5.30246027318151,-4.19433255893468,-3.43220584006475,-1.72189651434891,0.563493856029228,3.26256690341389,7.66887058782241,15.7841532145453,33.1140514116221,33.0351094735015,32.9323194074543,32.8289743755006,32.7159523831365,32.5562024271896,32.3913453238301,32.2578048035194,31.9771012515689,31.6312584527997,31.1915401919323,30.5077675089737,29.2333463511422,-24.4460670544021,-24.8518738188934,-25.309774376819,-25.8500088694607,-26.4891909718223,-27.2537421540081,-28.1970127648954,-28.8255989634547,-30.2552047372199,-32.1947523088289,-34.4541070953462,-38.1766380967961,-45.0174995656874
15.4999999999995,-8.81501663337764,-8.33100368579387,-7.77257595112793,-7.13095861646259,-6.38120660769198,-5.46023994349012,-4.35516717295565,-3.5958719638977,-1.89011455571534,0.390176048552097,3.08026000809244,7.47286019945112,15.5691376447866,33.1538201163274,33.0751963622612,32.9758762695233,32.8755667783797,32.7664245145572,32.6120734777796,32.452889753903,32.3232804883906,32.0513696563309,31.7172602087947,31.2931972741859,30.6350626674143,29.4020763375377,-24.3388034829497,-24.7441926764673,-25.2033003183954,-25.7446081619172,-26.3852179068652,-27.1518335342895,-28.0977225809474,-28.7274085244929,-30.1612551006156,-32.1074362573468,-34.3734572822783,-38.1079228668654,-44.9712139823243
15.5099999999995,-8.95895814952378,-8.47617327239878,-7.92026948939425,-7.28063161227545,-6.53311294450975,-5.61589583915282,-4.51379991946288,-3.75712198833628,-2.05657578874292,0.21846157041725,2.90005768654832,7.27940616432779,15.3566557119692,33.1904909017702,33.1131945212287,33.0175682788841,32.9201307205978,32.8146494734845,32.6661616884891,32.5120454096505,32.3866377652855,32.1240874549324,31.80152683199,31.3933367617559,30.7606039671721,29.5692728605768,-24.2315327522464,-24.6370212488299,-25.0972987894899,-25.6394991083223,-26.2815365289748,-27.0502658493363,-27.9982454901876,-28.6295157769492,-30.0675116661895,-32.0199884024073,-34.2933944483042,-38.0400101314999,-44.925928572546
15.5199999999995,-9.09991525062173,-8.61831519359242,-8.06485629942989,-7.427292969861,-6.68228205921097,-5.76857208107329,-4.67023455621681,-3.91594005286707,-2.22153246576165,0.0490605608927837,2.72208193512094,7.08819457270331,15.1458250982699,33.2222710094009,33.1464048681002,33.054266980029,32.9599375923152,32.8584579518669,32.7155433549837,32.5679478486307,32.4456627832892,32.1941488819893,31.8816522850937,31.4892624283003,30.8821500500843,29.7331702424826,-24.1223557587792,-24.5280896745078,-24.9894106805991,-25.5326446224542,-26.1761758926559,-26.9469712739104,-27.8977132924139,-28.5297227304221,-29.9726164162277,-31.9307128459865,-34.2113443634212,-37.9703446227876,-44.8789953407525
15.5299999999995,-9.23891337764479,-8.75882726811103,-8.20737923856157,-7.57200730736109,-6.82987898534117,-5.91935348299269,-4.8249155681719,-4.07312635762753,-2.38311752074325,-0.11917093064262,2.54511367218379,6.89940305308641,14.9354057027752,33.250550097183,33.1768822800808,33.0872537544024,32.9963116980374,32.8993444190796,32.7615283567773,32.6205341950341,32.5020129900584,32.2598250576816,31.958888475768,31.5821674500327,30.9980689754578,29.8946236636963,-24.0116367195382,-24.4180550119698,-24.8798745158409,-25.4243043906763,-26.0694654337385,-26.8421748737846,-27.7956186268622,-28.4288866324309,-29.8767075369383,-31.8397175451254,-34.1272811222165,-37.8974720285442,-44.8300293664715
15.5399999999995,-9.37744177865731,-8.89869679959078,-8.34955393867976,-7.71650664116539,-6.97718548963901,-6.06991209478442,-4.97941826115086,-4.23053127737424,-2.544368482888,-0.287623881083568,2.36814820286503,6.71068776187232,14.7242087943494,33.2773624553101,33.2056290189181,33.1189642140184,33.0315394756825,32.9389232137733,32.8063203737331,32.6719157174488,32.5570560169205,32.3241300494614,32.0361558123714,31.6743178863371,31.1133935458355,30.0552080065634,-23.8999206766528,-24.3069322193273,-24.7694102753386,-25.3150328345171,-25.9617377241343,-26.7364082789486,-27.692497456298,-28.3265247395462,-29.7797615665734,-31.7485319312878,-34.0424660892021,-37.8240813077079,-44.7794168009127
15.5499999999995,-9.51666202328372,-9.03920715444555,-8.49205644810212,-7.8618408862663,-7.12539926287517,-6.22135229412423,-5.13499761743706,-4.3894072605797,-2.7072138300816,-0.457732860497259,2.18906798182527,6.51905309792017,14.5098675281177,33.303354657227,33.2335211115103,33.1496105406596,33.0660643379527,32.9778073839099,32.8503209461702,32.7226579502152,32.6114415189735,32.3879989430476,32.1125122918501,31.7656091937126,31.2282703143176,30.2151976706703,-23.7866926339433,-24.1943139570647,-24.6575540925575,-25.2042234516864,-25.8524081210348,-26.628968652046,-27.5876603327782,-28.2220342583938,-29.680785112966,-31.6547794313529,-33.9546771755379,-37.7473234122378,-44.7250651987879
15.5599999999995,-9.65699826070545,-9.18082086961561,-8.63607963749267,-8.00840716825301,-7.27504713835433,-6.37428601682937,-5.29232847849301,-4.54782388235721,-2.87264388437068,-0.629712240377205,2.00775709344039,6.3238559324051,14.2913416590583,33.3286778497889,33.2606757041156,33.1801577998921,33.0998052973297,33.0160547506681,32.8935811538665,32.7727530390892,32.6653987406274,32.4511565721468,32.186302904681,31.8539952650747,31.3427904912824,30.3750014060481,-23.6716795890834,-24.0798548345,-24.5440781623995,-25.0913981290767,-25.7410076123138,-26.5192951370372,-27.4804245605962,-28.1175748582702,-29.5785126877761,-31.5565906643037,-33.8617523585151,-37.6666464236875,-44.6663430651065
15.5699999999995,-9.79814487484803,-9.32331747744779,-8.78187077691118,-8.15593839577503,-7.42597821489408,-6.52897828566579,-5.44764346670144,-4.70993936336321,-3.04091174100347,-0.805347316956032,1.82233545093748,6.12439500672267,14.0675274400685,33.3529759521184,33.2867389831468,33.2108282243112,33.1321802684745,33.0532084880488,32.9362709750477,32.8203662439141,32.7182155357253,32.5131922644942,32.2600793403347,31.9425306058359,31.4568218134463,30.5339631209522,-23.5548310772704,-23.963421505699,-24.4289574474,-24.9762418726994,-25.6272302731548,-26.4072926893819,-27.3727227772126,-28.0082761723621,-29.4722805234907,-31.4547320233787,-33.7648660567734,-37.581216820169,-44.6014905610208
