"Time [ms]","Moving1.Torque [NewtonMeter] - a='0mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='5mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='10mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='15mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='20mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='25mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='30mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='35mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='40mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='45mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='50mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='55mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='60mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='65mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='70mm' b='0.79'","Moving1.Torque [NewtonMeter] - a='60mm' b='0.7'"
18.1099999999994,,,,,,,,,,,,,,,,0.51780081262186
18.1199999999994,,,,,,,,,,,,,,,,0.524127343817453
18.1299999999994,,,,,,,,,,,,,,,,0.523131246400803
18.1399999999994,,,,,,,,,,,,,,,,0.531538384697496
18.1499999999994,,,,,,,,,,,,,,,,0.548751803403579
18.1599999999994,,,,,,,,,,,,,,,,0.541936111036233
18.1699999999994,,,,,,,,,,,,,,,,0.512445525080488
18.1799999999994,,,,,,,,,,,,,,,,0.458466180930929
18.1899999999994,,,,,,,,,,,,,,,,0.392715160557758
18.1999999999994,,,,,,,,,,,,,,,,0.330760064407917
18.1999999999999,-0.229651114408695,-0.159704806602787,-0.248211794998093,-1.04338039357727,-1.24808693294021,-1.36605575578114,-1.40774138166152,-1.55816603248104,-1.59970576613496,-1.85261932536897,0.746640120675406,0.838129084319552,1.10102329562409,-0.794407520589343,-0.167546115036732,
18.2099999999994,,,,,,,,,,,,,,,,0.299713429642431
18.2199999999994,,,,,,,,,,,,,,,,0.280912763942407
18.2299999999994,,,,,,,,,,,,,,,,0.253275992709413
18.2399999999994,,,,,,,,,,,,,,,,0.205875150371234
18.2499999999994,,,,,,,,,,,,,,,,0.135430263743667
18.2599999999994,,,,,,,,,,,,,,,,0.0589297989652166
18.2699999999994,,,,,,,,,,,,,,,,-0.000195076807827922
18.2799999999994,,,,,,,,,,,,,,,,-0.0458684545640668
18.2899999999994,,,,,,,,,,,,,,,,-0.0835166349400179
18.2999999999994,,,,,,,,,,,,,,,,-0.12267928651228
18.2999999999999,-0.556448373334503,-0.411126611032219,-0.408720511456713,-1.1708425829399,-0.818717618616973,-0.817164896422552,-0.808905005809056,-0.794278178742725,-1.09948864398223,-1.04441408767493,-0.281418453785371,-0.20150964434798,-0.223175972175887,-0.420589409875746,-0.228696539959352,
18.3099999999994,,,,,,,,,,,,,,,,-0.16910787468164
18.3199999999994,,,,,,,,,,,,,,,,-0.197639744148266
18.3299999999994,,,,,,,,,,,,,,,,-0.23597117636482
18.3399999999994,,,,,,,,,,,,,,,,-0.295472459825243
18.3499999999994,,,,,,,,,,,,,,,,-0.381145783514974
18.3599999999994,,,,,,,,,,,,,,,,-0.477773992671048
18.3699999999994,,,,,,,,,,,,,,,,-0.544274455978031
18.3799999999994,,,,,,,,,,,,,,,,-0.580347841122151
18.3899999999994,,,,,,,,,,,,,,,,-0.59461253530708
18.3999999999994,,,,,,,,,,,,,,,,-0.590810646870012
18.3999999999999,-2.32814080082846,-1.70504676710984,-1.56011336554708,-1.08054303392368,-0.708299412376787,-0.509331536916525,-0.23839962209865,0.0841474844816554,0.174634763695874,0.451440403336229,-0.929492706057551,-1.13733520350856,-1.34263648313146,0.163648731028011,-0.419037095726655,
18.4099999999994,,,,,,,,,,,,,,,,-0.579710611334069
18.4199999999994,,,,,,,,,,,,,,,,-0.579346289189601
18.4299999999994,,,,,,,,,,,,,,,,-0.661932760547081
18.4399999999994,,,,,,,,,,,,,,,,-0.752834423560369
18.4499999999994,,,,,,,,,,,,,,,,-0.826098841628128
18.4599999999994,,,,,,,,,,,,,,,,-0.869378018858183
18.4699999999994,,,,,,,,,,,,,,,,-0.884547874482992
18.4799999999994,,,,,,,,,,,,,,,,-0.89173814213985
18.4899999999994,,,,,,,,,,,,,,,,-0.897323321068702
18.4999999999994,,,,,,,,,,,,,,,,-0.91344275221711
18.4999999999999,2.08214263891342,1.20069586595918,1.14333546258225,1.73763835588499,1.74141152279145,1.68183370906025,1.72151379353718,1.7808710116687,1.80177525030018,1.84230380012847,-1.35130659462801,-1.72691765661002,-1.96925475021059,0.446918065612666,-0.485645156865335,
18.5099999999994,,,,,,,,,,,,,,,,-0.945039522603799
18.5199999999994,,,,,,,,,,,,,,,,-0.980581308842464
18.5299999999994,,,,,,,,,,,,,,,,-1.00973161558338
18.5399999999994,,,,,,,,,,,,,,,,-1.05235242653154
18.5499999999994,,,,,,,,,,,,,,,,-1.09877212408611
18.5599999999994,,,,,,,,,,,,,,,,-1.13017332920682
18.5699999999994,,,,,,,,,,,,,,,,-1.13710750809028
18.5799999999994,,,,,,,,,,,,,,,,-1.13089137752252
18.5899999999994,,,,,,,,,,,,,,,,-1.11458207008899
18.5999999999994,,,,,,,,,,,,,,,,-1.0838258060329
18.5999999999999,2.86564769150412,2.44926300829077,2.30734731977553,2.93002944073789,2.67983654395585,2.62826092244425,2.51071391187291,2.44268153678539,2.21108563560292,2.09837028607037,-1.14049303921288,-1.57167867186414,-1.96392015436689,0.395145492716167,-0.460114703381878,
18.6099999999994,,,,,,,,,,,,,,,,-1.06309549280621
18.6199999999994,,,,,,,,,,,,,,,,-1.06848730544852
18.6299999999994,,,,,,,,,,,,,,,,-1.10727804225891
18.6399999999994,,,,,,,,,,,,,,,,-1.17880914268999
18.6499999999994,,,,,,,,,,,,,,,,-1.09961355782247
18.6599999999994,,,,,,,,,,,,,,,,-1.02069305616434
18.6699999999994,,,,,,,,,,,,,,,,-0.954764282941763
18.6799999999994,,,,,,,,,,,,,,,,-0.916750139306379
18.6899999999994,,,,,,,,,,,,,,,,-0.904568329151379
18.6999999999994,,,,,,,,,,,,,,,,-0.890011529173896
18.6999999999999,1.55678328900156,1.42280676270583,1.3706412393764,1.44419329196251,1.21203795793454,1.25920876186491,1.18879078577437,1.05787522507825,0.884336931443904,0.786891875442881,-0.422243574047513,-0.747624715482776,-1.08773382917795,-0.250602219481392,-0.426941213770997,
18.7099999999994,,,,,,,,,,,,,,,,-0.869784114214322
18.7199999999994,,,,,,,,,,,,,,,,-0.839447771354382
18.7299999999994,,,,,,,,,,,,,,,,-0.791732722097946
18.7399999999994,,,,,,,,,,,,,,,,-0.730002845635822
18.7499999999994,,,,,,,,,,,,,,,,-0.661370680778078
18.7599999999994,,,,,,,,,,,,,,,,-0.60738030626739
18.7699999999994,,,,,,,,,,,,,,,,-0.556281394974276
18.7799999999994,,,,,,,,,,,,,,,,-0.513289253317323
18.7899999999994,,,,,,,,,,,,,,,,-0.476393317329788
18.7999999999994,,,,,,,,,,,,,,,,-0.431018012382574
18.7999999999999,-2.97395700904419,-1.72684525015833,-1.59468738364467,-1.6048151707155,-1.68485553127045,-1.4267284166996,-1.326847353564,-1.33239698767924,-1.38142034536682,-1.38128890668986,0.261039810082254,0.266189928986045,0.271619847333047,-0.84588734174515,-0.228514962381749,
18.8099999999994,,,,,,,,,,,,,,,,-0.381549163944625
18.8199999999994,,,,,,,,,,,,,,,,-0.327339828415665
18.8299999999994,,,,,,,,,,,,,,,,-0.243362077874273
18.8399999999994,,,,,,,,,,,,,,,,-0.129021361945893
18.8499999999994,,,,,,,,,,,,,,,,0.00993074612209288
18.8599999999994,,,,,,,,,,,,,,,,0.155625995514164
18.8699999999994,,,,,,,,,,,,,,,,0.1026151822934
18.8799999999994,,,,,,,,,,,,,,,,0.0888462269186083
18.8899999999994,,,,,,,,,,,,,,,,0.117502469453786
18.8999999999994,,,,,,,,,,,,,,,,0.182833012601767
18.8999999999999,-3.15378786767354,-2.28153769490789,-2.19881220340473,-2.8889442316447,-3.12147978797785,-2.81836477730254,-2.7946098864679,-2.88692885710225,-3.0167372367853,-2.99274386469407,0.521910730192073,0.775614074801112,1.2246517766807,-1.36301510219844,-0.213694744867956,
18.9099999999994,,,,,,,,,,,,,,,,0.268347705916018
18.9199999999994,,,,,,,,,,,,,,,,0.338576310253121
18.9299999999994,,,,,,,,,,,,,,,,0.392703727695891
18.9399999999994,,,,,,,,,,,,,,,,0.433267223639266
18.9499999999994,,,,,,,,,,,,,,,,0.459729154842309
18.9599999999994,,,,,,,,,,,,,,,,0.478672700014872
18.9699999999994,,,,,,,,,,,,,,,,0.498055531514162
18.9799999999994,,,,,,,,,,,,,,,,0.508028167526882
18.9899999999994,,,,,,,,,,,,,,,,0.520586276594579
18.9999999999994,,,,,,,,,,,,,,,,0.54467433337997
18.9999999999999,-4.5508200208249,-2.55045773679001,-2.45876920723795,-2.96253330643158,-3.40065879867681,-2.97306814855075,-2.97154348331453,-3.06024153072512,-3.3228913906438,-3.26507398143254,0.341916863484127,0.686308148587209,1.12170458689852,-1.16779984649802,-0.0228744238149878,
19.0099999999994,,,,,,,,,,,,,,,,0.579119095869845
19.0199999999994,,,,,,,,,,,,,,,,0.600797262099234
19.0299999999994,,,,,,,,,,,,,,,,0.611944578589002
19.0399999999994,,,,,,,,,,,,,,,,0.625143436026549
19.0499999999994,,,,,,,,,,,,,,,,0.616495500853449
19.0599999999994,,,,,,,,,,,,,,,,0.581501085237199
19.0699999999994,,,,,,,,,,,,,,,,0.509909042178304
19.0799999999994,,,,,,,,,,,,,,,,0.436749400119602
19.0899999999994,,,,,,,,,,,,,,,,0.458026940341007
19.0999999999994,,,,,,,,,,,,,,,,0.468690036569165
19.0999999999999,-1.87446174921206,-1.77281529710884,-1.77744185834318,-2.10275165675796,-1.73706969100913,-1.9778077965331,-1.82759024779224,-1.76379486157983,-1.57009978882221,-1.64109690578435,-0.0752007177820398,0.153694694149037,0.413574469662495,-0.694134629702374,0.0393945482233418,
19.1099999999994,,,,,,,,,,,,,,,,0.461939846908338
19.1199999999994,,,,,,,,,,,,,,,,0.438567613249176
19.1299999999994,,,,,,,,,,,,,,,,0.405436670847179
19.1399999999994,,,,,,,,,,,,,,,,0.343615158080809
19.1499999999994,,,,,,,,,,,,,,,,0.249458509265651
19.1599999999994,,,,,,,,,,,,,,,,0.158850837816141
19.1699999999994,,,,,,,,,,,,,,,,0.0883287060434314
19.1799999999994,,,,,,,,,,,,,,,,0.0381810520907918
19.1899999999994,,,,,,,,,,,,,,,,-0.00260203084139297
19.1999999999994,,,,,,,,,,,,,,,,-0.0379469588864431
19.1999999999999,-0.812585128574332,-0.869717451858154,-0.875427630985945,-0.308617013675991,0.107094598572501,-0.145949160956965,0.0787614102578768,0.114134673719863,0.465679588408136,0.390601152571574,-0.54141481299178,-0.590839542117249,-0.645110580909001,-0.0205643766564443,-0.0483155021426565,
19.2099999999994,,,,,,,,,,,,,,,,-0.065350391704875
19.2199999999994,,,,,,,,,,,,,,,,-0.0964704071482942
19.2299999999994,,,,,,,,,,,,,,,,-0.142778124041283
19.2399999999994,,,,,,,,,,,,,,,,-0.209264177491907
19.2499999999994,,,,,,,,,,,,,,,,-0.287585407172979
19.2599999999994,,,,,,,,,,,,,,,,-0.35799537183004
19.2699999999994,,,,,,,,,,,,,,,,-0.407987530374003
19.2799999999994,,,,,,,,,,,,,,,,-0.439505188934364
19.2899999999994,,,,,,,,,,,,,,,,-0.457865878647432
19.2999999999994,,,,,,,,,,,,,,,,-0.471639600870299
19.2999999999999,1.71491644968788,1.31409882323073,1.15045860062272,2.09221745457677,2.15755437966071,1.98850911164595,2.08443194299702,2.05326428571375,2.10963512207328,1.9645269259665,-0.91564801141176,-1.18088471077598,-1.51677698879904,0.591469044077813,-0.185226859137786,
19.3099999999994,,,,,,,,,,,,,,,,-0.537353714185277
19.3199999999994,,,,,,,,,,,,,,,,-0.615781298742741
19.3299999999994,,,,,,,,,,,,,,,,-0.68473070124252
19.3399999999994,,,,,,,,,,,,,,,,-0.727381055874222
19.3499999999994,,,,,,,,,,,,,,,,-0.745486502437611
19.3599999999994,,,,,,,,,,,,,,,,-0.744644225640499
19.3699999999994,,,,,,,,,,,,,,,,-0.739034699855883
19.3799999999994,,,,,,,,,,,,,,,,-0.742129868914695
19.3899999999994,,,,,,,,,,,,,,,,-0.759657400607487
19.3999999999994,,,,,,,,,,,,,,,,-0.794760582305898
19.3999999999999,1.80140482114691,2.13465085046274,1.97248265183088,2.70982127693895,2.59488679566332,2.61354234961602,2.69252582123207,2.52074528109675,2.54268274491981,2.33324848180182,-1.11720816368796,-1.45668276614154,-1.72158348560392,0.69851335899094,-0.324863953922906,
19.4099999999994,,,,,,,,,,,,,,,,-0.836823185370796
19.4199999999994,,,,,,,,,,,,,,,,-0.846690989231269
19.4299999999994,,,,,,,,,,,,,,,,-0.872721512592333
19.4399999999994,,,,,,,,,,,,,,,,-0.917144552114258
19.4499999999994,,,,,,,,,,,,,,,,-0.976889416558855
19.4599999999994,,,,,,,,,,,,,,,,-1.02563150426634
19.4699999999994,,,,,,,,,,,,,,,,-1.05035905545665
19.4799999999994,,,,,,,,,,,,,,,,-1.0631529192714
19.4899999999994,,,,,,,,,,,,,,,,-1.0572995268479
19.4999999999994,,,,,,,,,,,,,,,,-1.00861382846742
19.4999999999999,2.68645320893616,2.37110760275927,2.11575630447474,2.31562424353227,2.15448730130844,2.08328706254337,1.98943377544354,1.72310031289037,1.73342371332214,1.52316792214235,-0.603829224673538,-0.87588349449719,-1.12573837472679,0.320853017214783,-0.357702528042151,
19.5099999999994,,,,,,,,,,,,,,,,-0.954388893345096
19.5199999999994,,,,,,,,,,,,,,,,-0.92585580950347
19.5299999999994,,,,,,,,,,,,,,,,-0.948835149633844
19.5399999999994,,,,,,,,,,,,,,,,-0.969755908739342
19.5499999999994,,,,,,,,,,,,,,,,-0.968916823800392
19.5599999999994,,,,,,,,,,,,,,,,-0.943772940438809
19.5699999999994,,,,,,,,,,,,,,,,-0.902431462142704
19.5799999999994,,,,,,,,,,,,,,,,-0.856129641642836
19.5899999999994,,,,,,,,,,,,,,,,-0.795703219337826
19.5999999999994,,,,,,,,,,,,,,,,-0.734901356747653
19.5999999999999,-0.890347447518189,-0.278962592267774,-0.187315589468737,-0.355745667174577,-0.356014635542882,-0.126302098645106,-0.0978716695152374,-0.339784684900211,-0.282184463307774,-0.362641885165066,0.0811677978142473,0.0845503995821241,0.0435040520467757,-0.31781422611351,-0.309565044623955,
19.6099999999994,,,,,,,,,,,,,,,,-0.679107671425045
19.6199999999994,,,,,,,,,,,,,,,,-0.628454192912716
19.6299999999994,,,,,,,,,,,,,,,,-0.580436281194657
19.6399999999994,,,,,,,,,,,,,,,,-0.534630047076664
19.6499999999994,,,,,,,,,,,,,,,,-0.503207155284966
19.6599999999994,,,,,,,,,,,,,,,,-0.470426104914373
19.6699999999994,,,,,,,,,,,,,,,,-0.425478684307721
19.6799999999994,,,,,,,,,,,,,,,,-0.364653989091596
19.6899999999994,,,,,,,,,,,,,,,,-0.281568688430848
19.6999999999994,,,,,,,,,,,,,,,,-0.178695746262171
19.6999999999999,-3.48880086624328,-2.50584537569711,-2.30634466753759,-2.71110112251814,-2.65051317893002,-2.32649483293702,-2.27608906713184,-2.42881134148377,-2.38356812467892,-2.38304040674944,0.529445820587033,0.798022606742137,1.18093011186649,-0.847479120546758,-0.268051916903473,
19.7099999999994,,,,,,,,,,,,,,,,-0.060503179241648
19.7199999999994,,,,,,,,,,,,,,,,0.0531635965519
19.7299999999994,,,,,,,,,,,,,,,,0.144408847660873
19.7399999999994,,,,,,,,,,,,,,,,0.20592299546972
19.7499999999994,,,,,,,,,,,,,,,,0.254672720146213
19.7599999999994,,,,,,,,,,,,,,,,0.285665115700641
19.7699999999994,,,,,,,,,,,,,,,,0.306199319061589
19.7799999999994,,,,,,,,,,,,,,,,0.3282843180645
19.7899999999994,,,,,,,,,,,,,,,,0.360958106025029
19.7999999999994,,,,,,,,,,,,,,,,0.415177765078151
19.7999999999999,-3.98498717502037,-2.72919393481999,-2.69809841407994,-3.35053352628961,-3.37743585311196,-2.97024665198292,-3.0146012478192,-3.27085274810895,-3.27346022550535,-3.25519859813026,0.296962767661901,0.844439017337349,1.44161956336377,-1.09221738230753,-0.23855789685701,
19.8099999999994,,,,,,,,,,,,,,,,0.470530669480471
19.8199999999994,,,,,,,,,,,,,,,,0.511507870140164
19.8299999999994,,,,,,,,,,,,,,,,0.534847051107796
19.8399999999994,,,,,,,,,,,,,,,,0.541099436123707
19.8499999999994,,,,,,,,,,,,,,,,0.538915779482075
19.8599999999994,,,,,,,,,,,,,,,,0.537930107758851
19.8699999999994,,,,,,,,,,,,,,,,0.531137573393563
19.8799999999994,,,,,,,,,,,,,,,,0.528984599604357
19.8899999999994,,,,,,,,,,,,,,,,0.527968865604024
19.8999999999994,,,,,,,,,,,,,,,,0.516840983331689
19.8999999999999,-1.81148571721126,-1.36814612302494,-1.40575399779398,-2.1989063610326,-2.24681723442244,-2.22176308885872,-2.22498077474201,-2.29239586494024,-2.12226301519257,-2.06893432899051,0.118526074039147,0.481291775277734,0.8355989960832,-0.671812453319636,-0.0245752214676885,
19.9099999999994,,,,,,,,,,,,,,,,0.472992904146861
19.9199999999994,,,,,,,,,,,,,,,,0.418503277300319
19.9299999999994,,,,,,,,,,,,,,,,0.355620709316136
19.9399999999994,,,,,,,,,,,,,,,,0.282375661425425
19.9499999999994,,,,,,,,,,,,,,,,0.194726552158531
19.9599999999994,,,,,,,,,,,,,,,,0.135480780643611
19.9699999999993,,,,,,,,,,,,,,,,0.143764401389643
19.9799999999993,,,,,,,,,,,,,,,,0.152253901283451
19.9899999999993,,,,,,,,,,,,,,,,0.144985537845714
19.9999999999993,,,,,,,,,,,,,,,,0.119095412153267
19.9999999999999,-0.455737423094968,-0.741109486649094,-0.557618416049449,-0.698650757155905,-0.523719617208069,-0.693398507490317,-0.573815581955068,-0.191544714455913,0.0470078508939917,0.0632305184998129,-0.160005383113568,-0.190916446818613,-0.166768745025223,0.00537075365022044,0.0142235028847181,
20.0099999999993,,,,,,,,,,,,,,,,0.0717977577630042
20.0199999999993,,,,,,,,,,,,,,,,-0.000210459088548019
20.0299999999993,,,,,,,,,,,,,,,,-0.0831520858494563
20.0399999999993,,,,,,,,,,,,,,,,-0.152759633031014
20.0499999999993,,,,,,,,,,,,,,,,-0.19687524200936
20.0599999999993,,,,,,,,,,,,,,,,-0.207707889963401
20.0699999999993,,,,,,,,,,,,,,,,-0.228104316090042
20.0799999999993,,,,,,,,,,,,,,,,-0.260369053497395
20.0899999999993,,,,,,,,,,,,,,,,-0.265239383519038
20.0999999999993,,,,,,,,,,,,,,,,-0.253628578920565
20.0999999999999,1.07575777315638,0.731723183868668,0.748722048436619,1.59819439371507,1.694297136594,1.68724010668602,1.76097407106577,1.79631271142847,1.83861521222806,1.89271972466011,-0.349995304612266,-0.707150140424262,-1.0103578577732,0.612512571834274,0.00451238775202389,
20.1099999999993,,,,,,,,,,,,,,,,-0.245619522114576
20.1199999999993,,,,,,,,,,,,,,,,-0.262901040241167
20.1299999999993,,,,,,,,,,,,,,,,-0.296202027457427
20.1399999999993,,,,,,,,,,,,,,,,-0.335276430802504
20.1499999999993,,,,,,,,,,,,,,,,-0.373892815381879
20.1599999999993,,,,,,,,,,,,,,,,-0.404838543009854
20.1699999999993,,,,,,,,,,,,,,,,-0.420575917682157
20.1799999999993,,,,,,,,,,,,,,,,-0.442623452378894
20.1899999999993,,,,,,,,,,,,,,,,-0.486358689652315
20.1999999999993,,,,,,,,,,,,,,,,-0.521418347111856
20.1999999999999,3.31217197659823,2.53660306322191,2.44144709393903,3.23959922524475,3.2401093407335,3.31885186523319,3.23339870379943,2.99637215793252,2.87366372911956,2.83544204924526,-0.685110858719494,-1.07020351461119,-1.44591993495784,0.846095153074185,-0.195110961860394,
20.2099999999993,,,,,,,,,,,,,,,,-0.541556043544356
20.2199999999993,,,,,,,,,,,,,,,,-0.542596681646384
20.2299999999993,,,,,,,,,,,,,,,,-0.526255676374097
20.2399999999993,,,,,,,,,,,,,,,,-0.504364426307374
20.2499999999993,,,,,,,,,,,,,,,,-0.478481277306755
20.2599999999993,,,,,,,,,,,,,,,,-0.460632149552031
20.2699999999993,,,,,,,,,,,,,,,,-0.460847940885894
20.2799999999993,,,,,,,,,,,,,,,,-0.479791036734086
20.2899999999993,,,,,,,,,,,,,,,,-0.470760815437885
20.2999999999993,,,,,,,,,,,,,,,,-0.42982297269626
20.2999999999999,3.79720642410762,2.97065177220962,2.92622988169336,3.29160796600704,3.18786450088137,3.25479934889183,2.98776562881605,2.66916390935311,2.59648493388555,2.5587537719727,-0.342455714300427,-0.704685252945132,-1.1595289379687,0.532970687982415,-0.176965910329873,
20.3099999999993,,,,,,,,,,,,,,,,-0.410610196091254
20.3199999999993,,,,,,,,,,,,,,,,-0.417857786812084
20.3299999999993,,,,,,,,,,,,,,,,-0.435340593980198
20.3399999999993,,,,,,,,,,,,,,,,-0.449952833594468
20.3499999999993,,,,,,,,,,,,,,,,-0.427140625168353
20.3599999999993,,,,,,,,,,,,,,,,-0.38954164411868
20.3699999999993,,,,,,,,,,,,,,,,-0.335428200871043
20.3799999999993,,,,,,,,,,,,,,,,-0.25961813904378
20.3899999999993,,,,,,,,,,,,,,,,-0.156372117311723
20.3999999999993,,,,,,,,,,,,,,,,-0.15266097176604
20.3999999999999,1.55076053648785,1.22440479856013,1.23034038572969,1.3836245569685,1.27416676919462,1.31757225633674,1.14047591607301,0.860824917985178,0.747599021905931,0.74668213901779,0.284261223714767,0.114503391510299,-0.0943842310463548,-0.0591133295034678,-0.0763852532773344,
20.4099999999993,,,,,,,,,,,,,,,,-0.225588994904929
20.4199999999993,,,,,,,,,,,,,,,,-0.252226709514933
20.4299999999993,,,,,,,,,,,,,,,,-0.237342066168249
20.4399999999993,,,,,,,,,,,,,,,,-0.194142448087248
20.4499999999993,,,,,,,,,,,,,,,,-0.137331344634304
20.4599999999993,,,,,,,,,,,,,,,,-0.0788698492466694
20.4699999999993,,,,,,,,,,,,,,,,-0.0251863343670503
20.4799999999993,,,,,,,,,,,,,,,,0.0271914157211514
20.4899999999993,,,,,,,,,,,,,,,,0.0777451139512552
20.4999999999993,,,,,,,,,,,,,,,,0.128323331722349
20.4999999999999,-2.75618822012384,-1.97883612297076,-1.64263748242586,-1.96662189430792,-1.93450757661481,-1.66857112999873,-1.66850397204705,-1.64842511552992,-1.63213131866083,-1.47420799106052,0.508454172457697,0.711477422125369,0.950322321941469,-0.576306723634353,0.00730846402708677,
20.5099999999993,,,,,,,,,,,,,,,,0.180641600844671
20.5199999999993,,,,,,,,,,,,,,,,0.220585408371447
20.5299999999993,,,,,,,,,,,,,,,,0.255330610718954
20.5399999999993,,,,,,,,,,,,,,,,0.288851111295614
20.5499999999993,,,,,,,,,,,,,,,,0.328176213939998
20.5599999999993,,,,,,,,,,,,,,,,0.373386063146246
20.5699999999993,,,,,,,,,,,,,,,,0.427083131687364
20.5799999999993,,,,,,,,,,,,,,,,0.490477229868425
20.5899999999993,,,,,,,,,,,,,,,,0.567637643579298
20.5999999999993,,,,,,,,,,,,,,,,0.66760812729255
20.5999999999999,-2.53817788568396,-2.22893695626871,-1.9685535979832,-2.91286636708213,-2.9912657507955,-2.80962709407865,-3.00490387777154,-3.02800615983244,-3.14199636706386,-2.93439183474526,0.320021107266803,0.814745547125912,1.44196439676709,-0.812204155430253,0.012806616774146,
20.6099999999993,,,,,,,,,,,,,,,,0.802094545157527
20.6199999999993,,,,,,,,,,,,,,,,0.83815526766629
20.6299999999993,,,,,,,,,,,,,,,,0.795429535889031
20.6399999999993,,,,,,,,,,,,,,,,0.76125947638399
20.6499999999993,,,,,,,,,,,,,,,,0.742843478964338
20.6599999999993,,,,,,,,,,,,,,,,0.739420140064422
20.6699999999993,,,,,,,,,,,,,,,,0.739458390023116
20.6799999999993,,,,,,,,,,,,,,,,0.77739570073694
20.6899999999993,,,,,,,,,,,,,,,,0.814534005055866
20.6999999999993,,,,,,,,,,,,,,,,0.836147885373306
20.6999999999999,-2.28328428374209,-1.95916928810194,-1.74302058974231,-2.72619131754418,-2.80170209807594,-2.56242621480493,-2.87208557414761,-2.93756030705857,-2.8921776408267,-2.5448071796432,0.0437422616580403,0.595380736735973,1.16531605637748,-0.686875912307914,-0.048714058705844,
20.7099999999993,,,,,,,,,,,,,,,,0.825527162560895
20.7199999999993,,,,,,,,,,,,,,,,0.777690028729907
20.7299999999993,,,,,,,,,,,,,,,,0.760023743681289
20.7399999999993,,,,,,,,,,,,,,,,0.752696115483052
20.7499999999993,,,,,,,,,,,,,,,,0.716806424297672
20.7599999999993,,,,,,,,,,,,,,,,0.654779128637212
20.7699999999993,,,,,,,,,,,,,,,,0.5805302050043
20.7799999999993,,,,,,,,,,,,,,,,0.515429832848333
20.7899999999993,,,,,,,,,,,,,,,,0.463023162868464
20.7999999999993,,,,,,,,,,,,,,,,0.410628825422527
20.7999999999999,-1.05411412964061,-0.968511516530201,-1.19805014835027,-1.12525005061348,-1.12549804567687,-1.1482622326839,-0.864800085061169,-0.821737144780758,-0.849130661094662,-0.78924793548318,-0.00505496214826429,0.250949349355883,0.333983311191285,-0.0482192331474677,0.0626437713003817,
20.8099999999993,,,,,,,,,,,,,,,,0.355342176634878
20.8199999999993,,,,,,,,,,,,,,,,0.294360442114662
20.8299999999993,,,,,,,,,,,,,,,,0.235618441967614
20.8399999999993,,,,,,,,,,,,,,,,0.217936081885353
20.8499999999993,,,,,,,,,,,,,,,,0.207021494071214
20.8599999999993,,,,,,,,,,,,,,,,0.178479268493728
20.8699999999993,,,,,,,,,,,,,,,,0.132399536122236
20.8799999999993,,,,,,,,,,,,,,,,0.0643927689686176
20.8899999999993,,,,,,,,,,,,,,,,-0.0180283509800341
20.8999999999993,,,,,,,,,,,,,,,,-0.0888611609984491
20.8999999999999,-0.116582663124499,-0.0549055486535072,-0.172743531078033,0.64924739938464,0.677753029130482,0.669729137194962,0.9646486526788,1.12649147023491,1.19835651099472,1.16517603963585,-0.119001123035397,-0.338522622288786,-0.728466956720485,0.582037349015863,0.110712284578641,
20.9099999999993,,,,,,,,,,,,,,,,-0.150748276111637
20.9199999999993,,,,,,,,,,,,,,,,-0.189811494561577
20.9299999999993,,,,,,,,,,,,,,,,-0.200934146335976
20.9399999999993,,,,,,,,,,,,,,,,-0.186378870706559
20.9499999999993,,,,,,,,,,,,,,,,-0.219324107905366
20.9599999999993,,,,,,,,,,,,,,,,-0.251169158648423
20.9699999999993,,,,,,,,,,,,,,,,-0.247528527140405
20.9799999999993,,,,,,,,,,,,,,,,-0.218531076378425
20.9899999999993,,,,,,,,,,,,,,,,-0.185644503461117
20.9999999999993,,,,,,,,,,,,,,,,-0.179092065956926
20.9999999999999,3.80369821394304,2.57289374856834,2.49667905930627,2.94535888396347,2.90940638892089,2.9242154990602,2.8648941725086,2.8632830205989,2.83969440132089,2.80693437151716,-0.387002795815831,-0.670966778118366,-1.20178282607265,1.04237659066271,0.245210297217435,
21.0099999999993,,,,,,,,,,,,,,,,-0.204525323099653
21.0199999999993,,,,,,,,,,,,,,,,-0.231899473432552
21.0299999999993,,,,,,,,,,,,,,,,-0.266852909771481
21.0399999999993,,,,,,,,,,,,,,,,-0.318604490880264
21.0499999999993,,,,,,,,,,,,,,,,-0.393634750497251
21.0599999999993,,,,,,,,,,,,,,,,-0.367197697638537
21.0699999999993,,,,,,,,,,,,,,,,-0.336426513794782
21.0799999999993,,,,,,,,,,,,,,,,-0.332641804795783
21.0899999999993,,,,,,,,,,,,,,,,-0.336200657652359
