Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
29.55,137.3533748,137.1220678,136.72422,136.0281216,135.4486227,134.9079195,133.9922291,132.5180329,131.2880868,129.8735941,128.6123485,125.570486,119.8741109
29.56,137.0181685,136.7971616,136.4053723,135.7412421,135.1830203,134.6565661,133.7567702,132.5639324,131.3713666,130.0065174,128.5339889,125.5413581,119.9141782
29.57,136.6695359,136.4582243,136.0980571,135.4621384,134.9083687,134.4116949,133.5316207,132.6274396,131.4724799,130.1092782,128.455113,125.5471065,119.9479688
29.58,136.3187686,136.1150539,135.8149649,135.2014109,134.6379688,134.1773338,133.3081354,132.704103,131.5802353,130.1962608,128.3733716,125.5594886,119.9719387
29.59,135.9696973,135.7707376,135.5528061,134.9531083,134.3550983,133.9434965,133.088132,132.7788685,131.6828968,130.290675,128.2889004,125.5792509,119.9829158
29.6,135.6181575,135.4311565,135.3123971,134.7170705,134.0559403,133.6988001,132.8703555,132.8372782,131.7692436,130.4112007,128.2037555,125.5978887,119.9725125
29.61,135.3140519,135.1332485,135.0393804,134.4605382,133.8020361,133.4581734,132.6359427,132.9094796,131.8712217,130.5497042,128.1276219,125.5971202,119.9969648
29.62,135.025702,134.8714364,134.720869,134.1634295,133.5861132,133.1965957,132.3759247,132.9848265,131.9769964,130.6907662,128.0666533,125.5749001,120.0671544
29.63,134.7361758,134.6231913,134.4218194,133.8672636,133.3688982,132.9360166,132.1069715,133.0344449,132.0556979,130.8351837,128.0102033,125.5433365,120.1266126
29.64,134.4783556,134.4177136,134.185753,133.6146599,133.1648285,132.7172832,131.8690604,133.0862103,132.1315932,130.9658409,127.9707135,125.5016753,120.1737186
29.65,134.2781687,134.2648453,134.0267396,133.4291237,132.9941761,132.5543981,131.6836157,133.1501298,132.2239114,131.0784084,127.9256557,125.4755855,120.209452
29.66,134.1410596,134.147477,133.9270341,133.3004046,132.852014,132.4253912,131.5425219,133.2335865,132.3285591,131.1883011,127.8875755,125.4680908,120.2404563
29.67,134.0089938,134.016669,133.8097712,133.177082,132.7025427,132.2841867,131.4061608,133.2984013,132.4165335,131.2926569,127.8441826,125.467006,120.2630861
29.68,133.8995724,133.8769439,133.676119,133.0557026,132.5506885,132.1280522,131.2652864,133.3444521,132.4847433,131.3963665,127.8080475,125.4729678,120.2878897
29.69,133.8005715,133.7468675,133.5348811,132.9258607,132.4001771,131.9709722,131.120225,133.374951,132.5275264,131.482441,127.7767846,125.4818874,120.3083688
29.7,133.711716,133.6362258,133.3993201,132.7916184,132.2591562,131.8224949,130.9792611,133.3927241,132.561375,131.5374399,127.7447434,125.4857098,120.3216241
29.71,133.6360756,133.5487201,133.276979,132.6565208,132.1338317,131.6877049,130.8447252,133.4001266,132.5821886,131.5875803,127.7116154,125.4904201,120.3277097
29.72,133.5779052,133.4836954,133.1929609,132.566934,132.0326972,131.5948089,130.7477719,133.4143829,132.6063998,131.6485502,127.6895234,125.4960208,120.3361921
29.73,133.5352194,133.4327389,133.1359178,132.5117417,131.9505324,131.5329048,130.6836531,133.4297911,132.6321996,131.7283677,127.6748197,125.502367,120.3425857
29.74,133.5027124,133.3964649,133.0848744,132.4496072,131.8831511,131.4760476,130.6224705,133.4367634,132.6465854,131.7689783,127.6617023,125.5104264,120.3435292
29.75,133.4776895,133.3812099,133.0426982,132.3783521,131.8313416,131.4249665,130.5649713,133.4443163,132.6610794,131.7825227,127.656641,125.5264516,120.3571691
29.76,133.4526166,133.3723009,133.0058779,132.2995103,131.7920582,131.3773324,130.5106578,133.4551406,132.6957568,131.7727444,127.6619166,125.5515453,120.3726717
29.77,133.4179322,133.334568,132.9684755,132.2241726,131.7591121,131.3319249,130.4616699,133.4540759,132.7145771,131.7565258,127.6660473,125.5780724,120.3887774
29.78,133.4445297,133.3309789,132.9423428,132.1905101,131.7578357,131.302479,130.4311642,133.4543781,132.7324782,131.758956,127.6780004,125.6058196,120.4161831
29.79,133.4395507,133.3014206,132.9089751,132.1677095,131.7465888,131.2759117,130.4054455,133.4526531,132.7202374,131.7502368,127.6804829,125.6280547,120.4443217
29.8,133.4088929,133.2484501,132.8658602,132.1562997,131.7193312,131.2531854,130.4196535,133.4024543,132.6684408,131.7290554,127.6713001,125.6281989,120.4327161
29.81,133.3567798,133.1761728,132.8127857,132.1486839,131.6729905,131.2559361,130.4137346,133.3111702,132.5724754,131.6900517,127.6535112,125.6104751,120.4013522
29.82,133.2895766,133.0887222,132.7476446,132.1527018,131.6076307,131.2490085,130.4009816,133.1857815,132.4382689,131.6293217,127.6332744,125.5815311,120.3467631
29.83,133.3619974,133.1382984,132.7921202,132.2214374,131.7136666,131.2985716,130.4699305,133.1815441,132.428387,131.5811592,127.6735282,125.6157155,120.3767058
29.84,133.5661876,133.3094391,132.9333775,132.36081,131.9221606,131.4105682,130.607183,133.2713121,132.508711,131.5421273,127.7644328,125.7000893,120.4647494
29.85,133.7863761,133.4791296,133.0761651,132.5193053,132.1230526,131.5238349,130.747507,133.3265089,132.5457789,131.4885184,127.8493201,125.7692459,120.5284438
29.86,133.9027324,133.5973085,133.2247401,132.7082229,132.3160673,131.6441047,130.8948529,133.3424094,132.5397832,131.4260875,127.9221276,125.7965741,120.5619869
29.87,134.0612853,133.7070296,133.3195463,132.9215393,132.500731,131.7741554,131.0511944,133.3235853,132.4988886,131.3605719,127.9842859,125.8090979,120.5799512
29.88,134.2158592,133.807071,133.4345454,133.0643963,132.6754678,131.9133184,131.2147419,133.2837463,132.4374197,131.2964807,128.0439946,125.8139443,120.5957047
29.89,134.3567085,133.9112347,133.5500295,133.2315662,132.7751167,132.0675491,131.3914309,133.2313653,132.3629811,131.2271279,128.1027464,125.8146132,120.6044848
29.9,134.50073,134.0266291,133.6845174,133.4028284,132.9065029,132.215108,131.5772579,133.1869007,132.295789,131.1608376,128.1750626,125.8267496,120.6298041
29.91,134.6757551,134.1602127,133.8320539,133.5708902,133.0514155,132.3775688,131.7665403,133.1571726,132.2434078,131.0929579,128.2547238,125.8504318,120.6695122
29.92,134.8361153,134.306371,133.9861723,133.734532,133.2077361,132.5406759,131.9541396,133.1375654,132.2010324,131.0202289,128.3328254,125.8786589,120.71846
29.93,134.9850765,134.4492975,134.1343981,133.8881275,133.3715547,132.6982581,132.0999448,133.121123,132.1607717,130.943625,128.4061318,125.9073055,120.7575436
29.94,135.1141766,134.5660242,134.2722417,134.0437142,133.5252025,132.8645295,132.2709431,133.0902759,132.1050854,130.8631197,128.4927263,125.9223364,120.8006714
29.95,135.2246246,134.662062,134.3942778,134.1912256,133.6672264,133.0292838,132.4417367,133.0507856,132.0407407,130.7782661,128.5850925,125.9292756,120.850332
29.96,135.3233106,134.731867,134.5126448,134.3248767,133.8087311,133.1825896,132.6006771,132.9650795,131.984471,130.6973383,128.670906,125.950342,120.8562249
29.97,135.4134655,134.8258837,134.6131286,134.4515358,133.955033,133.3313182,132.7545524,132.92201,131.9404511,130.6260433,128.757708,125.9779794,120.8778078
29.98,135.4990523,134.9339771,134.7330462,134.5741976,134.1052445,133.4861775,132.9120801,132.8926699,131.9052331,130.5648852,128.8488444,126.0173415,120.9003185
29.99,135.5776725,135.0642384,134.8729214,134.7059703,134.2664968,133.6579424,133.0850382,132.8673331,131.8471817,130.5128647,128.940603,126.0625816,120.9335474
30,135.6741434,135.2492663,135.0691112,134.9113946,134.4809808,133.8741855,133.3027625,132.8837052,131.8392828,130.4949795,129.06045,126.1251531,120.9902937
30.01,135.8019877,135.457382,135.2833642,135.1137625,134.6943279,134.0942133,133.5178209,132.8689165,131.8036302,130.4513436,129.163854,126.1577778,121.0397087
30.02,135.9482286,135.667756,135.5027882,135.3085694,134.8942698,134.3086635,133.719914,132.8134986,131.730167,130.3703471,129.2409044,126.1493338,121.0726384
30.03,136.0978685,135.8585551,135.7033787,135.4817216,135.0659888,134.5058732,133.9031319,132.7266004,131.6201563,130.2549795,129.2934322,126.1143002,121.084628
30.04,136.2302661,136.0151556,135.8511972,135.6135141,135.1973444,134.6902725,134.0677534,132.6273079,131.4848262,130.1178787,129.3276221,126.0728854,121.0764987
30.05,136.4011191,136.1833703,136.0195759,135.7650473,135.4118402,134.8740495,134.2711983,132.6119595,131.4553708,130.0715374,129.4366668,126.138503,121.153372
30.06,136.5542773,136.3305059,136.1824332,135.9335811,135.6391408,135.0437789,134.4763058,132.6253641,131.4679771,130.0389366,129.5703491,126.2561666,121.2384538
30.07,136.6641238,136.4424224,136.3030118,136.0551335,135.7518704,135.1892949,134.6435573,132.6095053,131.4413455,129.9837138,129.6679397,126.3484009,121.3038451
30.08,136.7632303,136.5515078,136.4109215,136.1504238,135.8490645,135.3142808,134.7786212,132.5576652,131.3794852,129.9043225,129.7292099,126.4043668,121.3458053
30.09,136.8760786,136.6790834,136.5271344,136.2408011,135.9353714,135.4297358,134.8943559,132.4772348,131.2914804,129.8060956,129.7644057,126.4281317,121.3866259
30.1,137.0124482,136.8288242,136.6587045,136.341179,136.0278822,135.5441583,135.009092,132.3891816,131.1967308,129.7052648,129.7982606,126.4395613,121.4410476
30.11,137.182267,137.005898,136.8189362,136.4738262,136.1476943,135.6975297,135.1599193,132.3347093,131.1351019,129.6490473,129.8701169,126.4727208,121.5319494
30.12,137.3822913,137.2045298,136.9948554,136.6237897,136.2809096,135.8661809,135.2969558,132.2994137,131.0878916,129.6020196,129.9545964,126.5317503,121.6340281
30.13,137.5966109,137.4053752,137.1748826,136.7793805,136.4174814,136.0221881,135.4314236,132.2798476,131.0546837,129.5633094,130.0275041,126.599112,121.731524
30.14,137.8051291,137.5964622,137.3449251,136.9256186,136.5450491,136.1580887,135.5463792,132.264411,131.0278313,129.5207502,130.0848844,126.6655001,121.8119536
30.15,137.9887917,137.7625934,137.4875928,137.0503539,136.6534623,136.2635454,135.6344066,132.2437563,131.0016304,129.4697444,130.1155885,126.7465053,121.8726766
30.16,138.1237638,137.8893234,137.6092881,137.1514425,136.7398464,136.3667866,135.7191994,132.2036629,130.9776198,129.4403067,130.164398,126.8102698,121.9449006
30.17,138.2354142,138.0056278,137.7220529,137.2416725,136.8153186,136.4665378,135.7983803,132.1812528,130.9629175,129.4322647,130.2140369,126.876747,122.0209865
30.18,138.3188639,138.1147582,137.8184058,137.3322635,136.8919312,136.5538836,135.8666385,132.1733928,130.9668087,129.4333615,130.2505045,126.941151,122.0913837
30.19,138.4108647,138.189232,137.9150899,137.4265264,136.9741565,136.6342803,135.9292639,132.1740677,130.982161,129.433426,130.2706112,127.0168566,122.1600249
30.2,138.4866305,138.2551737,137.97305,137.5118596,137.049537,136.6961163,135.9823195,132.1730327,130.9929921,129.427744,130.3019828,127.0941021,122.2155841
30.21,138.5216547,138.2800154,138.0008469,137.5513007,137.0903855,136.7227927,136.008166,132.1611274,130.9941498,129.4225235,130.3241857,127.1643339,122.2711656
30.22,138.5075366,138.2636397,137.9922195,137.5477175,137.0866091,136.7176646,135.9980129,132.1488057,130.9885068,129.4445925,130.3151283,127.2259752,122.3246586
30.23,138.4671307,138.2167046,137.9553193,137.5164241,137.0489871,136.6793287,135.9573702,132.1490972,130.996953,129.4759103,130.2879761,127.2641818,122.3970614
30.24,138.4014721,138.140989,137.8942928,137.4565438,136.9788829,136.6113635,135.8861363,132.1554942,131.0234651,129.5299581,130.2525788,127.2673959,122.4423202
30.25,138.3101185,138.0374082,137.8053158,137.3696993,136.8774415,136.5224818,135.7913369,132.1686791,131.0511047,129.6074803,130.2162384,127.2516115,122.475463
30.26,138.1887255,137.9012608,137.6829958,137.2599499,136.7481473,136.4270462,135.6960514,132.1986844,131.0823404,129.7046897,130.1909931,127.2353789,122.4923718
30.27,138.2180862,137.9180368,137.6979666,137.263489,136.7423992,136.4096342,135.6725661,132.2767573,131.1760753,129.7919337,130.2052444,127.3240683,122.6011976
30.28,138.2658625,137.9509257,137.7204991,137.2784596,136.7575363,136.3978273,135.6581053,132.333182,131.2552926,129.8553385,130.2213336,127.433699,122.7135569
30.29,138.2568381,137.9236088,137.6812533,137.240211,136.7155434,136.3308927,135.6099209,132.3671659,131.3103927,129.9112992,130.2233165,127.5134524,122.7881078
30.3,138.2072851,137.8554974,137.6015958,137.1583837,136.6283907,136.2328815,135.5251262,132.4088452,131.3684723,129.9711244,130.2048757,127.5681443,122.8419099
30.31,138.1290852,137.7624931,137.5001595,137.0508546,136.5123912,136.1110194,135.3932158,132.4666664,131.4431645,130.0663982,130.1855302,127.6080404,122.8884087
30.32,138.0336511,137.6578511,137.3908752,136.9340577,136.3871682,135.9814725,135.258684,132.5283536,131.5391226,130.1833825,130.1741314,127.6484969,122.9432524
30.33,137.9186644,137.5408357,137.279586,136.8105868,136.2494858,135.8436554,135.1159238,132.6100044,131.6526025,130.3127906,130.178514,127.6995808,123.0150883
30.34,137.7668232,137.394963,137.1391656,136.6738207,136.108855,135.697361,134.9683411,132.6979943,131.7677391,130.4464084,130.1942188,127.7573319,123.0993409
30.35,137.5924618,137.2205941,136.9744207,136.5281943,135.9553009,135.5409434,134.815568,132.7934244,131.8873402,130.5913698,130.2063692,127.8510423,123.1956542
30.36,137.3907532,137.0246251,136.7940124,136.362189,135.7897913,135.3707693,134.6533043,132.8869845,132.0052661,130.7353325,130.2041707,127.931466,123.2974625
30.37,137.1719929,136.8179351,136.5900314,136.1789788,135.6134794,135.1894089,134.4814232,132.9640648,132.1070069,130.8834986,130.1860249,128.0076344,123.3983389
30.38,136.9300164,136.600869,136.3998211,136.0025088,135.4360234,135.023388,134.3218572,133.0755853,132.2454331,131.0427719,130.1804002,128.0849481,123.4844842
30.39,136.6846532,136.3839012,136.2140125,135.8365517,135.2679409,134.8733533,134.1743719,133.2005846,132.3968224,131.2117264,130.1801822,128.1680874,123.574457
30.4,136.4369207,136.1638063,136.0207829,135.6714278,135.1069469,134.7227768,134.0315228,133.3154971,132.5410814,131.3925816,130.1892497,128.250557,123.6713412
30.41,136.1768813,135.9313681,135.8108236,135.4948137,134.9463138,134.5672916,133.8899951,133.4106381,132.6696356,131.5856876,130.1912416,128.3250409,123.7625173
30.42,135.8870024,135.671929,135.5711779,135.2949166,134.7731034,134.4005873,133.7429604,133.4800814,132.7770688,131.7811818,130.1914593,128.3858115,123.8511797
30.43,135.5509023,135.3714697,135.2924675,135.0576579,134.5670487,134.2063985,133.5739247,133.5299298,132.8675458,131.9536311,130.1851815,128.4385629,123.9284611
30.44,135.178635,135.0457032,134.9928052,134.7903264,134.3298179,133.9850091,133.3780939,133.5788952,132.9597347,132.1019925,130.1720662,128.4939955,123.9909487
30.45,134.8196341,134.7367599,134.7105205,134.5253542,134.0847354,133.761111,133.1787746,133.6667663,133.0869264,132.2374942,130.1715527,128.5619814,124.0525371
30.46,134.4913619,134.4589207,134.4608149,134.2800194,133.8526931,133.5492425,132.9871294,133.8008735,133.251578,132.3843553,130.1799583,128.6436683,124.1128142
30.47,134.1947143,134.2081007,134.2365426,134.0656992,133.6418338,133.3695156,132.8190912,133.9641196,133.4370359,132.5432435,130.198168,128.7309278,124.1680029
30.48,133.9164811,133.9664695,134.0194196,133.8800438,133.4544003,133.2314563,132.6900117,134.1280908,133.6180399,132.7221296,130.2260552,128.8155701,124.2102717
30.49,133.8467985,133.8799332,133.9318782,133.7845997,133.3536578,133.1158946,132.5718789,134.2297821,133.7647996,132.9054647,130.2666573,128.8851321,124.3006408
30.5,133.8262664,133.8234031,133.8731874,133.7193753,133.2771376,133.0260058,132.4703935,134.2827336,133.8593391,133.0830224,130.3057399,128.9226247,124.3922709
30.51,133.8053306,133.7649698,133.8199225,133.6694096,133.2071907,132.9642582,132.393122,134.3340842,133.9467301,133.2580511,130.3487458,128.9578267,124.4741576
30.52,133.8011528,133.7254573,133.7886031,133.6335336,133.1465021,132.9211653,132.3349004,134.4181321,134.0619571,133.4241748,130.4036281,129.0069899,124.5644394
30.53,133.8192481,133.7140927,133.7832905,133.6077133,133.0978113,132.8890091,132.2906999,134.5460836,134.210624,133.5786737,130.4492982,129.0800923,124.6563572
30.54,133.8462316,133.7176607,133.7840662,133.5817995,133.0561095,132.8591012,132.2507487,134.7025934,134.3720928,133.7184103,130.5142883,129.1626861,124.7456518
30.55,133.8519761,133.7030895,133.7683221,133.5456097,133.0099824,132.8220671,132.2070745,134.8417454,134.5147633,133.8398301,130.5685189,129.2316282,124.8272635
30.56,133.866874,133.7045476,133.7590477,133.5187365,132.9846371,132.7966037,132.1909016,134.9621018,134.6330506,133.9555389,130.6283227,129.2949126,124.899523
30.57,133.8997759,133.7241143,133.7612907,133.505912,132.977568,132.7798884,132.1840155,135.0632715,134.7298311,134.0662019,130.6892396,129.3517804,124.9613052
30.58,133.9618957,133.7746344,133.7845646,133.5118352,132.9893196,132.7864121,132.1895756,135.1470662,134.8132785,134.1674548,130.7462188,129.4040859,125.0168751
30.59,134.0570438,133.8544288,133.8195983,133.5393587,133.0211624,132.801096,132.2112321,135.2170467,134.8829484,134.2533946,130.7964404,129.4526218,125.0705276
30.6,134.1292461,133.9263752,133.8707194,133.5859903,133.1002798,132.8687849,132.2689435,135.3060473,134.9685759,134.3384098,130.860949,129.4882709,125.136666
30.61,134.2183809,134.0187643,133.93742,133.6597375,133.1904162,132.9574081,132.3475473,135.3796311,135.0369923,134.4081631,130.9291319,129.5238294,125.1961468
30.62,134.3362336,134.1368753,134.0277188,133.7488436,133.3018528,133.0228487,132.4348161,135.4412544,135.0912185,134.4610986,130.9940591,129.5616035,125.2514838
30.63,134.4783288,134.2746897,134.1366241,133.8423106,133.4231896,133.0910976,132.5270104,135.5024582,135.1427459,134.499825,131.0519475,129.6043679,125.3081042
30.64,134.628883,134.422416,134.2550437,133.9416967,133.5541998,133.1689967,132.629919,135.5678531,135.1961752,134.52978,131.1067296,129.6532583,125.3676071
30.65,134.7909198,134.5993451,134.3918393,134.0667345,133.7130883,133.2855325,132.7663898,135.6483537,135.2632988,134.5724153,131.1756678,129.7103527,125.434099
30.66,134.9988721,134.8046996,134.5629976,134.2317354,133.9116195,133.4455541,132.9423744,135.74641,135.3439928,134.6347376,131.2773717,129.7760841,125.5109399
30.67,135.1314899,134.9913149,134.7171915,134.3968632,134.1005672,133.6074225,133.1223059,135.8218889,135.3971055,134.681208,131.396718,129.8304515,125.5893424
30.68,135.2412987,135.0936286,134.8496285,134.5619839,134.2832042,133.7806508,133.3090348,135.8660736,135.42195,134.7089145,131.517502,129.8660132,125.6587128
30.69,135.3285218,135.188786,134.9489119,134.7301251,134.4655066,133.9636489,133.5077367,135.8826936,135.4010684,134.717476,131.636811,129.889419,125.7288452
30.7,135.395214,135.2632327,135.0323439,134.8980159,134.6529502,134.1649435,133.7265102,135.878914,135.3461595,134.708193,131.7465909,129.8832766,125.7975256
30.71,135.6369577,135.4996642,135.2330531,135.0507712,134.8839511,134.3260494,133.9312018,135.966497,135.4171326,134.7127012,131.8810006,129.9976637,125.9016933
30.72,135.8961735,135.7476868,135.4354146,135.2007215,135.0328735,134.4862754,134.1337709,136.0482179,135.4730019,134.6999059,131.9891605,130.1100788,125.996057
30.73,136.1252382,135.9675616,135.6141682,135.3501333,135.205076,134.6328937,134.3377953,136.0965065,135.4856188,134.6617017,132.0754838,130.1951313,126.0732287
30.74,136.3228244,136.1570473,135.7705097,135.5001297,135.3687956,134.7926843,134.5056103,136.1142391,135.4669841,134.6113186,132.1588832,130.2605753,126.1074191
30.75,136.4896325,136.31926,135.9099272,135.6528482,135.526007,134.9628522,134.6773653,136.1140763,135.4326149,134.5617898,132.2486146,130.3145936,126.1435301
30.76,136.6759195,136.4962246,136.0608172,135.8280935,135.7036113,135.1523791,134.8657261,136.1218268,135.4062948,134.5285254,132.3578241,130.3697521,126.1921406
30.77,136.915068,136.7199371,136.247527,136.0459252,135.9286262,135.3818257,135.1000096,136.1058453,135.4074599,134.5232998,132.4875244,130.4360365,126.2715599
30.78,137.1402994,136.9379662,136.4505505,136.2783758,136.1683951,135.6300037,135.3517296,136.129646,135.4212622,134.5256436,132.6264556,130.5056069,126.3568713
30.79,137.3618595,137.1571317,136.6571027,136.5199829,136.4127166,135.8859087,135.6057406,136.1569825,135.4403021,134.5222161,132.7649318,130.575498,126.4392036
30.8,137.5807044,137.3807771,136.8897631,136.7524299,136.653263,136.1369318,135.851804,136.1812325,135.4446037,134.5106431,132.8959472,130.6447658,126.5127615
30.81,137.7876762,137.604586,137.1277531,136.9820544,136.8856801,136.3756962,136.0846208,136.2005101,135.4445129,134.4817635,133.0187722,130.7136424,126.5785024
30.82,137.9471268,137.7799707,137.2966791,137.1768166,137.1079922,136.5981442,136.3208575,136.1924381,135.4153185,134.452073,133.1313744,130.7700037,126.6449543
30.83,138.0019642,137.9190446,137.4528956,137.3630465,137.3208916,136.8127985,136.5501481,136.1843103,135.3872253,134.4170041,133.2438514,130.8278674,126.7146441
30.84,138.0902322,137.9822843,137.6192137,137.5434466,137.5241313,137.0160896,136.7697887,136.1859783,135.3680541,134.3892782,133.363847,130.904579,126.802486
30.85,138.1838785,138.0907833,137.789845,137.7279662,137.7148413,137.2202753,136.9793899,136.2004615,135.3564828,134.3388779,133.483731,130.985835,126.8907806
30.86,138.3017537,138.2223202,137.9844899,137.9269954,137.9086432,137.4281534,137.1841499,136.2170663,135.3491505,134.3064207,133.6092803,131.0677524,126.9739079
30.87,138.4627104,138.389502,138.1957094,138.1401557,138.1115574,137.6511778,137.3944362,136.2397896,135.3403646,134.2710969,133.7145697,131.1324207,127.0315125
30.88,138.6726784,138.594369,138.4307333,138.3775511,138.3017546,137.8812721,137.6087789,136.2545243,135.3143274,134.216492,133.7977332,131.1834807,127.0644994
30.89,138.9313645,138.8396274,138.6912397,138.6186342,138.5080366,138.1175665,137.8234228,136.2436809,135.2752434,134.1455486,133.8583096,131.2263716,127.0797884
30.9,139.219759,139.1085435,138.9616314,138.8657144,138.7172032,138.3572669,138.0394307,136.2059776,135.224603,134.0700823,133.9048064,131.2611004,127.0774594
30.91,139.512032,139.376611,139.2208672,139.0996917,138.9288764,138.5964367,138.2561376,136.1507589,135.1773971,134.0043731,133.9450045,131.2979072,127.064816
30.92,139.7859173,139.6233264,139.4530687,139.3056552,139.1321256,138.824717,138.4698872,136.0909826,135.1338884,133.9616059,133.9836622,131.3294293,127.0537638
30.93,140.0133895,139.8539507,139.690324,139.5438643,139.3187407,139.0188239,138.6743856,136.154314,135.135416,133.944135,134.1264082,131.4332153,127.1481316
30.94,140.1804926,140.0218815,139.8712498,139.7336138,139.4769222,139.176795,138.847354,136.2062319,135.1297336,133.915483,134.2480977,131.5296446,127.2344036
30.95,140.3145081,140.1562129,140.0200756,139.8821042,139.6026555,139.3090914,138.951603,136.2269208,135.1096982,133.8953205,134.341884,131.6095716,127.3286493
30.96,140.4450379,140.2805791,140.1555637,140.0127764,139.7079865,139.4260742,139.055581,136.2165315,135.0711182,133.8770295,134.3957145,131.6766267,127.3974029
30.97,140.5895674,140.4157488,140.2930226,140.1397591,139.8062612,139.535571,139.1501501,136.1586508,135.0313001,133.8554177,134.4327146,131.7346636,127.4552152
30.98,140.7707981,140.5804577,140.4502542,140.2824857,139.9172178,139.6532045,139.250259,136.1080925,134.9981261,133.8320521,134.4642541,131.7813828,127.5161047
30.99,140.9913808,140.7774719,140.6311311,140.447776,140.0526392,139.7914883,139.3696562,136.0710292,134.9866289,133.8232168,134.5019783,131.8244176,127.5496675
31,141.2072394,140.968524,140.7958584,140.6032052,140.18983,139.9276403,139.4903941,136.0556972,134.9964208,133.8242173,134.5537677,131.8650964,127.5831416
31.01,141.3977067,141.1393181,140.9485054,140.7434975,140.3127924,140.0448923,139.5923198,136.0536025,135.0074866,133.8199014,134.6103857,131.9093234,127.6222745
31.02,141.5455483,141.2759906,141.0710788,140.8541254,140.4108532,140.1324905,139.6633366,136.0615368,135.0156554,133.8042297,134.6651834,131.9564822,127.6599359
31.03,141.6429028,141.3698808,141.155047,140.9334631,140.4812092,140.1860994,139.7038147,136.0692242,135.0193434,133.7784589,134.7155855,132.000455,127.6866091
31.04,141.7356804,141.4468076,141.2212696,140.9938176,140.5236524,140.2210285,139.7309338,136.06042,135.0095929,133.7826708,134.7266994,132.0350317,127.7394021
31.05,141.8055883,141.5048949,141.264298,141.033318,140.5500369,140.2329897,139.7358849,136.0591158,135.0047027,133.7840809,134.7330425,132.064652,127.7738567
31.06,141.8624637,141.556108,141.3018012,141.0660147,140.5724992,140.2361266,139.7298144,136.068515,135.010066,133.783309,134.753444,132.0976662,127.8019056
31.07,141.9128234,141.6067505,141.3403144,141.0996469,140.601163,140.240808,139.7232287,136.0858789,135.0330332,133.7842592,134.7858645,132.1316869,127.8176036
31.08,141.9542486,141.6523219,141.3761545,141.1298531,140.631126,140.2468294,139.7178767,136.1074027,135.0684986,133.7952654,134.8243971,132.1610709,127.827866
31.09,141.9692832,141.665734,141.3817311,141.1381114,140.6384539,140.2343119,139.7012173,136.1315978,135.1122574,133.8235825,134.8733386,132.1921769,127.8551006
31.1,141.9520825,141.6429112,141.3505567,141.1161376,140.6120283,140.1866392,139.6560242,136.1613174,135.1502023,133.8641089,134.9096546,132.2284444,127.9114023
31.11,141.915492,141.5913545,141.2843,141.0573879,140.5409888,140.0957717,139.5716479,136.1958717,135.1755351,133.9128549,134.9128957,132.2560515,127.9904049
31.12,141.8480126,141.4996892,141.1711375,140.9529265,140.4180445,139.9582124,139.4457227,136.2323903,135.1905955,133.9707555,134.8795623,132.2773479,128.1153084
31.13,141.7423785,141.3654928,141.0132681,140.8042583,140.2530609,139.7920741,139.2885492,136.2660438,135.2090814,134.0417795,134.8209702,132.2791177,128.230646
31.14,141.5972363,141.1927771,140.8204057,140.6214782,140.0683028,139.6139106,139.1180289,136.296618,135.2449292,134.1405956,134.7486709,132.2707928,128.3332443
31.15,141.6650184,141.2828464,140.9191585,140.7008059,140.1100347,139.6491549,139.1155661,136.4293388,135.4215594,134.2674588,134.8191103,132.339628,128.3625666
31.16,141.6683874,141.2960039,140.9476165,140.7223802,140.1217225,139.6535102,139.0925755,136.5453512,135.5860279,134.3871465,134.8567145,132.373402,128.3615174
31.17,141.585662,141.220026,140.8851637,140.666302,140.0678605,139.5913558,139.0225041,136.6349894,135.7210812,134.4997267,134.8592718,132.3814436,128.3507693
31.18,141.4162262,141.0539906,140.7206193,140.5327319,139.9385292,139.457972,138.8961212,136.7081131,135.8235478,134.6059564,134.830735,132.3806596,128.3533025
31.19,141.178727,140.8235273,140.4981185,140.3374756,139.7487042,139.2678905,138.7285562,136.7777764,135.9047147,134.7114321,134.7871873,132.3839707,128.3859702
31.2,140.9350416,140.5915157,140.2723113,140.1226729,139.5491555,139.0750823,138.5555035,136.8625164,135.9929761,134.8311979,134.7525503,132.400259,128.4519775
31.21,140.7126591,140.3852679,140.0696693,139.9326117,139.3687997,138.9088272,138.4058949,136.9718081,136.1128048,134.983465,134.740778,132.429913,128.5589995
31.22,140.4826048,140.1753567,139.8687046,139.7406688,139.1863793,138.7633652,138.2613348,137.0911129,136.2570639,135.1541483,134.7456222,132.4698451,128.667986
31.23,140.2404696,139.9545557,139.6652377,139.5503698,139.0098066,138.6046069,138.1121461,137.2100099,136.4086032,135.3274674,134.7475227,132.5410316,128.7747751
