Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
1.47,62.66026518,63.70495196,64.95673578,66.49235828,68.13358438,70.16049504,72.81701734,77.3430576,81.54305689,87.12149085,90.76435191,101.0049207,116.9618075
1.48,63.39220994,64.44399444,65.70001436,67.18390292,68.88546147,70.93351457,73.58769289,78.08975236,82.30024006,87.8675908,91.55314614,101.8445026,117.8090385
1.49,64.15996865,65.21538514,66.47487313,67.92792291,69.67222976,71.72959212,74.39175415,78.86028068,83.07651176,88.6403629,92.36434416,102.7050929,118.6857703
1.5,64.89929697,65.95822178,67.23082339,68.6583529,70.43950134,72.5166166,75.18795256,79.60676747,83.83280845,89.40056236,93.1754025,103.5680856,119.564189
1.51,65.53922541,66.6644438,67.94382726,69.36667099,71.19867217,73.28940016,75.97176962,80.31778477,84.55446607,90.14149974,93.97890487,104.4043775,120.423607
1.52,66.14108692,67.25705051,68.61520452,70.05427606,71.93729652,74.05921868,76.75755908,80.99340298,85.23406311,90.85732247,94.774877,105.2164723,121.2610624
1.53,66.69730363,67.82984708,69.18742787,70.73020036,72.675731,74.8311939,77.54476641,81.639357,85.86994842,91.5435679,95.56990929,106.0062288,122.0773804
1.54,67.39568488,68.54586656,69.91953556,71.47051908,73.48916756,75.65937674,78.38640313,82.3453477,86.5857252,92.25440972,96.41397478,106.8444696,122.943585
1.55,68.24408081,69.39801914,70.77854389,72.26254917,74.30477192,76.53648289,79.27285629,83.10945143,87.37150011,92.9924292,97.29667555,107.7428902,123.8529147
1.56,69.05320325,70.20667717,71.59288594,73.03762506,75.12175662,77.35226056,80.15072425,83.8440701,88.10928916,93.69460485,98.16011422,108.6118489,124.7376724
1.57,69.81884211,70.96939062,72.4065224,73.80224061,75.91770469,78.1688814,81.01478445,84.54409915,88.80310561,94.37384345,99.00732904,109.4558445,125.5908429
1.58,70.54328802,71.69403339,73.16965383,74.56198004,76.69793578,78.97675098,81.80127936,85.21995486,89.47587118,95.04391367,99.8463311,110.2807562,126.4225035
1.59,71.24347423,72.45663064,73.92236282,75.32886777,77.47949208,79.78875342,82.62091082,85.8606001,90.14364008,95.71783097,100.6886384,111.0978215,127.2509908
1.6,72.04858631,73.26079284,74.72753475,76.1267749,78.30609797,80.6434844,83.47711357,86.53359737,90.83795972,96.41806786,101.5462961,111.9344077,128.117517
1.61,72.85094615,74.07520356,75.54971053,76.95453563,79.16718119,81.52860316,84.36888771,87.22766664,91.54727997,97.13274755,102.4319986,112.7816211,129.0076341
1.62,73.6611485,74.8986547,76.38663418,77.80803094,80.04717684,82.4260249,85.27854685,87.93477031,92.24209419,97.85183418,103.3297638,113.631412,129.9089789
1.63,74.47539383,75.72652531,77.23091213,78.67464234,80.93106609,83.32242514,86.19468684,88.64571808,92.95333203,98.56893393,104.2296512,114.4784457,130.8093973
1.64,75.29158395,76.55484527,78.07494388,79.52618907,81.80980555,84.21404125,87.10194339,89.35590644,93.66256682,99.28071323,105.1240696,115.3209209,131.703164
1.65,76.06383279,77.35886062,78.89488372,80.35749373,82.67662969,85.09475398,87.99867881,90.04736362,94.34929085,99.98147809,106.002122,116.1456621,132.5831295
1.66,76.75661598,78.12939343,79.69974753,81.17202429,83.53370626,85.97226957,88.89353525,90.73114826,95.02708751,100.6805207,106.8701916,116.9527211,133.4541999
1.67,77.46627541,78.84858181,80.49355184,81.99946743,84.39011435,86.84545829,89.78675412,91.42988034,95.71809366,101.3583359,107.7433338,117.7634246,134.3276946
1.68,78.18481688,79.58554056,81.24461215,82.83779818,85.24301313,87.71305759,90.67528118,92.14347572,96.42051296,102.0574301,108.6248676,118.583792,135.208699
1.69,78.92027645,80.33733018,82.01608187,83.68766986,86.09347157,88.57609013,91.556801,92.86404068,97.12504876,102.75705,109.5104633,119.4118441,136.1194449
1.7,79.68917133,81.11768896,82.81153592,84.54855275,86.9488249,89.44133656,92.43518395,93.57778987,97.82295044,103.4467718,110.390408,120.2361328,137.0213211
1.71,80.47056469,81.90633738,83.61038898,85.39592748,87.79954443,90.31126886,93.31896691,94.28311739,98.50692686,104.126196,111.2641232,121.0552089,137.9320364
1.72,81.31960284,82.75315226,84.45779571,86.27365384,88.62561439,91.20099628,94.21472141,94.9872728,99.1948317,104.8050721,112.1250846,121.8591266,138.8290467
1.73,82.23443231,83.65789321,85.35601387,87.1921774,89.50518804,92.10819887,95.1255591,95.68260709,99.88628658,105.4861412,112.9508712,122.637655,139.6992236
1.74,83.19620226,84.6051491,86.29082162,88.13540067,90.40253193,93.00064334,96.04618788,96.35988087,100.574454,106.1640099,113.7655664,123.3888484,140.5363075
1.75,84.17793299,85.57025064,87.24011272,89.08230862,91.30482642,93.91384475,96.96559598,97.02206845,101.2516368,106.8320216,114.5660847,124.1137031,141.3396462
1.76,85.09034923,86.468501,88.12994056,89.98426528,92.18206219,94.79595021,97.86953043,97.75527389,101.9754895,107.5435911,115.4303645,124.9588624,142.2299059
1.77,85.93137161,87.30002172,88.95925552,90.83762581,93.0305221,95.64001008,98.70810459,98.52340415,102.7186639,108.2755893,116.3356768,125.8589456,143.1719058
1.78,86.76803052,88.12991757,89.78657425,91.68484575,93.86969314,96.47033094,99.54685734,99.25925564,103.4314013,108.9878162,117.2120393,126.7272778,144.0729241
1.79,87.62853503,88.97780432,90.63199934,92.54337485,94.70715144,97.30116288,100.3796905,99.97158575,104.1394404,109.6930243,118.062127,127.566772,144.9393842
1.8,88.5228998,89.85601723,91.50452104,93.41946963,95.55539897,98.14325169,101.2175781,100.6449892,104.851606,110.4020532,118.8927752,128.3856092,145.7802023
1.81,89.4416202,90.75667138,92.39468251,94.30353862,96.41090107,98.99280192,102.0604806,101.3414747,105.5704171,111.1134999,119.7136249,129.1833473,146.6084767
1.82,90.35646255,91.65011403,93.27161951,95.17184593,97.25225521,99.82948589,102.8928957,102.033837,106.2887535,111.8417293,120.5269609,129.9633298,147.4383982
1.83,91.2750188,92.55339962,94.15611241,96.03530369,98.09702854,100.6696377,103.7245644,102.7429203,106.9976439,112.5781676,121.3469927,130.7570515,148.2685345
1.84,92.18001638,93.44914291,95.03480104,96.88832278,98.93692489,101.5034689,104.5440803,103.4723905,107.7194594,113.3179915,122.1753039,131.5688001,149.1026463
1.85,93.05800073,94.32299678,95.89680473,97.72070439,99.76451203,102.3220064,105.3497266,104.2198058,108.4523015,114.0660146,123.0038535,132.3911312,149.9327155
1.86,93.89932641,95.1651138,96.73325879,98.53600682,100.5754594,103.1187925,106.1350478,104.9754323,109.1945371,114.8093813,123.8278875,133.2133034,150.7472472
1.87,94.72592729,95.98886754,97.55000642,99.333899,101.3656159,103.9005456,106.9053121,105.7252966,109.9286464,115.5617268,124.6264447,134.0146006,151.5637288
1.88,95.54945546,96.80754282,98.35822532,100.1222024,102.143446,104.6702893,107.6672522,106.4796515,110.6637559,116.3213302,125.4074673,134.8074852,152.3790624
1.89,96.36334324,97.6188352,99.16212246,100.905728,102.9188576,105.4322692,108.4185204,107.2519163,111.4186033,117.0780812,126.1832718,135.6050052,153.1770187
1.9,97.16787229,98.42342775,99.96475022,101.6903364,103.6980526,106.1932788,109.166203,108.0394852,112.1988443,117.8213282,126.9707129,136.4061174,153.9562605
1.91,97.95847792,99.21633937,100.7596685,102.4677209,104.4771046,106.9505578,109.9088668,108.8279602,112.9951356,118.5842758,127.7650452,137.2060024,154.7202537
1.92,98.73357169,99.9935368,101.5379991,103.2266625,105.2418354,107.6915113,110.6383222,109.6063626,113.7930051,119.3610368,128.5527834,137.9939923,155.4866506
1.93,99.51627961,100.7719595,102.3116341,103.9802901,105.9982968,108.4276531,111.3636261,110.4013316,114.5926039,120.1506199,129.3500137,138.8075601,156.2783085
1.94,100.2793455,101.5262188,103.0581332,104.7052537,106.7207238,109.1362535,112.065312,111.2072232,115.3875478,120.9436975,130.1174643,139.617538,157.0841441
1.95,101.0293887,102.2629425,103.782847,105.4075123,107.4085525,109.8227287,112.7417347,112.0276613,116.1795954,121.7538221,130.8471912,140.4083613,157.8941295
1.96,101.7691232,102.9862075,104.4918509,106.0890621,108.0637492,110.4902242,113.391807,112.8521082,116.9623103,122.574377,131.5259964,141.174519,158.701586
1.97,102.4985444,103.6963281,105.1826243,106.7589166,108.715172,111.1425854,114.0276239,113.6666679,117.7420334,123.3974832,132.1856224,141.9087149,159.4917253
1.98,103.314486,104.4927028,105.9657944,107.5344429,109.4576192,111.8729279,114.7399561,114.5391048,118.6282877,124.2601021,132.9445726,142.721507,160.2625714
1.99,104.1527099,105.3190776,106.775503,108.3455108,110.2456621,112.6345182,115.4759578,115.4300853,119.5623095,125.1401991,133.7226714,143.5497973,160.9860206
2,104.9418007,106.0982769,107.5392526,109.1122307,111.0081367,113.3577598,116.1815091,116.2884623,120.462402,126.0143113,134.4620063,144.336717,161.6837445
2.01,105.6777132,106.8291837,108.2505622,109.8286644,111.7221591,114.0357204,116.8499355,117.1308888,121.3286973,126.8754023,135.1680388,145.1015164,162.3780145
2.02,106.3637642,107.5136219,108.919371,110.4983294,112.3867714,114.677757,117.4865775,117.9774764,122.1793361,127.7374488,135.8519009,145.8646361,163.0914792
2.03,107.0065433,108.1588311,109.5580186,111.1358832,113.0151966,115.3068782,118.1061868,118.8381568,123.0370296,128.6119777,136.5309941,146.6394944,163.8363167
2.04,107.6017616,108.7653789,110.1719847,111.7526484,113.6242273,115.9317356,118.7296076,119.7136457,123.9166936,129.5091886,137.2216957,147.4315002,164.6253788
2.05,108.1918354,109.3684974,110.786065,112.3673518,114.232553,116.5585316,119.3546797,120.5909099,124.8145045,130.425125,137.923735,148.2100809,165.4169898
2.06,108.776443,109.9668341,111.3941642,112.9804861,114.8562933,117.1781149,119.9791218,121.4629776,125.718,131.3444305,138.6411841,149.0013324,166.1959029
2.07,109.3597913,110.5570899,111.9914286,113.5997281,115.4728188,117.7914003,120.60001,122.3292956,126.6197276,132.2612517,139.3511325,149.7884395,166.9583182
2.08,109.9290216,111.1460169,112.5914834,114.2063865,116.0873798,118.398448,121.2171582,123.1927249,127.5164669,133.1835313,140.0465844,150.5664778,167.7067785
2.09,110.511746,111.7455528,113.202313,114.8264914,116.7055598,119.015453,121.8389495,124.0613142,128.4137076,134.0932924,140.7364621,151.3342246,168.4548857
2.1,111.1241849,112.3697331,113.8416887,115.4654844,117.3414202,119.6467229,122.474109,124.9340131,129.3171249,135.0064976,141.4297428,152.0988422,169.1976266
2.11,111.7502998,113.0028451,114.4819348,116.1096649,117.9891962,120.2863946,123.1203533,125.8124179,130.2232766,135.9287303,142.1217601,152.8660022,169.9405777
2.12,112.3748602,113.6307868,115.1138733,116.7498407,118.639295,120.9287327,123.7724005,126.6976833,131.1282521,136.8593554,142.8076418,153.6376934,170.6916014
2.13,112.978019,114.2369154,115.7250126,117.374316,119.2760358,121.5622055,124.4174327,127.5760503,132.0242931,137.7837659,143.4832352,154.4072871,171.4499761
2.14,113.5476142,114.8121639,116.309299,117.973027,119.8808031,122.171025,125.038823,128.4238024,132.8843995,138.6757179,144.1523776,155.1616523,172.200554
2.15,114.1117841,115.3806297,116.8887879,118.558516,120.4776041,122.7743738,125.6546427,129.2516333,133.7261153,139.5441629,144.8256692,155.9033975,172.9266352
2.16,114.6759209,115.9523925,117.4701917,119.1516974,121.0752878,123.3872395,126.2800814,130.0657506,134.5590244,140.3970054,145.5025362,156.6265465,173.6163704
2.17,115.2629052,116.5498569,118.0803276,119.7705974,121.6876871,124.0211306,126.9249289,130.8602833,135.3920309,141.2361167,146.1860566,157.3288867,174.2666654
2.18,115.8936843,117.1844944,118.7369239,120.4282383,122.3296908,124.6808002,127.5926273,131.6435604,136.2262109,142.0640096,146.8739825,158.0105288,174.8846519
2.19,116.575932,117.8761538,119.4439597,121.1282587,123.0104709,125.3622122,128.279702,132.4190876,137.0547213,142.8821627,147.5602629,158.6785748,175.4711109
2.2,117.3238942,118.6036225,120.1450262,121.8213068,123.7149147,126.0544642,128.9728915,133.2765037,137.895921,143.7607798,148.2695888,159.4564799,176.1933136
2.21,118.0811185,119.3330043,120.8404001,122.5120816,124.4305223,126.7531137,129.6704341,134.1483455,138.7276072,144.6452233,148.9729338,160.2545955,176.9593827
2.22,118.826056,120.0633271,121.547287,123.2169136,125.1527383,127.4575505,130.3747376,134.9899842,139.5366024,145.4981132,149.6694568,161.0214343,177.6973616
2.23,119.5468388,120.7844902,122.2563087,123.9305897,125.8746696,128.1672763,131.0880795,135.8012717,140.3290527,146.3213535,150.3743216,161.7611014,178.3981465
2.24,120.2518341,121.4996202,122.9721952,124.6500486,126.5966563,128.8911337,131.8131931,136.5894749,141.1123099,147.1220722,151.0973769,162.4854727,179.0712822
2.25,120.9477338,122.2080094,123.6908836,125.375131,127.3214585,129.625394,132.5498976,137.3640759,141.8955609,147.9089802,151.8347899,163.2018508,179.7292569
2.26,121.6235258,122.9033618,124.4065823,126.1019206,128.0390582,130.3614017,133.2878539,138.1263289,142.6732904,148.6794701,152.5720266,163.9150357,180.3786149
2.27,122.3449248,123.6476831,125.1607864,126.8556626,128.7801008,131.1130335,134.0352208,138.8891966,143.4471912,149.4375325,153.3092343,164.6377822,181.0323881
2.28,123.113524,124.4344728,125.947982,127.6355745,129.5495442,131.8814731,134.7943939,139.655739,144.2133368,150.188754,154.0438634,165.3651897,181.6956326
2.29,123.9222246,125.251696,126.7590035,128.4382148,130.3441982,132.6662616,135.5666393,140.4151518,144.9628025,150.92864,154.7753285,166.0857768,182.362869
2.3,124.7743665,126.0883082,127.585664,129.2558277,131.1576888,133.4671621,136.356923,141.1566391,145.6924884,151.6528729,155.5033465,166.7905104,183.0265623
2.31,125.6075365,126.9301691,128.431207,130.0967599,131.9915042,134.2968025,137.1764202,141.923864,146.4472737,152.3833456,156.2529216,167.5095399,183.6816948
2.32,126.495277,127.822664,129.32329,130.9775256,132.8653438,135.1615548,138.0280091,142.7012044,147.2070222,153.1118634,157.0092031,168.2308661,184.3325596
2.33,127.3286712,128.6775052,130.1980916,131.8910294,133.7700771,136.0506337,138.8993819,143.4648549,147.9532267,153.8308766,157.7684928,168.9408643,184.9799342
2.34,128.2534572,129.5887981,131.0956218,132.752259,134.6877473,136.9497269,139.7791153,144.2052687,148.6833138,154.5397479,158.5233016,169.6366861,185.6214511
2.35,129.1793688,130.4952741,131.9868227,133.631724,135.5340028,137.8413812,140.6528921,144.9181388,149.3929629,155.2329236,159.2725472,170.3212372,186.2572785
2.36,130.0682087,131.3692061,132.8502288,134.48469,136.3833017,138.6672297,141.5128614,145.6126512,150.0836672,155.9060831,160.0150004,171.0062848,186.8904591
2.37,130.9354188,132.2283771,133.704783,135.3325297,137.2341448,139.5188804,142.3816333,146.3160355,150.7820363,156.580633,160.7630407,171.6987312,187.5200432
2.38,131.7799105,133.0705349,134.5459467,136.1719532,138.0806813,140.3688634,143.2033105,147.0245616,151.4754963,157.2416547,161.5173068,172.3882962,188.1441979
2.39,132.602057,133.8980357,135.3766848,137.0048512,138.9259523,141.2168281,144.0470847,147.7439078,152.1681412,157.8851738,162.2735031,173.0791836,188.764441
2.4,133.4214428,134.7220936,136.2074395,137.8398142,139.7786176,142.0611388,144.8885843,148.4428329,152.8525333,158.515089,163.0221107,173.7701525,189.3886459
2.41,134.2514577,135.558095,137.0521518,138.6884382,140.6501392,142.9056428,145.7281416,149.1561292,153.5316552,159.1260047,163.7515749,174.4641055,190.0061457
2.42,135.2026571,136.5005671,137.9754684,139.6053669,141.5618933,143.810711,146.6240662,149.8215994,154.2043413,159.776277,164.5488355,175.1500338,190.6560004
2.43,136.1657306,137.4470887,138.8973087,140.515541,142.468315,144.7041833,147.511057,150.4529026,154.821204,160.4162562,165.3440824,175.8267625,191.3094873
2.44,137.0879722,138.3557139,139.7844687,141.3909329,143.3505353,145.5629761,148.3676214,151.0720101,155.4275935,161.0260841,166.1137526,176.5012959,191.9553457
2.45,137.9480826,139.2105736,140.6272021,142.2255911,144.2010144,146.390142,149.1970136,151.6895982,156.0209738,161.6107522,166.8708384,177.1769799,192.5953383
2.46,138.7107464,140.004042,141.419456,143.0205776,145.0183903,147.1935949,150.0075304,152.3103683,156.6098935,162.1445869,167.6266566,177.8508667,193.2307578
2.47,139.3703543,140.7349881,142.1817329,143.794417,145.8151143,147.9880099,150.8115338,152.935777,157.2026608,162.6993009,168.3847477,178.5176551,193.8567294
2.48,140.0416517,141.3989805,142.9183417,144.5684436,146.6056202,148.7840139,151.6175587,153.5724095,157.8056683,163.2675566,169.1425731,179.1802477,194.4680564
2.49,140.71574,142.0913961,143.6123352,145.3362561,147.3969629,149.5884319,152.4281177,154.2052504,158.4096706,163.8390643,169.8990757,179.8377348,195.0805741
2.5,141.4255403,142.8167587,144.3580871,146.0932868,148.2004626,150.4075713,153.2491914,154.8293629,159.009151,164.4092408,170.6399162,180.4819157,195.6880482
2.51,142.1734186,143.575005,145.1290838,146.8758071,148.9978103,151.2355839,154.0762034,155.4406332,159.5954915,164.9716837,171.3785565,181.1110919,196.2894212
2.52,142.9442066,144.3513175,145.9085708,147.6619596,149.7698083,152.0634665,154.9013644,156.0371456,160.1652159,165.5247921,172.1108579,181.7275488,196.8842121
2.53,143.6202648,145.0505527,146.6317431,148.3985435,150.5185887,152.853999,155.7097684,156.6443689,160.7574506,166.0894983,172.8386593,182.3734779,197.5006181
2.54,144.2885377,145.7419729,147.3478779,149.1281308,151.2610473,153.6041189,156.5141762,157.2486036,161.3503258,166.6582397,173.5628422,183.0149334,198.1093198
2.55,144.9824968,146.4517389,148.0728922,149.8648995,152.006759,154.3771544,157.314005,157.8496825,161.9351195,167.2296985,174.2885049,183.6462109,198.7215771
2.56,145.6995837,147.1768135,148.8018049,150.6050539,152.7539024,155.1532925,158.0858161,158.4469927,162.5131168,167.8041928,175.0174498,184.2708038,199.3378306
2.57,146.4297364,147.9082195,149.5268053,151.3361983,153.4963521,155.9200806,158.8498569,159.0374315,163.0797989,168.3739991,175.7406564,184.9074837,199.9676258
2.58,147.1697557,148.6459157,150.2532846,152.0602463,154.2327955,156.6697793,159.5984999,159.6138506,163.6379051,168.9254023,176.4445106,185.5281876,200.5735171
2.59,147.9456107,149.4155123,151.0108097,152.8109333,154.9841796,157.4318503,160.3542595,160.1716654,164.2010109,169.4791851,177.1345907,186.1374875,201.1792997
2.6,148.7517086,150.2108118,151.7993034,153.5783964,155.7479285,158.1978475,161.1115559,160.7453691,164.7833846,170.0220595,177.8070095,186.7443831,201.7686533
2.61,149.5803065,151.027017,152.611599,154.3551365,156.5165299,158.9556685,161.8589261,161.3381739,165.3703147,170.5515148,178.4638495,187.3611375,202.3360032
2.62,150.4191492,151.8515866,153.4317034,155.1265448,157.2788605,159.6884417,162.5919249,161.928365,165.9586404,171.0664078,179.0933636,187.9525137,202.877636
2.63,151.2601049,152.6764424,154.2527618,155.8952864,158.0420605,160.3839933,163.2816458,162.5137115,166.5371596,171.5691753,179.7025611,188.5239553,203.3898374
2.64,152.0389018,153.4469212,155.0060571,156.6668236,158.8166854,161.1669157,164.0571157,163.1316358,167.1199225,172.1980798,180.4259382,189.1599469,204.0125715
2.65,152.785788,154.1947973,155.7318443,157.4148438,159.5722691,161.9238534,164.8065184,163.7550566,167.7154604,172.8322501,181.1434937,189.791157,204.6365437
2.66,153.5322823,154.937154,156.4529656,158.1480858,160.3125328,162.6432122,165.520477,164.3833688,168.322856,173.4567375,181.8290781,190.4063976,205.2338039
2.67,154.2942387,155.6908228,157.1893397,158.8876684,161.0484029,163.348052,166.2193619,165.0209691,168.9400816,174.0726109,182.486606,191.0118128,205.8076342
2.68,155.0718155,156.4566186,157.945881,159.6396065,161.7794568,164.0536743,166.9146073,165.6702669,169.5697298,174.6616998,183.1214517,191.6110589,206.3649173
2.69,155.8404639,157.2144137,158.6952041,160.3778923,162.4937509,164.7508413,167.6001127,166.3138862,170.1997612,175.261051,183.7368722,192.1992542,206.9114373
2.7,156.5890827,157.9500302,159.4218022,161.0824235,163.180272,165.418683,168.2571745,166.9491974,170.8191395,175.8530953,184.3346701,192.7713295,207.4387586
2.71,157.3391545,158.6837688,160.1462945,161.7893751,163.8567985,166.0813322,168.9039653,167.5914914,171.4433261,176.4572989,184.9295636,193.3400021,207.9450879
2.72,158.0917046,159.4185014,160.8695075,162.5020049,164.5330414,166.7469786,169.5558883,168.2466997,172.080857,177.0856005,185.5288431,193.906486,208.4842821
2.73,158.8391038,160.1486273,161.5847985,163.2102448,165.2122802,167.4105996,170.2005833,168.9184881,172.7351265,177.7280602,186.1381803,194.4695572,209.0216322
2.74,159.572989,160.8602164,162.2803606,163.9051394,165.8815168,168.0597824,170.8312899,169.6102197,173.4074833,178.3784871,186.7257078,195.0293826,209.5627028
2.75,160.3487231,161.6084533,163.0091203,164.6120745,166.5519984,168.7074019,171.4583275,170.2920995,174.0738783,179.0370475,187.3024394,195.5976215,210.0793203
2.76,161.1132607,162.3458724,163.7253074,165.3088273,167.2128865,169.3486865,172.0762477,170.983994,174.7500122,179.7046871,187.8770568,196.1577353,210.5897132
2.77,161.8750982,163.081916,164.4382513,166.000955,167.8717951,169.9868047,172.6887235,171.7000294,175.4474213,180.3815726,188.4557202,196.7151735,211.102404
2.78,162.656961,163.8334545,165.1621951,166.6961169,168.5383987,170.6229883,173.2969981,172.4477649,176.1722071,181.0647364,189.0391771,197.2771082,211.6234895
